0,1,2,3,4,5,6
303,303,303,COc1ccc(cc1)C(C)=O,303,18.9,19.066154
304,304,304,COc1ccc(cc1)C#N,304,19.4,18.581299
313,313,313,[O-][N+](=O)c1ccc(Br)cc1C(F)(F)F,313,20.0,19.589209
320,320,320,CC(N)=O,320,17.3,16.551085
322,322,322,CC(O)=O,322,14.5,16.169857
341,341,341,C=CC#N,341,16.0,16.081709
353,353,353,ClCC=C,353,17.0,16.421934
364,364,364,COCC=C,364,15.0,14.005305
372,372,372,COc1ccc(C=O)cc1,372,19.4,18.953747
374,374,374,COc1ccccc1,374,17.8,19.212505
399,399,399,c1ccc(cc1)c2ccccc2,399,19.7,20.108507
403,403,403,Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2,403,20.0,20.436567
407,407,407,BrC#C,407,15.7,16.361963
414,414,414,ClC(Cl)(Cl)Br,414,18.3,17.31321
419,419,419,CCCC,419,14.1,14.46647
421,421,421,CCCCOC(=O)c1ccccc1,421,18.3,18.008156
437,437,437,[nH]1c2ccccc2c3ccccc13,437,21.7,18.992008
443,443,443,O=C(C#N)C#N,443,15.0,16.668406
452,452,452,ClCC#N,452,17.4,16.80499
469,469,469,O=C1Oc2ccccc2C=C1,469,20.0,19.891706
470,470,470,C/C=C/C=O,470,16.2,15.845085
472,472,472,O=C1OCC=C1,472,19.0,18.887222
476,476,476,ClC#N,476,15.6,17.314709
480,480,480,C1CCCCCC1,480,17.1,17.277584
489,489,489,NC1CCCCC1,489,17.2,17.569313
496,496,496,COC1CCCC1,496,16.7,17.07155
503,503,503,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,503,20.0,19.54097
505,505,505,CCCCCCCCCC,505,15.7,15.904986
509,509,509,ClCCOCOCCCl,509,17.1,18.169914
511,511,511,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,511,16.2,16.206747
515,515,515,CCCCC(CC)COCC(CC)CCCC,515,15.9,15.650079
517,517,517,CC(C)CC(=O)CC(C)C,517,16.0,15.769463
537,537,537,C(OCc1ccccc1)c2ccccc2,537,19.6,18.32476
546,546,546,OC(=O)C(Cl)Cl,546,18.2,17.26379
569,569,569,CCOCCOCCOCC,569,15.8,15.627671
571,571,571,CCCCCCOCCOCCO,571,16.0,15.830582
574,574,574,CCOCCOCCO,574,16.1,16.11911
579,579,579,CCCCCC(CC)(CC)OC(=O)c1ccccc1C([O-])=O,579,16.6,16.543758
586,586,586,C=C1CC(=O)O1,586,16.2,17.114834
606,606,606,CO[S](=O)(=O)OC,606,16.5,18.015135
610,610,610,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,610,16.7,15.036062
623,623,623,CCCOC(C)COC(C)CO,623,15.6,15.453731
624,624,624,COC(C)COC(C)COC(C)=O,624,16.3,14.47979
625,626,625,C=CSC=C,625,16.5,15.455817
638,639,638,CCOC(C)OC(=O)CC,638,16.2,15.470152
640,641,640,CCOC(=O)CC(C)=O,640,16.5,15.960637
651,652,651,CCCCCC(=O)OCC,651,15.5,15.7325735
653,654,653,CCN=[CH+],653,15.6,16.624882
658,659,658,CCOC(=O)C(=C)C#N,658,15.2,16.034294
662,663,662,CCOCl,662,15.7,15.379901
664,665,664,CCN=C=O,664,15.4,16.820877
669,670,669,CCSC,669,17.1,16.200878
672,673,672,CCSC#N,672,15.4,16.66844
680,681,680,BrCCBr,680,19.2,18.948656
684,685,684,CCCCOCCOC(C)=O,684,15.3,16.044296
685,686,685,CCCCOCC.OCCO,685,15.3,15.667061
687,688,687,CC(C)(C)OCCOC(C)(C)C,687,14.7,14.381475
691,692,691,COCCOC,691,15.4,15.400364
697,698,697,CCCOCCO,697,16.1,15.873676
705,706,705,COCCOC(C)=O,705,15.9,15.568473
726,727,726,FC=O,726,15.0,16.229794
734,735,734,CCOCC.OCC(O)CO.OC(O)=O,734,16.8,16.200459
744,746,744,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,744,20.3,21.29647
749,751,749,Fc1c(F)c(F)c(F)c(F)c1F,749,16.0,16.915854
758,760,758,CCCCCCOC(C)=O,758,15.8,15.953118
778,780,778,CC(C)C[S](=O)CC(C)C,778,16.3,16.299797
782,784,782,N=C=O,782,15.8,15.800851
784,786,784,CCC(C)C,784,13.8,15.042031
792,794,792,CCCCCCCCCCCCCCCC(=O)OC(C)C,792,16.2,16.398039
797,799,797,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,797,18.0,17.929338
799,801,799,CC(C)[C@@H]1CC[C@@H](C)CC1=O,799,17.0,17.079538
800,802,800,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,800,16.8,16.821865
810,812,810,C[C@@H]1CCc2c(C)coc2C1,810,17.2,18.099106
817,819,817,C,817,14.0,17.749989
821,823,821,CCCCC(=O)COC,821,15.3,15.922598
827,829,827,CC=CCC#N,827,16.4,15.824038
828,830,828,CN,828,14.4,15.206144
846,848,846,CI,846,17.5,16.018381
851,853,851,CC(=C)C(C)=O,851,15.9,15.590993
852,854,852,CN=C=S,852,17.3,17.780699
868,870,868,COC=C,868,14.9,14.201694
872,874,872,COC#CC,872,15.7,15.579719
877,879,877,ClCCl,877,17.0,17.733477
880,882,880,CN(C)C(=S)N(C)C,880,17.3,17.88074
882,884,882,CCN(Cl)Cl,882,16.8,16.631702
895,897,895,CCCCOC(=O)CC(C)=O,895,16.6,16.1803
896,898,896,CCCCOC(=O)C=C,896,15.6,15.657565
913,915,913,CNC(C)=O,913,16.9,15.2172985
915,917,915,C[N+]1([O-])CCOCC1,915,19.0,17.34844
917,919,917,CN1CCCC1=O,917,18.0,17.82805
918,920,918,CNc1ccccc1,918,19.5,19.682856
919,921,919,CCCCN1CCCC1=O,919,17.5,17.200684
923,925,923,CCCOC(=O)CC,923,15.5,15.53954
930,932,930,[O-][N+](=O)C=C,930,16.3,16.233412
942,944,942,Fc1ccccc1Cl,942,19.4,19.394829
945,947,945,Cc1ccccc1Cl,945,19.0,19.111265
948,950,948,Fc1ccccc1F,948,18.0,18.78157
952,954,952,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,952,12.8,13.057335
956,958,956,CCCCCCCC\C=C/CCCCCCCC(O)=O,956,16.0,16.2982
958,960,958,C[Si](C)(C)O[Si](C)(C)C,958,12.6,12.10047
963,965,963,C1COC1,963,16.7,15.869292
965,967,965,COc1ccc(N)cc1,965,19.9,19.50023
986,988,986,ClC1C(Cl)(Cl)C1(Cl)Cl,986,18.5,17.61845
988,990,988,Fc1c(F)c(F)c(c(F)c1F)C(=O)c2ccccc2,988,19.3,18.210073
989,991,989,CCCCC=O,989,15.7,15.760808
998,1000,998,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,998,11.3,12.020249
999,1001,999,CCOc1ccccc1,999,18.4,18.73659
1001,1003,1001,CC(=O)Oc1ccccc1,1001,19.8,18.793024
1003,1005,1003,C#Cc1ccccc1,1003,18.8,19.665789
1006,1008,1006,O[P](O)(O)=O,1006,14.7,17.103765
1013,1015,1013,CCC,1013,13.1,15.230243
1022,1024,1022,CCC(Cl)=O,1022,16.1,16.253647
1033,1035,1033,CCOCC(C)O,1033,15.7,15.579568
1035,1037,1035,CC(C)COCC(C)O,1035,15.1,15.310663
1047,1049,1047,c1ccnnc1,1047,20.2,20.221691
1049,1051,1049,c1cncnc1,1049,20.5,19.275248
1052,1054,1052,C1CCNC1,1052,17.9,17.354649
1054,1056,1054,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,1054,19.0,18.462606
1067,1069,1067,C1OC1c2ccccc2,1067,19.4,19.824408
1069,1071,1069,O=C1CCC(=O)O1,1069,18.6,18.795208
1072,1074,1072,O=[S]1(=O)CCCC1,1072,17.8,17.839754
1077,1079,1077,CC(C)(C)O,1077,15.2,15.458101
1081,1083,1081,CCO[Si](OCC)(OCC)OCC,1081,13.9,16.074001
1090,1092,1090,[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,1090,15.5,16.420954
1093,1095,1093,CC(O)=S,1093,17.0,16.385492
1098,1100,1098,s1cccc1,1098,18.9,19.351572
1100,1102,1100,NC(N)=S,1100,20.0,17.038418
1111,1113,1111,CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,1111,16.6,16.464401
1113,1115,1113,OC(=O)C(Cl)(Cl)Cl,1113,18.3,17.252426
1115,1117,1115,Clc1ccc(c2ccccc2)c(Cl)c1Cl,1115,19.2,20.1231
1119,1121,1119,Cl[SiH](Cl)Cl,1119,14.2,16.857904
1127,1129,1127,OCCOCCOCCO,1127,16.0,15.9741535
1129,1131,1129,CCCCCCCC\C=C/CCCCCCCCOCCOCCOCCO,1129,16.0,16.099659
1133,1137,1133,CN(C)C,1133,14.6,16.735888
1136,1140,1136,CO[P](=O)(OC)OC,1136,15.7,17.462795
1150,1154,1150,C=CCOC=C,1150,14.9,14.614194
1151,1155,1151,NC=C,1151,15.7,16.14612
1156,1160,1156,OCCOCCOC=C,1156,16.3,15.932547
1162,1166,1162,C=COC=O,1162,15.3,16.294016
1163,1167,1163,IC=C,1163,18.0,16.308033
1164,1168,1164,CC(C)COC=C,1164,15.1,15.534421
1165,1169,1165,CC(C)OC=C,1165,14.7,15.126388
1167,1171,1167,CCCOC=C,1167,14.9,15.579205
1171,1175,1171,[SiH3]C=C,1171,15.5,15.89429
1172,1176,1172,FC(F)(F)C(=O)OC=C,1172,13.9,16.47564
1181,1185,1181,O=C1CCCO1,1181,18.0,17.675495
