,smiles,actual,predict
57,CC(C)(C)c1ccc(O)cc1,-2.41,-2.4479015
58,Oc1ccccc1N(=O)=O,-1.74,-1.8847555
59,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.278,-6.829338
60,CCCC=C,-2.68,-3.0741165
61,O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,-2.81,-3.176817
62,CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716,-3.1133778
63,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,-9.129837
64,CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,-4.554,-4.70531
65,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,-4.871,-4.8410516
66,CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,-3.48,-3.6297734
67,Cc1cccc2c1Cc3ccccc32,-5.22,-5.4770823
68,ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.9,-7.057671
69,CCN(=O)=O,-0.22,-0.09830627
70,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43,-3.2908566
71,CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,-5.66,-4.281863
72,CC(C)CCCO,-1.14,-0.6844258
73,O=C1c2ccccc2C(=O)c3ccccc13,-5.19,-4.216347
74,CNC(=O)C=C(C)OP(=O)(OC)OC,0.651,-1.3695333
75,CCC(C)(O)CC,-0.36,-0.074395075
76,CCSCCSP(=S)(OC)OC,-3.091,-2.3006537
77,Oc1ccncc1,1.02,1.0014261
78,Brc1ccc2ccccc2c1,-4.4,-4.7508082
79,CC(C)CCOC(=O)C,-1.92,-1.5068635
80,Cc1cccnc1C,0.38,-0.5574452
81,CCC(=C)C,-2.73,-2.3431797
82,CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,-4.16,-4.530878
83,CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,-3.658,-4.295476
84,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,-4.0153804
85,CCCCC(C)O,-0.89,-1.3612137
86,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507,-5.518708
87,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.27,-3.9975836
88,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233,-5.367921
89,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,-6.878197
90,CCC(Br)(CC)C(=O)NC(N)=O,-2.68,-1.588209
91,COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-4.04,-4.104837
92,CC,-1.36,-1.2133728
93,Nc1cccc(Cl)c1,-1.37,-1.4013624
94,CCCCOC(=O)c1ccc(N)cc1,-3.082,-2.7869349
95,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,-7.39,-6.5545263
96,Cc1cccc(N)c1,-0.85,-1.9216307
97,NC(=O)N,0.96,1.4364947
98,Oc1ccc(Cl)c(Cl)c1Cl,-2.67,-2.2299016
99,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.752,-7.1565247
100,CCSCC,-1.34,-1.2184987
101,Clc1ccc(Cl)cc1,-3.27,-3.3714356
102,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,-3.57,-3.895864
103,COC=O,0.58,0.33413494
104,CC1CCCO1,0.11,-0.09358384
105,Sc1ccccc1,-2.12,-2.2176955
106,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,-5.47,-5.145398
107,COc1ccccc1,-1.85,-2.4693363
108,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,-4.314,-3.679604
109,CCC#CCC,-1.99,-2.0388248
110,O2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.672,-3.2090538
111,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,-0.41,-0.56761277
112,CCCCCC(O)CC,-1.98,-1.6628441
113,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-4.66,-4.478371
114,CCOC=C,-0.85,-0.49151966
115,C1c2ccccc2c3cc4ccccc4cc13,-8.04,-7.1805325
116,CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.41,-5.432846
117,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,-2.766,-2.0082047
118,C1C=CCC=C1,-2.06,-3.0927074
119,Oc1ccc(Cl)cc1Cl,-1.55,-1.5797523
120,CC(=O)OCC(COC(=O)C)OC(=O)C,-0.6,-0.9629645
121,CNC(=O)Oc1cc(C)cc(C)c1,-2.581,-2.7447257
122,c1cnc2c(c1)ccc3ncccc23,-2.68,-4.5447574
123,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.876,-2.4648626
124,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,-3.952,-4.2094884
125,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,-4.19,-4.080941
126,Clc1ccccc1N(=O)=O,-2.55,-2.7468667
127,Clc1cc(Cl)c(Cl)cc1Cl,-5.56,-5.760892
128,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28,-2.218781
129,CN(C)C(=O)NC1CCCCCCC1,-2.218,-3.0688894
130,CC(=C)C(=C)C,-2.4,-2.8655996
131,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F ,-7.28,-5.9012566
132,ClCBr,-0.89,-1.124939
133,Oc2ncc1nccnc1n2,-1.947,-0.050523892
134,O=N(=O)c1cccc(c1)N(=O)=O,-2.29,-3.4775221
135,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53,-5.529767
136,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-4.097,-3.736477
137,Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-8.6,-7.97145
138,CCCCCC#C,-3.01,-3.1058793
139,CCCCCCCCCCCCCCCCCCO,-8.4,-5.3100543
140,CCCOCC,-0.66,-1.2124192
141,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,-8.23,-8.584729
142,CCCOC(=O)c1ccc(N)cc1,-2.452,-2.536907
143,ClCC(Cl)Cl,-1.48,-1.3905305
144,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,-4.57,-3.765008
145,Cc1c2ccccc2c(C)c3ccccc13,-6.57,-5.484705
146,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,-5.03,-4.174149
147,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,-5.0890207
148,Oc1ccc2ccccc2c1,-2.28,-2.408463
149,CCc1cccc(CC)c1N(COC)C(=O)CCl ,-3.26,-3.0397675
150,Oc1cccc2ccccc12,-2.22,-1.9974604
151,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-6.02,-4.737321
152,CCCCCCCC,-5.24,-5.613735
153,COC(=O)c1ccccc1,-1.85,-1.6831733
154,CCCCOC(=O)c1ccccc1C(=O)OCCCC ,-4.4,-2.4947019
155,CCCCCCCl,-3.12,-3.8647015
156,c2ccc1[nH]ccc1c2,-1.52,-1.2409662
157,N#Cc1ccccc1C#N,-2.38,-1.6447064
158,Oc1cc(Cl)c(Cl)cc1Cl,-2.21,-2.3998272
159,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,-2.111,-3.5932255
160,Cc1cc(C)c(C)c(C)c1C,-4.0,-4.8118243
161,CCc1ccc(C)cc1,-3.11,-3.459634
162,CCCC(C)(C)C,-4.36,-4.276014
163,Oc1c(Cl)cccc1Cl,-1.79,-2.1366103
164,CC(C)C(=O)C,-0.12,-0.5158914
165,CCCCCCCCBr,-5.06,-5.424143
166,CCCCCCCCCCCCCCCO,-6.35,-7.4428415
167,CN(C)C(=O)C,1.11,-0.060309082
168,Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ,-3.19,-4.0697584
169,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,-11.6,-8.91197
170,COC(=O)c1cccnc1 ,-0.46,0.1393036
171,CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-3.64,-4.7063456
172,Clc1ccc(Cl)c(Cl)c1,-3.59,-4.0303288
173,Clc1cccc2ccccc12,-3.93,-4.247763
174,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,-8.01,-8.203868
175,COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,-2.9959366
176,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 ,-2.17,-2.6713324
177,Cc1ccc(N)cc1,-1.21,-1.9450245
178,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,0.79,-0.54137796
179,CCOC(=O)c1ccc(O)cc1,-2.35,-1.7827367
180,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15,-3.4971836
181,CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0,-2.973694
182,O=Cc2ccc1OCOc1c2 ,-1.63,-1.8706641
183,Cc1cccc2c1ccc3ccccc32,-5.85,-5.5175953
184,C(c1ccccc1)c2ccccc2,-4.08,-4.7418714
185,O=c1cc[nH]c(=O)[nH]1 ,-1.488,-2.2886887
186,CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,-2.51143
187,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,-4.24,-4.5609975
188,Clc1ccc(cc1)N(=O)=O,-2.92,-3.0201764
189,COC(C)(C)C,-0.24,-1.571531
190,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3.451,-3.6425269
