,smiles,actual,predict
44,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,16.2,16.455856
45,CCc1ccc(O)cc1,18.3,19.089804
46,OCC(F)(F)F,15.4,15.041135
47,C=CCN=[N+]=[N-],16.8,16.442223
48,Sc1cc(Cl)c(Cl)cc1Cl,21.0,20.307653
49,C1CSC1,18.8,18.401688
50,CC1OC(C)OC(C)O1,16.0,17.249994
51,COC(=O)C=C,15.3,15.790086
52,CCCOC=C,14.9,14.903013
53,CCCCCCCCO,16.0,16.019173
54,CC(C)CO,15.1,16.0
55,CCCCC(=O)CCCC,16.0,15.982993
56,CCOCl,15.7,16.429176
57,CCOC(=O)C=C,15.5,15.743674
58,C1C=CC=C1,17.0,17.12629
59,ClC(Cl)C#N,17.4,17.404474
60,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,16.7,16.566511
61,CCCCCCC=C,15.3,15.254651
62,IC=C,18.0,17.18566
63,[nH]1cnc2ncncc12,20.5,20.220762
64,OCCSCCO,17.3,16.777021
65,CCCCCC(O)=O,16.3,15.657512
66,[Cl],17.3,16.868517
67,Oc1cc(Cl)ccc1Cl,20.0,20.275595
68,CCCCCCCC\C=C/CCCCCCCC(=O)OCC,16.2,16.178663
69,CC(O)CCO,16.5,16.707079
70,N#C/C=C/C#N,16.7,16.710087
71,ClCC(Cl)(Cl)Cl,18.0,18.112318
72,CCCC#N,15.3,15.92735
73,CC\C(=C/C)C=O,16.1,15.888383
74,Cn1ccnc1,19.7,18.635822
75,CC(C)(C)OCCOC(C)(C)C,14.7,14.936078
76,OCC=CCl,17.2,16.88929
77,CCSSCC,17.0,16.807901
78,CCCCC1CCCCC1,16.2,16.615528
79,C#CC#N,15.5,15.093872
80,O=C1CCCN1,18.2,17.552423
81,[O-][N+](=O)c1ccc(Cl)c(F)c1Cl,19.9,20.156477
82,Fc1cc(F)cc(c1)C#N,18.8,18.852217
83,CC(=O)Oc1ccccc1C(O)=O,19.0,19.780247
84,CCCC(=O)OCC,15.5,15.811206
85,CC1CCC(O)CC1,17.2,17.739752
86,CCC(C)(C)O,15.3,15.500826
87,c1cncnc1,20.5,19.29081
88,CCCCOC(C)=C,14.8,14.849186
89,CCCCCCl,16.0,16.662529
90,CCCCC#N,15.3,15.698102
91,Fc1c(F)c(F)c(c(F)c1F)C(=O)c2ccccc2,19.3,18.059958
92,CCCCl,16.0,16.723295
93,NN,14.2,16.51895
94,CSCCl,16.6,17.067144
95,ClCC1CO1,17.5,17.095392
96,Oc1ccccc1,18.5,19.131489
97,CC(=O)C(C)=O,15.7,16.2404
98,ClCCOCOCCCl,17.1,18.457945
99,o1cccn1,18.8,17.530127
100,CCCCCOC(C)=O,15.8,16.036163
101,CCCCOCCOCCOCCCC,15.8,16.62069
102,ClCC(Cl)CCl,17.8,18.15473
103,COc1ccc(cc1)C#N,19.4,19.705883
104,CO[S](=O)(=O)OC,16.5,16.130587
105,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,16.9,16.647264
106,OC1CCCCC1,17.4,17.931837
107,COC1CCC(OC)O1,16.8,17.429842
108,CN(C)C=O,17.4,15.203372
109,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,16.7,16.944012
110,CCCCOC(C)CCO,15.9,15.791682
111,CCCCCC(C)=O,16.2,16.070456
112,O,15.5,15.762348
113,CCCN,16.0,16.107616
114,CC(O)C(O)=O,17.0,16.970575
115,C[S](O)(=O)=O.C=C,16.9,16.95536
116,CCCCOC(C)COC(C)CO,15.7,15.899023
117,CCCOCCC,15.1,15.81231
118,OC1CCCCC1O,17.4,18.483646
119,CC(C)C[S](=O)CC(C)C,16.3,16.778296
120,Oc1ccc(cc1)[N+]([O-])=O,20.0,20.114601
121,ClCc1cccc(Cl)c1,19.9,18.942778
122,C\C=C/C(O)=O,16.8,16.692728
123,FC(F)(F)C(=O)OC=C,13.9,15.083028
124,CI,17.5,16.397459
125,CN1CCCC1,16.8,17.159374
126,COc1c(Cl)cccc1Cl,19.8,20.003881
127,CCC[S](=O)CCC,17.0,16.27992
128,[O-][N+](=O)c1ccc(Cl)cc1Cl,20.4,20.261993
129,O=C1CCCCCCC1,17.0,17.66963
130,Clc1ccc(CC#N)cc1Cl,20.5,19.732372
131,OC(=O)CCl,17.7,17.564035
132,O=CC#C,16.2,16.383688
133,CC(C)OC=C,14.7,14.617021
134,O=CC=O,15.0,16.296267
135,CC(C)O,15.8,15.722991
136,CC(Cl)=C,15.5,16.656937
137,COC(=O)c1ccccc1O,18.1,18.36429
138,CC(=O)C1CC1,17.0,17.477226
139,CCCCCCOC(=O)c1ccccc1C(=O)OCC,17.3,17.834578
140,CCOC(C)OC(=O)CC,16.2,15.744951
141,CC(C)COCCO,15.2,15.583417
142,OCC(O)C(O)C(O)CO,18.0,17.05238
143,C=C=O,15.4,15.348232
144,C=CC#N,16.0,16.07231
145,C=CCCC=O,15.5,16.252008
146,CCCCOCC,14.5,15.473346
147,c1ccc(cc1)C#Cc2ccccc2,18.0,18.037695
148,ClCC(Cl)Cl,18.2,18.108347
149,CC(C)=O,15.5,15.881963
150,CCN=C=O,15.4,16.01752
151,NC(=O)NC(N)=O,20.0,18.175613
152,CCN(Cl)Cl,16.8,17.427021
153,ClC(=O)c1ccccc1,19.3,19.67911
154,CNc1ccccc1,19.5,18.493608
155,CCC(CC)CO,15.8,16.269037
156,CN=C=S,17.3,17.567762
157,OC1CCC=C1,18.1,18.745289
158,Cl/C=C/C=C,15.6,16.672434
159,O=C1CCCCCN1,19.4,18.391682
160,CC=CCO,16.0,15.62889
161,O=[S](=O)(c1ccccc1)c2ccccc2,21.1,20.023388
162,COc1cccc(OC)c1O,19.3,19.887814
163,CCOC(=C)CC,15.3,15.156602
164,O[N+]([O-])=O,13.5,16.282795
165,BrC=C(Br)Br,18.3,20.103426
166,COc1cc(/C=C/CO)cc(OC)c1O,19.2,19.492838
167,CCOCC(C)O,15.7,15.962852
168,ClC(Cl)=C,16.7,17.03486
169,ClCBr,17.3,18.122969
170,CC(=C)C(N)=O,15.8,16.533058
171,SS,17.3,19.97961
172,[nH]1c2ccccc2c3ccccc13,21.7,20.251493
173,COC(=O)c1occc1,17.4,18.586
174,COC(=O)CCCC(=O)OC,16.1,16.576614
175,CC(C)(C)OCCO,15.3,15.728429
176,CC(O)=O,14.5,15.340081
177,CCc1ccccc1CC,17.7,17.972826
178,ClC(=C)C=O,17.1,16.128912
179,COC(=O)OC,15.5,15.727798
180,COCCOC,15.4,16.355343
181,CC(CO)[N+]([O-])=O,16.1,16.563736
182,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,16.7,16.438581
183,CC1(O)CCCCC1,17.1,17.328568
184,CC(C)CCC(C)=O,16.0,15.764979
185,CC(F)F,14.9,13.079419
186,CCCCO[P](=O)(OCCCC)OCCCC,16.3,16.110106
187,OCC=C,16.2,15.524371
188,CC(Cl)(Cl)Cl,16.8,17.027548
189,O=C1CCCO1,18.0,17.739574
190,CCCCCCCCCCCCCCCCO,16.4,15.965779
191,Cc1ccccc1N,19.4,19.06971
192,COC=O,15.3,15.813388
193,S,17.9,18.200579
194,C=Cc1ccncc1,18.1,18.4948
195,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,16.2,16.293962
196,COCCOCCOCCO,16.2,16.468302
