,smiles,actual,predict
47,CC(=C)C#N,5.4,6.7109637
48,CCCBr,4.8,9.427936
49,CC(F)(F)F,0.0,0.8997412
50,CC(C)O[P](F)(=O)OC(C)C,5.9,6.0968766
51,OCc1ccccc1,13.7,13.794104
52,CCCCOCCOC(C)=O,6.8,7.310292
53,C[SiH3],0.0,8.125373
54,CCI,6.0,10.295941
55,ClC(Cl)(Cl)Cl,0.0,0.51548606
56,CCC(C)=O,5.1,4.8950243
57,N#CCCC#N,7.9,1.7039123
58,C1Oc2ccccc2O1,5.9,10.379257
59,IC(=C)C=C,6.1,5.6849995
60,CCCCCCCCOC(C)=O,5.1,5.556569
61,CC(=O)Nc1ccc(O)cc1,13.9,15.285488
62,CCCCCCC(C)O,11.0,13.468734
63,ClC(=O)C=C,5.4,4.312424
64,C,0.0,10.817693
65,OC(=O)CS,20.0,12.929264
66,CCCCN1CCCC1=O,5.8,6.6911483
67,COC(CC(OC)OC)OC,6.8,5.983499
68,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,13.8,13.968048
69,ClCCCCCCl,1.5,3.3883905
70,Oc1c(Br)cc(Br)cc1Br,14.1,12.743689
71,ClCC=O,9.0,7.3983855
72,CCBr,2.3,4.9390397
73,CC(C)OCC=C,7.1,6.1352253
74,CC(C)C(C)O,13.4,12.72979
75,OCCN1CCCC1=O,15.7,8.913386
76,C[S](=O)(=O)C=C,4.8,6.961608
77,OCC(O)CO.OC(O)=O,17.4,16.644283
78,FC(F)=C(F)Cl,0.0,-0.44764844
79,BrC#N,0.0,6.453456
80,OCCN(CCO)CCO,21.0,17.31415
81,COC(C)(C)C.OCCOCCO,7.2,10.4292555
82,C=C,3.8,6.8978415
83,CCC=O,6.9,7.486281
84,ICC=C,3.3,3.9398322
85,o1ncc2ccccc12,8.8,7.6516604
86,Nc1cccc(Cl)c1,9.8,10.672186
87,CC1CCCC(=O)C1,4.7,3.1168046
88,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,7.0,5.6326566
89,CC(=O)CC(=O)OCC=C,8.6,9.397513
90,CCC,0.0,1.414597
91,CC(=O)OCc1ccccc1,6.0,5.95403
92,COc1ccccc1O,12.0,15.117325
93,Nc1ccncc1,12.9,11.408562
94,s1ccnc1,10.8,9.443765
95,C=CCOC=C,5.3,6.7187753
96,CCC(C)C,0.0,0.9755339
97,Nc1cccc(c1)[N+]([O-])=O,10.6,8.5100765
98,C[C@@H]1CCc2c(C)coc2C1,5.6,4.3976474
99,CN(C)C(=O)N(C)C,11.0,10.815704
100,CC1=CC(=O)OC1=O,11.2,13.063731
101,CC=C,1.5,4.362876
102,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,20.3,14.830609
103,CNC(C)=O,13.0,7.442298
104,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,3.0,5.1673093
105,C(c1ccccc1)c2ccccc2,1.0,3.2909412
106,O=C(C#N)C#N,8.0,8.296327
107,C1CCCCCCCCCCC1,0.0,7.269525
108,[nH]1cccn1,12.4,13.506422
109,CC(C)COC=O,6.7,7.0551367
110,NCCCCNCCCN,12.0,9.323392
111,C=CN1CCCC1=O,5.9,8.90339
112,CC(Cl)=C(Cl)Cl,3.4,1.0345603
113,CC(C)COC=C,5.1,6.1176248
114,CCCCCCOCC.OCCO,10.5,6.331224
115,OCCOCCOCCO,18.6,14.269558
116,COC(C)=O,7.6,7.881313
117,BrCCC=C,4.5,5.450898
118,CC(=O)c1ccc(cc1)C(F)(F)F,3.5,3.9198675
119,C1C=Cc2ccccc12,9.0,4.4359794
120,BrC(Br)=C,7.0,5.9166384
121,Clc1ccc(C=O)c(Cl)c1,5.4,6.357715
122,BrCBr,7.0,8.01829
123,CC=CC,4.1,2.717976
124,COCCOC=C,6.8,10.013754
125,CCCCCCCCCCCCCCCC,0.0,3.6282344
126,Nc1ccccc1,11.2,11.246716
127,O=Cc1occc1,5.1,8.143245
128,O=C1CCC1,5.2,6.0451207
129,O=C1CCCCCO1,7.4,6.7698064
130,CC(C)C(O)=O,10.5,12.281381
131,COCC=CC,5.0,4.260972
132,CCCCOC(O)(CC)OCC,10.2,9.439658
133,Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,14.4,14.005791
134,COC(C)COC(C)COC(C)CO,10.4,10.266002
135,CNC,11.2,11.305729
136,CC(=C)c1ccccc1,2.4,2.646494
137,OC\C=C\c1ccc(O)cc1,17.3,16.360527
138,CC=CBr,5.0,2.344871
139,Clc1ccccc1Br,4.6,5.1449046
140,[O-][N+](=O)c1ccccc1,3.1,4.9464006
141,CC(=O)N1CCCCCC1=O,4.8,8.893823
142,BrC[CH]=[C]=[CH2],4.7,6.740898
143,FC=O,8.6,7.092541
144,O=C1CCCC1,5.2,5.198587
145,NCc1ccccc1,9.4,10.531647
146,Cc1ccc(c(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,4.4,5.6191964
147,Oc1ccc(C=O)cc1,14.5,14.845642
148,ICI,5.5,9.66749
149,CCCCCCCl,1.7,3.212977
150,Clc1cccc(Cl)c1,2.7,2.3351638
151,O(c1ccccc1)c2cccc(Oc3cccc(Oc4ccccc4)c3)c2,5.1,5.774103
152,CC(C)=NO,10.9,5.9233274
153,CCCCCCCCCC(C)(O)Oc1ccccc1,8.4,7.9581714
154,CCCNCCC,4.1,5.658172
155,CCCC(O)=O,12.0,10.804765
156,C1C=C1,2.0,4.8858976
157,ClC=C,2.4,2.9255862
158,[O-][N+](=O)c1sccc1,8.2,6.185306
159,OC(=O)C=C,10.0,12.52289
160,NC=C,11.8,12.559152
161,CC(C)COC(C)=O,6.3,7.527148
162,CC(=C)C=O,7.1,7.6585345
163,CCCOCC(C)O,9.2,12.5118065
164,ClCCC=O,8.2,7.359402
165,OCCCCO,20.9,15.876681
166,CCCCCCCC\C=C/CCCCCCCC(=O)OC,4.5,5.471008
167,CCOC(Cl)=O,8.0,7.325013
168,Fc1ccccc1F,1.0,1.875409
169,CCOc1ccc(Cl)cc1,4.4,4.7391386
170,CC(C)OCC(C)O,11.0,6.784948
171,C1OC1c2ccccc2,6.6,4.8924694
172,CCN=C=S,9.0,1.4825401
173,CCCCOC(=O)c1ccccc1O,11.7,10.302262
174,CCCCC=C,3.0,2.1766076
175,OCCOCCOCCOC=C,6.6,15.318723
176,ClC(=O)c1ccc(Br)cc1,5.5,5.548742
177,COC#CC,5.9,6.952711
178,CCCCC(CC)CN,6.1,4.3884206
179,Clc1ccccc1Cl,3.3,2.2524192
180,ClC1CCCCC1=O,5.1,5.5032897
181,CCOC(C)=C,5.1,5.059157
182,COc1ccccc1[N+]([O-])=O,5.5,5.4449677
183,CCCCOC.OCCO,4.9,5.5810533
184,CC(C)C[S](=O)CC(C)C,6.1,6.4558787
185,CC(C)CC(C)(C)C,0.0,1.7838455
186,CC(=O)OC(OC(C)=O)C(Cl)=C,8.8,9.139351
187,N#Cc1occc1,8.2,6.755655
188,CCOC=C,5.6,5.986516
189,CC(=O)C(Cl)Cl,5.4,7.139724
190,O=C1OC(=O)C=C1,11.9,7.2765822
191,[O-][N+](=O)c1ccccc1[N+]([O-])=O,3.9,5.405161
192,CC(=O)CC(C)(C)O,10.8,12.359295
193,c1ccc(cc1)c2ccccc2,2.0,2.9506972
194,COc1ccccc1,6.9,6.106759
195,CCN=[N+]=[N-],12.9,9.467566
196,CC=CCCl,2.0,2.4142554
197,CCCCOCCO,12.3,10.124459
