,smiles,actual,predict
84,ICC=C,18.3,15.904175
85,o1ncc2ccccc12,20.6,18.90514
86,Nc1cccc(Cl)c1,20.2,19.76265
87,CC1CCCC(=O)C1,17.7,17.960514
88,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,16.3,16.762411
89,CC(=O)CC(=O)OCC=C,15.9,16.208366
90,CCC,13.1,15.206262
91,CC(=O)OCc1ccccc1,18.3,19.086212
92,COc1ccccc1O,18.0,19.517351
93,Nc1ccncc1,20.4,20.231289
94,s1ccnc1,20.5,19.257101
95,C=CCOC=C,14.9,15.585155
96,CCC(C)C,13.8,14.657331
97,Nc1cccc(c1)[N+]([O-])=O,21.4,19.791908
98,C[C@@H]1CCc2c(C)coc2C1,17.2,18.521706
99,CN(C)C(=O)N(C)C,16.7,15.934353
100,CC1=CC(=O)OC1=O,19.2,19.420052
101,CC=C,13.3,14.094686
102,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,18.0,17.771181
103,CNC(C)=O,16.9,15.998795
104,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,18.3,18.24316
105,C(c1ccccc1)c2ccccc2,19.5,19.767902
106,O=C(C#N)C#N,15.0,16.688814
107,C1CCCCCCCCCCC1,16.4,18.078403
108,[nH]1cccn1,20.2,19.55102
109,CC(C)COC=O,15.5,15.1308975
110,NCCCCNCCCN,16.7,16.44931
111,C=CN1CCCC1=O,16.4,18.337233
112,CC(Cl)=C(Cl)Cl,17.7,18.044956
113,CC(C)COC=C,15.1,14.93251
114,CCCCCCOCC.OCCO,16.0,16.351328
115,OCCOCCOCCO,16.0,15.984377
116,COC(C)=O,15.5,16.014048
117,BrCCC=C,16.5,16.164389
118,CC(=O)c1ccc(cc1)C(F)(F)F,18.8,18.478489
119,C1C=Cc2ccccc12,18.7,18.83827
120,BrC(Br)=C,16.2,18.811256
121,Clc1ccc(C=O)c(Cl)c1,19.7,19.891588
122,BrCBr,19.0,18.603922
123,CC=CC,14.7,14.866003
124,COCCOC=C,15.9,15.727281
125,CCCCCCCCCCCCCCCC,16.3,16.827377
126,Nc1ccccc1,20.1,19.98264
127,O=Cc1occc1,18.6,18.76007
128,O=C1CCC1,18.3,17.688871
129,O=C1CCCCCO1,18.0,17.765892
130,CC(C)C(O)=O,15.7,16.170742
131,COCC=CC,15.2,15.464106
132,CCCCOC(O)(CC)OCC,15.5,15.976427
133,Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,19.5,19.556812
134,COC(C)COC(C)COC(C)CO,15.3,16.179054
135,CNC,15.3,15.460072
136,CC(=C)c1ccccc1,18.5,18.318176
137,OC\C=C\c1ccc(O)cc1,19.1,19.191254
138,CC=CBr,16.3,16.127047
139,Clc1ccccc1Br,20.3,20.030815
140,[O-][N+](=O)c1ccccc1,20.0,19.976345
141,CC(=O)N1CCCCCC1=O,18.9,18.257536
142,BrC[CH]=[C]=[CH2],17.0,17.09793
143,FC=O,15.0,15.775576
144,O=C1CCCC1,17.9,17.37461
145,NCc1ccccc1,19.0,18.43417
146,Cc1ccc(c(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,19.5,19.403585
147,Oc1ccc(C=O)cc1,19.4,19.83266
148,ICI,22.0,16.903318
149,CCCCCCCl,16.1,16.563828
150,Clc1cccc(Cl)c1,19.2,19.176168
151,O(c1ccccc1)c2cccc(Oc3cccc(Oc4ccccc4)c3)c2,19.6,19.623892
152,CC(C)=NO,16.3,16.262291
153,CCCCCCCCCC(C)(O)Oc1ccccc1,16.7,17.801815
154,CCCNCCC,15.3,15.794876
155,CCCC(O)=O,15.7,15.857544
156,C1C=C1,17.2,17.339783
157,ClC=C,16.0,15.9980545
158,[O-][N+](=O)c1sccc1,19.7,19.90584
159,OC(=O)C=C,16.6,16.33521
160,NC=C,15.7,16.356531
161,CC(C)COC(C)=O,15.1,15.577113
162,CC(=C)C=O,15.0,15.524423
163,CCCOCC(C)O,15.8,16.009842
164,ClCCC=O,17.0,17.125711
165,OCCCCO,16.6,16.309664
166,CCCCCCCC\C=C/CCCCCCCC(=O)OC,16.2,16.145386
167,CCOC(Cl)=O,16.4,16.760912
168,Fc1ccccc1F,18.0,18.431204
169,CCOc1ccc(Cl)cc1,19.3,19.517946
170,CC(C)OCC(C)O,15.5,15.596934
171,C1OC1c2ccccc2,19.4,20.028854
172,CCN=C=S,17.2,17.812235
173,CCCCOC(=O)c1ccccc1O,17.9,18.504786
174,CCCCC=C,14.7,14.448963
175,OCCOCCOCCOC=C,15.9,17.063557
176,ClC(=O)c1ccc(Br)cc1,20.2,19.998276
177,COC#CC,15.7,15.804914
178,CCCCC(CC)CN,15.7,15.657122
179,Clc1ccccc1Cl,19.2,19.619188
180,ClC1CCCCC1=O,18.5,18.64479
181,CCOC(C)=C,14.8,14.882484
182,COc1ccccc1[N+]([O-])=O,19.6,18.98758
183,CCCCOC.OCCO,15.5,15.543547
184,CC(C)C[S](=O)CC(C)C,16.3,16.883709
185,CC(C)CC(C)(C)C,14.1,14.302443
186,CC(=O)OC(OC(C)=O)C(Cl)=C,16.7,16.639656
187,N#Cc1occc1,18.4,18.529835
188,CCOC=C,14.9,14.602255
189,CC(=O)C(Cl)Cl,17.1,17.438759
190,O=C1OC(=O)C=C1,19.5,18.205431
191,[O-][N+](=O)c1ccccc1[N+]([O-])=O,20.6,20.033098
192,CC(=O)CC(C)(C)O,15.8,16.04488
193,c1ccc(cc1)c2ccccc2,19.7,19.757845
194,COc1ccccc1,17.8,18.838556
195,CCN=[N+]=[N-],15.9,15.802945
196,CC=CCCl,16.2,16.7306
197,CCCCOCCO,16.0,16.160059
