,smiles,actual,predict
52,CCCOC=C,3.5,4.328436
53,CCCCCCCCO,5.0,5.3024235
54,CC(C)CO,5.7,5.93402
55,CCCCC(=O)CCCC,7.7,3.9274557
56,CCOCl,8.6,9.744715
57,CCOC(=O)C=C,7.1,7.1583076
58,C1C=CC=C1,1.9,3.3185067
59,ClC(Cl)C#N,9.4,10.151626
60,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,4.5,2.4772305
61,CCCCCCC=C,1.0,0.8434135
62,IC=C,5.5,3.4139352
63,[nH]1cnc2ncncc12,11.7,15.024721
64,OCCSCCO,8.8,8.834448
65,CCCCCC(O)=O,4.2,3.8944566
66,[Cl],10.0,9.462968
67,Oc1cc(Cl)ccc1Cl,6.3,7.909812
68,CCCCCCCC\C=C/CCCCCCCC(=O)OCC,3.2,3.378325
69,CC(O)CCO,8.1,10.966487
70,N#C/C=C/C#N,13.6,13.880591
71,ClCC(Cl)(Cl)Cl,4.4,1.9745185
72,CCCC#N,12.4,14.226292
73,CC\C(=C/C)C=O,8.0,11.405652
74,Cn1ccnc1,15.6,7.26292
75,CC(C)(C)OCCOC(C)(C)C,4.1,2.2519712
76,OCC=CCl,10.3,8.714268
77,CCSSCC,6.7,4.6185327
78,CCCCC1CCCCC1,0.0,-0.3476058
79,C#CC#N,17.0,12.681884
80,O=C1CCCN1,12.0,14.067298
81,[O-][N+](=O)c1ccc(Cl)c(F)c1Cl,7.2,7.7283926
82,Fc1cc(F)cc(c1)C#N,11.2,8.851611
83,CC(=O)Oc1ccccc1C(O)=O,6.9,7.8122807
84,CCCC(=O)OCC,5.6,5.3988776
85,CC1CCC(O)CC1,6.3,6.594336
86,CCC(C)(C)O,6.1,4.7128687
87,c1cncnc1,9.4,11.52559
88,CCCCOC(C)=C,5.3,2.057943
89,CCCCCCl,6.9,4.7084093
90,CCCCC#N,11.0,13.71043
91,Fc1c(F)c(F)c(c(F)c1F)C(=O)c2ccccc2,8.1,5.3578997
92,CCCCl,7.8,7.1473236
93,NN,8.3,8.044122
94,CSCCl,6.4,7.228537
95,ClCC1CO1,7.6,10.827128
96,Oc1ccccc1,5.9,5.3168445
97,CC(=O)C(C)=O,5.1,13.069923
98,ClCCOCOCCCl,10.2,8.40759
99,o1cccn1,13.4,7.012043
100,CCCCCOC(C)=O,3.3,4.5021696
101,CCCCOCCOCCOCCCC,4.7,6.02413
102,ClCC(Cl)CCl,12.3,7.1832747
103,COc1ccc(cc1)C#N,16.7,11.232814
104,CO[S](=O)(=O)OC,13.0,14.544671
105,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,13.0,12.080096
106,OC1CCCCC1,4.1,5.5345173
107,COC1CCC(OC)O1,7.2,8.248134
108,CN(C)C=O,13.7,10.369144
109,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,2.5,3.6215744
110,CCCCOC(C)CCO,5.5,3.9486032
111,CCCCCC(C)=O,5.7,5.582457
112,O,16.0,11.607583
113,CCCN,4.9,5.355476
114,CC(O)C(O)=O,8.3,5.5418296
115,C[S](O)(=O)=O.C=C,9.3,14.344031
116,CCCCOC(C)COC(C)CO,6.5,6.2492666
117,CCCOCCC,3.2,4.1131973
118,OC1CCCCC1O,9.8,8.376723
119,CC(C)C[S](=O)CC(C)C,10.5,10.261162
120,Oc1ccc(cc1)[N+]([O-])=O,14.5,12.559016
121,ClCc1cccc(Cl)c1,9.3,7.7180033
122,C\C=C/C(O)=O,5.2,8.895819
123,FC(F)(F)C(=O)OC=C,4.3,6.536831
124,CI,7.7,7.4706974
125,CN1CCCC1,2.8,3.1501086
126,COc1c(Cl)cccc1Cl,8.4,8.198237
127,CCC[S](=O)CCC,13.0,11.453172
128,[O-][N+](=O)c1ccc(Cl)cc1Cl,8.7,10.132262
129,O=C1CCCCCCC1,9.6,13.5775
130,Clc1ccc(CC#N)cc1Cl,10.8,7.575327
131,OC(=O)CCl,10.4,8.899739
132,O=CC#C,11.9,8.677523
133,CC(C)OC=C,3.5,3.5955923
134,O=CC=O,17.0,10.959605
135,CC(C)O,6.1,6.8122897
136,CC(Cl)=C,6.7,7.820238
137,COC(=O)c1ccccc1O,8.0,11.598345
138,CC(=O)C1CC1,11.1,10.109983
139,CCCCCCOC(=O)c1ccccc1C(=O)OCC,6.2,5.5865827
140,CCOC(C)OC(=O)CC,3.3,5.5221376
141,CC(C)COCCO,4.9,6.2785783
142,OCC(O)C(O)C(O)CO,12.0,10.070429
143,C=C=O,7.3,8.304831
144,C=CC#N,12.8,11.884006
145,C=CCCC=O,8.1,8.938654
146,CCCCOCC,3.9,5.240535
147,c1ccc(cc1)C#Cc2ccccc2,2.0,1.9131054
148,ClCC(Cl)Cl,5.3,5.6349287
149,CC(C)=O,10.4,9.246804
150,CCN=C=O,12.0,11.356836
151,NC(=O)NC(N)=O,14.6,18.524431
152,CCN(Cl)Cl,7.6,11.331168
153,ClC(=O)c1ccccc1,6.8,8.459439
154,CNc1ccccc1,6.0,4.328055
155,CCC(CC)CO,4.3,5.018463
156,CN=C=S,16.2,4.7595263
157,OC1CCC=C1,7.6,7.9573627
158,Cl/C=C/C=C,8.5,10.747159
159,O=C1CCCCCN1,13.8,17.954987
160,CC=CCO,6.0,5.9759626
161,O=[S](=O)(c1ccccc1)c2ccccc2,14.4,12.268121
162,COc1cccc(OC)c1O,7.6,8.15682
163,CCOC(=C)CC,4.2,2.9663534
164,O[N+]([O-])=O,18.0,16.29847
165,BrC=C(Br)Br,9.4,7.8192105
166,COc1cc(/C=C/CO)cc(OC)c1O,7.3,6.148714
167,CCOCC(C)O,6.5,7.0162787
168,ClC(Cl)=C,7.8,5.5049267
169,ClCBr,5.7,7.720705
170,CC(=C)C(N)=O,11.0,11.402452
171,SS,6.3,6.548755
172,[nH]1c2ccccc2c3ccccc13,6.4,9.004844
173,COC(=O)c1occc1,6.9,12.219764
174,COC(=O)CCCC(=O)OC,7.7,7.6293
175,CC(C)(C)OCCO,6.1,6.365608
176,CC(O)=O,8.0,8.620112
177,CCc1ccccc1CC,0.1,-0.5045889
178,ClC(=C)C=O,12.9,8.31248
179,COC(=O)OC,8.6,8.131923
180,COCCOC,6.3,6.6006002
181,CC(CO)[N+]([O-])=O,13.7,15.179343
182,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,1.8,2.9460418
183,CC1(O)CCCCC1,4.0,5.2840643
184,CC(C)CCC(C)=O,5.7,6.6180763
185,CC(F)F,9.3,9.466785
186,CCCCO[P](=O)(OCCCC)OCCCC,6.3,10.883904
187,OCC=C,10.8,5.8864007
188,CC(Cl)(Cl)Cl,4.3,5.2166333
189,O=C1CCCO1,16.6,13.411778
190,CCCCCCCCCCCCCCCCO,3.7,1.300718
191,Cc1ccccc1N,5.8,5.215953
192,COC=O,8.4,12.33125
193,S,6.0,5.6657705
194,C=Cc1ccncc1,7.2,5.0197277
195,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,5.0,2.2069054
196,COCCOCCOCCO,7.6,7.3361716
