,smiles,actual,predict
59,CC(=C)C(C)=O,12.1,4.621107
60,CCCCCC=O,8.4,8.833964
61,FCC=C,6.4,8.431817
62,NC1CCCCC1,3.1,2.6534212
63,CCCCC(C)=O,6.1,7.639177
64,CCCC(C)CO,4.9,5.2985444
65,Cl[SiH](Cl)Cl,3.6,7.519913
66,Brc1sccc1,5.2,8.773568
67,OC(=O)CCCCCCCCC(O)=O,7.1,9.6099205
68,C1CCCCCC1,1.4,3.2388256
69,CCOC(N)=O,10.1,12.249407
70,CCC(=O)c1ccc(F)cc1,7.1,8.580671
71,OC(=O)C(F)(F)F,9.7,6.7210555
72,OC(=O)CCC=C,4.7,6.053922
73,ClCCCl,7.4,6.0293283
74,C1OC1C2CO2,14.4,7.629269
75,CN1CCCC1c2cccnc2,7.8,4.3724556
76,FC(Cl)Cl,3.1,6.096606
77,CCCCOC(=O)/C=C/C(=O)OCCCC,3.0,9.025083
78,CCOCCOCCO,9.2,8.721646
79,ClC(=C)C(Cl)=C,2.3,5.682115
80,Cc1cc(C)c(C)c(C)c1,0.5,2.0349798
81,CN[C@@H](C)[C@H](O)c1ccccc1,10.7,7.029665
82,COc1ccc(Cl)cc1,7.8,6.6738095
83,[O-][N+](=O)c1ccc(F)c(F)c1F,7.7,8.13749
84,c1ccccc1,0.0,3.5781114
85,OCc1occc1,7.6,9.5986
86,CCC(Cl)Cl,7.8,7.379892
87,CC(C)S,6.8,8.500738
88,O=C=Nc1ccc(Cc2ccc(cc2)N=C=O)cc1,4.1,9.110833
89,CCCCCOCCCCC,3.1,2.054082
90,C1COC1,10.0,5.9012246
91,COC(=O)CC#N,14.9,14.136359
92,Clc1ccc(cc1)C(Cl)(Cl)Cl,5.5,4.2161136
93,CC=C(C)C,2.0,1.6777307
94,O=[S]1(=O)CCCC1,17.4,14.778581
95,CO,12.3,5.4429917
96,[nH]1cnc2ccccc12,14.9,9.974763
97,NC1(CC1)C(O)=O,6.3,12.430663
98,COc1cc(\C=C\C(O)=O)ccc1O,6.6,9.581768
99,FC(F)=C(F)C(F)=C(F)F,0.0,1.7478565
100,CCOCC.OCC(O)CO.OC(O)=O,18.5,11.046528
101,O=Cc1ccccc1,7.4,11.725728
102,OC(=O)c1[nH]c2cc(O)c(O)cc2c1,8.3,10.253264
103,C1CCSC1,6.7,6.4701815
104,COCO,9.0,6.182257
105,NC(=O)CN1CCCC1=O,15.6,12.967911
106,ClC#N,14.5,13.31438
107,COC=CC=C,8.3,5.803372
108,BrC=CBr,4.9,9.255923
109,CCCCCCCCO[P](=O)(OCCCCCCCC)OCCCCCCCC,5.9,6.921815
110,CC(C)CC(C)O,3.3,6.140408
111,COC1CCCCO1,6.6,8.270805
112,CCN=[CH+],15.2,9.349201
113,ClCC#C,7.4,6.3842616
114,COC(Cl)Cl,12.9,7.272218
115,OCC1CCC(CO)O1,8.5,9.120025
116,OC(=O)c1ccc(cc1)C(O)=O,7.4,10.209214
117,CC(C)CC(C)OC(C)=O,3.1,4.7044473
118,CCC=COC,5.3,5.2417226
119,CCCCCCCCCCCCCCCCCC(O)=O,3.3,4.3171353
120,CC1CCCO1,5.0,6.233584
121,[O-][N+](=O)C=C,16.6,14.315227
122,ClC(Cl)(Cl)C=O,7.4,14.436572
123,O=[S]=O,8.4,16.964512
124,BrCCBr,3.5,7.3088818
125,C=COCCOCCOC=C,7.3,6.0558677
126,O=C1CCC(=O)O1,17.5,16.501837
127,Oc1c(Cl)cc(Cl)cc1Cl,5.1,7.49693
128,CCSC=C,5.8,5.6696973
129,CC(=O)Nc1ccccc1,14.4,7.769345
130,CCCCOC=C,4.1,5.110925
131,C(OCc1ccccc1)c2ccccc2,3.4,2.812118
132,COC(=O)c1ccccc1C(=O)OC,10.8,10.625871
133,CC(Cl)CCl,7.1,13.8614435
134,CC(=O)OCC=C,4.5,6.5428634
135,Brc1cccc2ccccc12,3.1,5.274316
136,CCC(O)=O,5.3,7.281141
137,s1cnc2ccccc12,5.2,12.610576
138,CC(C)[C@@H]1CC[C@@H](C)CC1=O,8.1,5.8438897
139,CC1CCCCC1O,6.5,6.7130113
140,ClC1(Cl)CCCC(Cl)(Cl)C1=O,14.0,6.844833
141,CS,7.7,7.515923
142,NNc1ccccc1,6.5,4.5290594
143,CCSCC,3.1,5.7480364
144,CNN,8.7,7.3531265
145,CCCCCC(C)O,5.4,5.2668533
146,CC(C)OC(C)C,3.2,3.0723367
147,S=C=S,5.8,10.194583
148,CC(C)CC(O)CC(C)C,3.1,3.9587767
149,C=CC[N+]#[C-],13.0,12.356861
150,NC(=O)C=C,12.1,13.165678
151,CCCCCCCCC(C)O,3.9,4.1650014
152,CC1CCCC(O)C1,6.4,7.5889573
153,Oc1ccccc1Cl,5.5,8.530406
154,CCCCOB(OCCCC)OCCCC,1.8,4.187562
155,CC(C)CCO,5.2,6.5791936
156,COc1cc(/C=C/CO)ccc1O,7.0,8.316734
157,CC=CC(C)=O,12.1,9.332488
158,CC(C)(C)CO,6.5,6.767809
159,C=C1CO1,8.6,9.453353
160,ClC(Cl)=C,5.2,7.946979
161,CC(C)(C)O,5.1,7.0577087
162,CC(=O)OC=CC=C,4.4,7.077924
163,CC(OCC=C)OCC=C,5.1,6.195576
164,Cc1ccc(Br)cc1,6.8,5.6129265
165,NC(=O)c1ccccc1,14.7,9.056685
166,CCCCC(=O)COC,6.0,6.463239
167,CCCCC(CC)COC(C)=O,2.9,3.9055228
168,Brc1ccccc1Br,6.5,8.320549
169,CCN(CC)CCO,5.8,6.564815
170,FC(Cl)(Cl)Cl,2.0,4.3509417
171,ClCCl,7.3,7.224215
172,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,6.6,5.8827662
173,CCCCOC(=O)C1CC=CCC1C,2.5,6.8707004
174,FC(F)=C,5.7,7.791435
175,OCCOCCOC=C,7.5,7.5417814
176,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,3.5,4.4210486
177,CCCCN,4.5,6.5184355
178,ClCC(=O)c1ccccc1,9.6,6.7778487
179,C=CCCC#N,11.2,14.714387
180,C=COC=C,4.2,5.706994
181,Clc1cccc2ccccc12,4.9,4.2292128
182,OC(=O)C=Cc1ccc(O)cc1,6.7,10.606124
183,ClC(Cl)C(Cl)Cl,5.1,4.484363
184,CCCCCC(=O)CC,4.5,4.0573792
185,CCCCSC=C,5.0,5.7109804
186,CCC(Cl)[N+]([O-])=O,13.0,13.380081
187,CCCCOC=O,6.5,7.0885262
188,Oc1ccc(O)cc1,10.2,10.322356
189,O=C1OC(=O)c2ccccc12,14.4,15.38859
190,Cc1[nH]c(C)cc1,7.6,6.714909
191,c1ccc2ccccc2c1,2.0,4.461925
192,CC(C)CC(O)=O,4.1,6.301352
193,Cc1cccc(O)c1,6.5,8.612014
194,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,1.3,4.8938446
195,CC(N)=S,20.6,17.929201
196,OCCCCCCO,8.4,8.405456
