,smiles,exp,predict
110,Nc1ncnc2nc[nH]c12,16.0,8.357407
111,CCCC(N)=O,13.7,13.227006
112,CCCCCCCCC=C,1.0,-0.56930155
113,CCCCc1cccc(C)c1,0.1,3.2695518
114,c1ccncc1,8.8,14.796201
115,OC(=O)c1ccccc1,6.9,8.368231
116,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,5.5,2.2456267
117,CCCC(=O)OC(=O)CCC,10.3,5.0631247
118,CCOc1ccc(Br)cc1,7.7,6.256871
119,CC(C)(C)Cl,7.6,6.8427906
120,C1COCCO1,1.8,6.833892
121,N,16.7,17.857918
122,Cc1ccccc1Cl,4.9,5.1739674
123,Clc1sccc1,6.2,4.4486437
124,ClC(Cl)Cl,3.1,8.208688
125,CCCCCCCCCCC,0.0,-1.1278653
126,C1CCOC1,6.2,6.3651466
127,CC(C)N,4.4,4.8944507
128,Fc1c(F)c(F)c(F)c(F)c1F,0.0,8.937424
129,CCC(=C)C=C,1.6,1.2418402
130,CCC(Cl)=O,10.3,9.301147
131,ClCC=CCCl,7.6,6.2564697
132,CCCCc1ccccc1,0.1,-1.1683192
133,C1c2ccccc2c3ccccc13,1.7,2.608903
134,S=C=S,0.0,11.645076
135,s1cccc1,2.4,2.1965303
136,COc1ccc(cc1)C(C)=O,11.2,11.381465
137,Oc1cccc(O)c1O,10.7,9.229578
138,C#C.C#C,4.2,9.944568
139,Nc1ccc(cc1)[S](N)(=O)=O,19.5,13.424753
140,NC(=O)CCl,12.4,15.386492
141,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,1.8,1.6615028
142,CN(C)C,3.4,8.178547
143,N#CC#CC#N,16.2,16.627768
144,C1CCCCC1,0.0,-1.1681075
145,CCN(CC)C(C)=O,11.3,8.488491
146,CC(C)CC(=O)CC(C)C,3.7,5.818678
147,O=C1CCCN1Cc2ccccc2,6.1,10.288865
148,CCCCCCCC\C=C/CCCCCCCCOCCOCCOCCO,3.1,3.574201
149,BrCC#C,6.5,6.4869375
150,CC(O)COc1ccccc1,5.3,6.731715
151,COCOC,1.8,4.2426066
152,[O-][N+](=O)c1cc(c(Cl)cc1Cl)C(F)(F)F,7.6,4.916041
153,Cc1ccc(Cl)cc1,6.2,5.190507
154,CC(=O)N1CCOCC1,9.8,10.588898
155,CCC(=C)CC,1.7,3.278398
156,CCCCOC(=O)\C=C/C(=O)OCCCC,6.1,5.230044
157,Oc1cccc(O)c1,8.1,9.366228
158,CC1OC(=O)OC1C,16.8,9.990508
159,Oc1cccc2ccccc12,6.3,6.0634775
160,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,1.3,3.3291783
161,BrC#C,9.9,5.868931
162,Clc1ccc(Cl)cc1,5.6,5.190507
163,CCCCCCOC(C)=O,2.9,2.0344753
164,NCCN,8.8,7.093132
165,CC=CC,0.0,6.1567817
166,OC(=O)CCCCC(O)=O,10.0,5.502099
167,ClCC(Cl)=O,9.2,9.301147
168,OCC(O)CO,11.3,15.790974
169,C=Cc1ccccc1,1.0,2.035171
170,BrC=C,6.3,6.373086
171,CC(C)c1ccccc1,1.2,2.2605696
172,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,13.1,7.406525
173,CCCCO,5.7,6.4309816
174,O=C1CCCCC1,8.4,11.741848
175,C#N,17.6,17.444418
176,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,11.0,5.1037903
177,ClC(Cl)(Cl)Cl,0.0,6.8427906
178,CCc1ccccc1Cl,4.9,5.8532534
179,CCCOC(C)=O,4.3,5.9060264
180,CCCCOC(=O)CC,5.5,2.6962283
181,CCF,9.3,8.799417
182,S1C=CSC1=C2SC=CS2,8.2,7.6884775
183,ClCC#N,13.6,15.4721365
184,N#CCc1ccccc1,12.3,11.096987
185,O=C=S,3.7,5.780177
186,CCCCCCC,0.0,5.579274
187,C1CCNC1,6.5,3.9601665
188,CC(=O)OCC(COC(C)=O)OC(C)=O,4.5,6.6062717
189,CO[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)OC,7.1,8.572717
190,OC[CH]=[C]=[CH2],6.6,6.584188
191,CCC(=O)OC,6.5,8.112897
192,CC=CCC#N,11.3,12.309977
193,CCCCOC(C)=O,3.7,3.861145
194,CC(C)=C=O,7.4,7.8349833
195,Fc1cccc(F)c1C#N,11.2,11.638446
196,CCC(C)OC(C)=O,3.7,3.9378643
