,smiles,exp,predict
45,CCC1(C(=O)NCNC1=O)c2ccccc2,-2.64,-2.9286408
46,c1ccncc1,0.76,0.87909377
47,Cc1ccc(cc1)S(=O)(=O)N,-1.74,-2.4411445
48,c1c(NC(=O)c2ccccc2(I))cccc1,-4.21,-4.7206836
49,CC(C)OC=O,-0.63,0.2859634
50,Cc1c[nH]c(=O)[nH]c1=O ,-1.506,-1.3268726
51,NC(=O)c1cnccn1,-0.667,-0.27252302
52,O=N(=O)c1ccccc1,-1.8,-2.1996472
53,CCCCCC(C)O,-1.55,-1.3591745
54,CCSCc1ccccc1OC(=O)NC ,-2.09,-2.8175688
55,CCCC(=O)CC,-0.83,-1.0813322
56,CCCCCC=O,-1.3,-1.548426
57,Cc1ccccc1Br,-2.23,-3.8416603
58,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,-3.021,-5.354516
59,c1c(Cl)cccc1c2ccccc2,-4.88,-5.898114
60,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.46,-4.084188
61,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,-4.207,-4.4948587
62,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915,-5.4326673
63,OC1C(O)C(O)C(O)C(O)C1O,0.35,1.0609063
64,CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,-4.173,-5.5393944
65,OCC1OC(O)(CO)C(O)C1O,0.64,1.1754824
66,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-4.081,-5.1732483
67,COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478,-4.3963723
68,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53,-5.9579806
69,CCC,-1.94,-1.5335232
70,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,-0.85,-1.7053069
71,NC(=O)NCc1ccccc1 ,-0.95,-2.52806
72,c2c(C)cc1nc(C)ccc1c2 ,-1.94,-4.3117843
73,Cc1cncc(C)c1,0.38,-0.25028393
74,Nc2cccc3nc1ccccc1cc23 ,-4.22,-4.159451
75,CC(C)C=C,-2.73,-3.1269631
76,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39,-1.9273528
77,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.92,-6.420073
78,Clc1ccccc1Br,-3.19,-3.8416603
79,CO,1.57,0.75661254
80,C1CCC=CCC1,-3.18,-3.6862407
81,Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,-7.21,-8.091486
82,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.37,-5.320524
83,O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-2.39,-1.8510077
84,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16,-4.7794137
85,CCOP(=S)(OCC)SCSC(C)(C)C,-4.755,-5.5398126
86,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,-1.84,-0.71981025
87,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,-3.93,-4.883153
88,Cc1ccccc1Cl,-3.52,-3.1698227
89,CC(=O)N,1.58,0.7109558
90,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,-3.168,-3.0449357
91,CCCCCCCCl,-4.0,-5.958467
92,CNC(=O)Oc1ccccc1C(C)C,-2.863,-3.1608353
93,Oc1cccc(O)c1,0.81,-0.7866318
94,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-4.862,-4.5782804
95,CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,-5.282,-4.58417
96,CCCCCCCC(=O)OCC,-3.39,-4.372005
97,COc2cnc1ncncc1n2,-1.139,-1.4389125
98,CCOC(=O)C,-0.04,0.108538456
99,CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,-8.6,-6.342031
100,CCOC(=O)c1ccc(N)cc1,-2.1,-2.5769553
101,CC(=C)C1CC=C(C)C(=O)C1,-2.06,-3.2175953
102,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.11,-3.5705903
103,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),-1.99,-0.42131746
104,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,-2.676,-3.1330075
105,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63,-2.2402534
106,Cc1ccccc1n3c(C)nc2ccccc2c3=O,-2.925,-4.123729
107,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,-1.601,-3.7479854
108,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.24,-4.113195
109,ClC(=C(Cl)Cl)Cl,-2.54,-4.36789
110,CCC(=O)OC,-0.14,0.11547264
111,ClCc1ccccc1,-2.39,-3.13878
112,Clc1ccccc1c2ccccc2Cl ,-5.27,-6.269814
113,O=C1NC(=O)NC(=O)C1(C)CC=C,-1.16,-1.7240876
114,CCC(C)O,0.47,0.63027084
115,c1ccc2c(c1)sc3ccccc23,-4.38,-6.223084
116,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,-6.1371617
117,CC1CCCCC1NC(=O)Nc2ccccc2,-4.11,-4.0916877
118,c1ccc2cc3ccccc3cc2c1,-6.35,-6.9580474
119,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,-3.05,-2.2988613
120,CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89,-5.140898
121,c1ccccc1(OC(=O)NC),-1.803,-1.217511
122,CCCOC(C)C,-1.34,-1.4592094
123,CCCC/C=C/C,-3.82,-4.0017157
124,CC(C)C(C)O,-0.18,0.12280357
125,ClC=C(Cl)Cl,-1.96,-3.5510886
126,CC(C)C1CCC(C)CC1=O,-2.35,-3.1718752
127,Clc1ccccc1c2ccccc2,-4.54,-5.4200463
128,Clc1cccc(Cl)c1Cl,-4.0,-4.231098
129,CC(=O)Nc1ccc(F)cc1,-1.78,-2.434647
130,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92,-8.428998
131,CCCC(C)(COC(N)=O)COC(N)=O ,-1.807,-2.3792067
132,CC1(C)C2CCC1(C)C(O)C2,-2.32,-2.9737525
133,Cc1ccncc1C,0.36,-0.060724903
134,O=C1CNC(=O)N1 ,-0.4,-1.0001986
135,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl,-7.32,-8.202589
136,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61,-3.4097033
137,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92,-8.364068
138,Oc1c(Cl)cc(Cl)cc1Cl,-2.34,-3.405251
139,CC12CCC(CC1)C(C)(C)O2,-1.74,-2.8925753
140,CNC(=O)Oc1ccccc1C2OCCO2,-1.57,-2.5559695
141,COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928,-3.7160997
142,CCCC(=C)C,-3.03,-3.9944835
143,CCCCCCCI,-4.81,-6.355396
144,CCSSCC,-2.42,-2.4306474
145,CCC(C)(C)O,0.15,0.3207373
146,CCSC(=O)N(CC)C1CCCCC1 ,-3.4,-2.7693605
147,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-4.883,-3.60646
148,CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,-4.706,-4.702762
149,CCOc1ccccc1,-2.33,-2.0027246
150,CCCCCCCCCC(C)O,-2.94,-4.240568
151,c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899,-3.0464802
152,O=N(=O)c1cc(Cl)c(Cl)cc1,-3.2,-4.405081
153,CCCCCCCCO,-2.39,-2.758791
154,CCS,-0.6,-0.8504592
155,CCCCCC(=O)OCC,-2.35,-2.942663
156,c1cc2ccc3cccc4ccc(c1)c2c34,-6.176,-7.9094915
157,Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,-2.523,-1.9354099
158,ClCC,-1.06,-1.5335232
159,c1c(Br)ccc2ccccc12 ,-4.4,-5.522123
160,C=CCS(=O)SCC=C,-0.83,-2.5401363
161,CCOP(=O)(OCC)OCC,0.43,-0.43469006
162,O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,-3.043,-3.6778812
163,CCCCCBr,-3.08,-3.935204
164,Cc1ccccc1N(=O)=O,-2.33,-2.5603337
165,CN(=O)=O,0.26,-0.020816917
166,Nc1ccccc1N(=O)=O,-1.96,-2.1938841
167,Cc1ccc2ccccc2c1,-3.77,-4.905868
168,CCCCCCCCC,-5.88,-6.44544
169,O=C2NC(=O)C1(CCC1)C(=O)N2,-1.655,-2.0743942
170,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.43,-5.1253104
171,CCOc1ccc(NC(N)=O)cc1,-2.17,-3.187525
172,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.896,-5.82604
173,CCCC(C)CO,-1.11,-0.8442609
174,CC(C)(C)CO,-0.4,-0.25201184
175,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2,-7.943409
176,CSC,-0.45,-0.79850286
177,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-7.15,-7.8387294
178,c1ccccc1C(O)C(O)c2ccccc2,-1.93,-3.2531252
179,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666,-6.4242444
180,O=Cc1ccccc1,-1.19,-1.7612318
181,CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 ,-5.36,-4.5533423
182,CCCC(=O)CCC,-1.3,-1.5659014
183,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,-6.4301863
184,CCOC(=O)c1ccccc1,-2.32,-2.5324697
185,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-0.742,-2.0223193
186,CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-5.696,-5.834145
187,CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89,-3.3453717
188,O=C2NC(=O)C1(CC1)C(=O)N2 ,-1.886,-1.9889421
189,CCNc1nc(Cl)nc(n1)N(CC)CC,-4.06,-4.518213
190,Brc1ccccc1Br,-3.5,-4.427416
