,smiles,exp,predict
41,C/C=C/C=O,14.9,10.297092
42,C=CC=O,10.0,11.017346
43,CC(C)CC=O,9.5,8.165146
44,C=CCN=C=S,11.3,7.9956436
45,IC[CH]=[C]=[CH2],6.3,6.3408465
46,O=C\C=C\c1ccccc1,12.4,9.1884
47,COC(Cl)=O,9.5,6.514972
48,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,6.4,11.57083
49,CCCOC=O,7.1,7.5691195
50,ClC1CCCCC1,5.5,-0.5874726
51,[O-][O+]=O,4.2,15.789057
52,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.0,4.575514
53,C[C](C)=[C]=[CH2],2.5,7.511243
54,COc1ccc(N)cc1,5.4,9.20863
55,ClCNCCl,7.5,1.073264
56,CBr,8.8,7.272949
57,CCCCCCOCCCCCC,3.0,1.1225326
58,C[S](C)(=O)=O,19.4,17.777557
59,CCCCc1ccc(C)cc1,0.1,1.119019
60,CCCCCCCCCCCCCO,3.1,3.6308618
61,CCCCOC(=O)c1ccccc1,5.6,5.6974835
62,CC(Cl)Cl,7.8,5.320107
63,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,4.6624093
64,CCOC(=O)CCC(=O)OCC,6.8,5.7718134
65,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,10.1,7.6851225
66,SCC=C,6.2,8.501278
67,ClC(=O)c1ccc(Cl)cc1,6.7,7.3946495
68,CCOCC(C)OC(C)=O,6.3,2.8188975
69,CC(C)=CC(C)=O,7.2,14.079923
70,O=[S]1CCCC1,11.0,11.9591255
71,CCCC(C)=O,7.6,8.633891
72,Cl[S](Cl)(=O)=O,7.2,17.777557
73,COC(C)COC(C)COC(C)=O,4.9,2.2560735
74,CC(=C)C1CCC(=CC1)C,1.8,0.8609295
75,C1CCC=CC1,1.0,0.07322236
76,OCCO,11.0,12.164519
77,CCCC(=O)N(C)C,10.6,8.445972
78,Fc1ccccc1,6.1,8.719553
79,CCCCCCCC,0.0,2.933298
80,C1CC[C@@H]2CCCC[C@@H]2C1,0.0,-0.18383689
81,N#Cc1ccccc1,12.0,15.222778
82,OCC(Br)=C,9.9,7.840837
83,C=CCC#N,14.3,11.615824
84,OCCOCc1ccccc1,5.9,7.510936
85,CC(C)C=C,1.4,4.3875456
86,O=C1C=C2NC=CC2=CC1=O,9.3,13.412871
87,C1COC=CC1,5.5,4.402692
88,O=C=O,6.3,7.1967196
89,Cc1ccc(F)c(F)c1F,8.8,5.3857784
90,CCOC(Cl)=C,6.5,4.7599425
91,CC(=O)N1CCCC1=O,13.1,9.464769
92,COC(=O)CCCCCCCCC(=O)OC,2.9,4.8478765
93,C1CSCCO1,6.6,5.756219
94,O=Nc1ccccc1,12.7,8.893782
95,NCCNCCN,7.1,10.677031
96,ClCc1ccccc1,7.1,2.258616
97,COC=C,5.3,6.905135
98,Cc1ccc(N)c(Cl)c1,7.4,3.6110027
99,COC(C)(C)C.OCCO,5.1,6.3933043
100,CC(C)CCCCCCOCCCCCCC(C)C.OC(=O)C1CCCCC1C(O)=O,2.2,3.5804791
101,CC(C)CCCCCO,7.3,4.0359874
102,C1COCCO1,6.8,2.7403035
103,CN(C)CCOC(=O)COc1ccc(Cl)cc1,6.2,7.085899
104,C1CC1,0.0,2.5878208
105,CCCC=C,1.4,1.9740478
106,CC(=O)C=O,16.1,12.376128
107,CCOC1CCC(OCC)O1,6.4,5.937278
108,CCN(CC)C=O,11.4,12.1196785
109,CCCCCCCCCCCCOC(=O)C(C)=C,2.2,3.146689
110,Cc1ccc(Cl)c(Cl)c1,9.8,1.4791943
111,CCCOC(C)COC(C)CO,6.1,6.229413
112,[O-][N+](=O)C(Cl)(Cl)Cl,6.8,8.924333
113,COc1ccc(C=CC)cc1,4.3,5.280012
114,CSC#N,15.0,12.519389
115,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,6.9,4.054296
116,COC(=O)\C=C/C(=O)OC,8.3,6.0454473
117,COC(C)=C,4.2,10.627538
118,OCCCCO.OC(=O)C=C.OC(=O)C=C,9.1,9.55281
119,CO,5.0,12.035503
120,CCOC(=O)C(C)O,7.6,7.556872
121,CCOC(=O)OCC,6.3,6.5414534
122,CC(=O)OCC#C,5.2,7.3564463
123,CC1CCC[S]1(=O)=O,17.4,16.085323
124,ClB(Cl)Cl,2.5,2.9504652
125,CC(N)=O,18.7,15.613216
126,CC[S](Cl)(=O)=O,14.9,17.436625
127,CCOC=O,8.4,8.369739
128,SCCS,7.2,6.2703843
129,CCOCC=C,4.8,5.0181932
130,IC(I)I,3.6,4.475882
131,ClCC(Cl)=CCl,7.8,7.4777956
132,COCCC(C)OC,5.5,6.0438566
133,CC(Br)=O,10.6,8.237248
134,O=C(c1ccccc1)c2ccccc2,7.2,5.7890387
135,C1CNCCN1,4.8,6.5394363
136,CCCC(=O)OC=C,3.9,4.092585
137,CCN(CC)CC,0.4,3.1718059
138,COCCC#N,14.4,13.392869
139,CC(=O)C#N,18.9,10.360436
140,OC(=O)C(Cl)Cl,8.1,8.199454
141,Cc1ccccc1,1.4,2.5814536
142,ClCOCCl,8.2,5.3468704
143,CC(C)COC(=O)C=C,6.2,3.648087
144,[O-][N+](=O)C([N+]([O-])=O)[N+]([O-])=O,10.3,9.52099
145,CCC(=O)OC(=O)CC,9.0,9.899047
146,N[C@@H](Cc1ccc(O)cc1)C(O)=O,6.9,7.903227
147,c1ccc(cc1)C#Cc2ccccc2,2.0,1.5346899
148,CC(C)CCOC(C)=O,3.1,2.998025
149,ClP(Cl)Cl,3.6,3.7903473
150,CCCC[S](=O)CCCC,10.5,11.340145
151,CC(=O)N1CCCCC1,10.0,9.697838
152,CC#N,18.0,16.060923
153,Oc1ccc(Cl)cc1Cl,7.2,6.40041
154,COc1ccc(C=O)cc1,11.9,12.908339
155,CCCCCCCCCCO,4.7,4.018709
156,C[C@@H]1CCC(=C(C)C)C(=O)C1,8.9,6.0524597
157,N#CC#N,11.8,17.651268
158,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,7.7,5.6871233
159,CC(C)c1ccc(C)cc1O,4.5,5.8512535
160,C1CO1,10.0,8.783911
161,CCCCOCCOCCO,7.0,6.4915667
162,CCC(=O)OC=C,8.0,4.945591
163,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7.0,3.5712774
164,C=CCOC=O,5.4,8.216068
165,CC(C)(O)C#N,12.2,9.250128
166,ClC=C(Cl)Cl,3.1,2.7617311
167,Brc1ccccc1C=C,5.2,2.6929452
168,CC(=O)OC(C)=O,11.7,11.835207
169,CCOCCOCCOCC,5.9,6.5045013
170,COc1ccc(F)cc1,7.3,10.030556
171,CC(=C)C=C,1.4,5.536075
172,CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C,7.2,5.127016
173,BrCC=C,7.3,6.0436525
174,CC(C)Br,8.3,5.4321027
175,C=CC=C,2.8,2.5789135
176,Cl[P](Cl)(Cl)=O,9.3,15.087481
177,CCCC(Cl)=O,9.4,8.633891
178,CCC(=O)CC,7.6,8.260477
179,CCCOC#C,3.8,5.707611
180,CC(Cl)=CCl,8.5,11.60581
181,NC=O,26.2,17.680618
182,O=C1CCCCCC1,10.6,9.744076
183,Nc1ccccn1,8.1,17.554478
184,CCO[S](CC)C=C,7.0,2.8079872
185,NC(N)=S,19.4,18.090282
186,C[Si](C)(C)O[Si](C)(C)C,2.0,1.7357471
187,CCOc1ccccc1Cl,8.1,6.1797137
188,N#CCC#N,18.4,16.01254
189,CCCC[S](OCC)C=C,5.0,2.2778087
190,CC(Cl)[N+]([O-])=O,13.5,13.784157
191,C=C\C=C/C#N,11.7,9.471847
192,CC(O)COC(C)CO,10.6,8.007258
193,c1ccc2nc3ccccc3cc2c1,5.9,4.504534
194,ClCCOC=C,6.7,4.4822397
195,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,2.0,2.9411354
196,CCN1CCOCC1,5.0,5.2618694
