,smiles,exp,predict
148,O=[S]1(=O)CCCO1,18.4,18.172699
149,COC(C)(C)CCO,16.0,15.744062
150,C1COCO1,18.1,17.717636
151,CC1(C)CO1,16.1,16.947302
152,ClCCCCCl,18.3,15.937266
153,ClC(Cl)C=O,16.7,16.308683
154,ClC1CC1,17.6,16.924757
155,Cc1ccc(Cl)cc1[N+]([O-])=O,19.9,20.212626
156,CCOCCOC(=O)C=C,15.9,15.995344
157,Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2,20.0,20.128698
158,CC1=CCC2CC1C2(C)C,16.9,16.965279
159,CCCO[N+]([O-])=O,15.8,15.814777
160,ClC(Cl)(Cl)Br,18.3,17.33745
161,C1CCOCC1,16.4,17.091183
162,O=C1OCCO1,18.0,18.667854
163,ClCCOCCCl,18.8,15.6939945
164,CC1OCCO1,17.3,17.410028
165,CC(C)OCCO,16.0,15.533417
166,CC(=O)OC(C)(C)C,15.0,16.652407
167,N(c1ccccc1)c2ccccc2,20.0,20.231342
168,CCCCOCCCC,15.2,15.772779
169,C#Cc1ccccc1,18.8,18.096685
170,[O-][N+](=O)c1cc(F)ccc1F,19.4,20.035353
171,CN(C)Cl,16.0,15.880539
172,CCC#N,15.3,16.623314
173,CCCOC(=O)CC,15.5,15.916893
174,CC(C)=CCl,16.1,16.598175
175,CC(Br)Br,18.5,18.061785
176,OCC(O)C1OC(=C(O)C1=O)O,18.0,18.61676
177,CCCCOC(=O)CCC,15.6,15.948781
178,CCCCS,16.3,16.5939
179,CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,16.6,16.840523
180,[O-][N+](=O)c1ccc(Br)cc1C(F)(F)F,20.0,20.154406
181,CCOC(=O)CC(=O)OCC,16.1,16.158691
182,OCCO.O[S](O)=O,20.0,16.711084
183,CCN,15.0,14.922647
184,Clc1ccccc1C=C,18.7,18.26606
185,CN=C=O,15.6,15.825581
186,OC(=O)C(Cl)=C,19.1,17.421059
187,C\C=C(/C)C=O,16.2,16.741789
188,Nc1ccc(Cl)cc1Cl,20.9,20.253067
189,CCCCCO,15.9,15.80726
190,CCCOCCOCCO,16.0,15.845427
191,CC1(C)C2CCC1C(=C)C2,16.9,16.699493
192,OC1CCOC1,18.9,17.800844
193,FC(F)(F)c1cc(Cl)ccc1Cl,20.0,19.94041
194,CCCCOCCOCCO,16.0,15.823962
195,CCC(=O)C=C,15.8,16.115637
196,CC1CN1,17.8,17.607616
