,smiles,exp,predict
45,CCCCCCCC\C=C/CCCCCCCC(O)=O,2.8,4.1942315
46,CC(=O)CC(C)=O,10.0,8.924156
47,CCOC(=O)C(=C)C#N,10.3,9.655004
48,COCCOC(C)=O,5.5,6.8522153
49,Sc1ccc(Cl)cc1,8.6,5.4817557
50,[nH]1nnc2ccccc12,15.6,8.976507
51,OCc1ccc(Cl)cc1,7.5,7.3670907
52,CCOCCO,7.2,8.234718
53,CCOC(C)OCC,3.4,5.0401883
54,ClCCc1ccccc1,6.3,0.53475773
55,ClC#C,2.1,3.1384904
56,CCCCOCC.OCCO,4.9,5.247727
57,C[N+]1([O-])CCOCC1,16.1,9.3453665
58,C1N2CN3CN1CN(C2)C3,7.0,4.6457925
59,CC(=C)C(C)=O,12.1,2.838396
60,CCCCCC=O,8.4,8.639102
61,FCC=C,6.4,7.486719
62,NC1CCCCC1,3.1,3.2871516
63,CCCCC(C)=O,6.1,7.534244
64,CCCC(C)CO,4.9,4.5730147
65,Cl[SiH](Cl)Cl,3.6,2.3171418
66,Brc1sccc1,5.2,8.161928
67,OC(=O)CCCCCCCCC(O)=O,7.1,5.513546
68,C1CCCCCC1,1.4,-0.5744635
69,CCOC(N)=O,10.1,15.18128
70,CCC(=O)c1ccc(F)cc1,7.1,6.7147546
71,OC(=O)C(F)(F)F,9.7,7.7483582
72,OC(=O)CCC=C,4.7,6.8711863
73,ClCCCl,7.4,4.569896
74,C1OC1C2CO2,14.4,9.150128
75,CN1CCCC1c2cccnc2,7.8,6.0811687
76,FC(Cl)Cl,3.1,6.7259784
77,CCCCOC(=O)/C=C/C(=O)OCCCC,3.0,5.9443717
78,CCOCCOCCO,9.2,7.9801416
79,ClC(=C)C(Cl)=C,2.3,4.266672
80,Cc1cc(C)c(C)c(C)c1,0.5,0.10891284
81,CN[C@@H](C)[C@H](O)c1ccccc1,10.7,6.3367124
82,COc1ccc(Cl)cc1,7.8,6.533468
83,[O-][N+](=O)c1ccc(F)c(F)c1F,7.7,10.351167
84,c1ccccc1,0.0,2.0219562
85,OCc1occc1,7.6,8.683827
86,CCC(Cl)Cl,7.8,5.316037
87,CC(C)S,6.8,6.1653485
88,O=C=Nc1ccc(Cc2ccc(cc2)N=C=O)cc1,4.1,8.076043
89,CCCCCOCCCCC,3.1,3.04491
90,C1COC1,10.0,7.225636
91,COC(=O)CC#N,14.9,13.193293
92,Clc1ccc(cc1)C(Cl)(Cl)Cl,5.5,0.79069674
93,CC=C(C)C,2.0,6.001534
94,O=[S]1(=O)CCCC1,17.4,17.394278
95,CO,12.3,6.21717
96,[nH]1cnc2ccccc12,14.9,9.347347
97,NC1(CC1)C(O)=O,6.3,14.11617
98,COc1cc(\C=C\C(O)=O)ccc1O,6.6,8.709904
99,FC(F)=C(F)C(F)=C(F)F,0.0,-2.9114747
100,CCOCC.OCC(O)CO.OC(O)=O,18.5,13.743068
101,O=Cc1ccccc1,7.4,13.008376
102,OC(=O)c1[nH]c2cc(O)c(O)cc2c1,8.3,9.340876
103,C1CCSC1,6.7,7.3093915
104,COCO,9.0,9.060714
105,NC(=O)CN1CCCC1=O,15.6,12.035041
106,ClC#N,14.5,18.798283
107,COC=CC=C,8.3,4.554894
108,BrC=CBr,4.9,8.50546
109,CCCCCCCCO[P](=O)(OCCCCCCCC)OCCCCCCCC,5.9,4.347797
110,CC(C)CC(C)O,3.3,4.922874
111,COC1CCCCO1,6.6,6.583075
112,CCN=[CH+],15.2,7.57305
113,ClCC#C,7.4,3.6809042
114,COC(Cl)Cl,12.9,4.4184775
115,OCC1CCC(CO)O1,8.5,9.385357
116,OC(=O)c1ccc(cc1)C(O)=O,7.4,9.316451
117,CC(C)CC(C)OC(C)=O,3.1,3.036839
118,CCC=COC,5.3,4.342516
119,CCCCCCCCCCCCCCCCCC(O)=O,3.3,3.0946891
120,CC1CCCO1,5.0,5.223579
121,[O-][N+](=O)C=C,16.6,11.01963
122,ClC(Cl)(Cl)C=O,7.4,11.8700285
123,O=[S]=O,8.4,16.388554
124,BrCCBr,3.5,7.877527
125,C=COCCOCCOC=C,7.3,4.928825
126,O=C1CCC(=O)O1,17.5,18.010078
127,Oc1c(Cl)cc(Cl)cc1Cl,5.1,6.385489
128,CCSC=C,5.8,4.866915
129,CC(=O)Nc1ccccc1,14.4,11.790863
130,CCCCOC=C,4.1,3.83912
131,C(OCc1ccccc1)c2ccccc2,3.4,2.941108
132,COC(=O)c1ccccc1C(=O)OC,10.8,9.051917
133,CC(Cl)CCl,7.1,9.219443
134,CC(=O)OCC=C,4.5,6.3992496
135,Brc1cccc2ccccc12,3.1,4.4832006
136,CCC(O)=O,5.3,6.3156157
137,s1cnc2ccccc12,5.2,12.998942
138,CC(C)[C@@H]1CC[C@@H](C)CC1=O,8.1,8.845363
139,CC1CCCCC1O,6.5,6.523619
140,ClC1(Cl)CCCC(Cl)(Cl)C1=O,14.0,9.568262
141,CS,7.7,6.4076896
142,NNc1ccccc1,6.5,4.9581256
143,CCSCC,3.1,5.058068
144,CNN,8.7,5.7804346
145,CCCCCC(C)O,5.4,5.6613326
146,CC(C)OC(C)C,3.2,3.066522
147,S=C=S,5.8,14.35197
148,CC(C)CC(O)CC(C)C,3.1,4.06216
149,C=CC[N+]#[C-],13.0,9.28724
150,NC(=O)C=C,12.1,16.171724
151,CCCCCCCCC(C)O,3.9,3.9622004
152,CC1CCCC(O)C1,6.4,6.111258
153,Oc1ccccc1Cl,5.5,7.2939534
154,CCCCOB(OCCCC)OCCCC,1.8,4.719794
155,CC(C)CCO,5.2,5.44089
156,COc1cc(/C=C/CO)ccc1O,7.0,7.417768
157,CC=CC(C)=O,12.1,7.705195
158,CC(C)(C)CO,6.5,6.4449897
159,C=C1CO1,8.6,9.490682
160,ClC(Cl)=C,5.2,5.8262687
161,CC(C)(C)O,5.1,7.8857493
162,CC(=O)OC=CC=C,4.4,7.4386864
163,CC(OCC=C)OCC=C,5.1,4.6114445
164,Cc1ccc(Br)cc1,6.8,5.985292
165,NC(=O)c1ccccc1,14.7,12.229451
166,CCCCC(=O)COC,6.0,6.263021
167,CCCCC(CC)COC(C)=O,2.9,2.524192
168,Brc1ccccc1Br,6.5,7.654741
169,CCN(CC)CCO,5.8,3.3837798
170,FC(Cl)(Cl)Cl,2.0,5.7948823
171,ClCCl,7.3,2.2979836
172,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,6.6,3.5493512
173,CCCCOC(=O)C1CC=CCC1C,2.5,3.8275406
174,FC(F)=C,5.7,7.78775
175,OCCOCCOC=C,7.5,8.873314
176,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,3.5,3.3483183
177,CCCCN,4.5,5.1641135
178,ClCC(=O)c1ccccc1,9.6,7.0540833
179,C=CCCC#N,11.2,11.859613
180,C=COC=C,4.2,4.502225
181,Clc1cccc2ccccc12,4.9,1.0043203
182,OC(=O)C=Cc1ccc(O)cc1,6.7,6.8997583
183,ClC(Cl)C(Cl)Cl,5.1,4.467093
184,CCCCCC(=O)CC,4.5,5.3826714
185,CCCCSC=C,5.0,4.072718
186,CCC(Cl)[N+]([O-])=O,13.0,11.984451
187,CCCCOC=O,6.5,5.321959
188,Oc1ccc(O)cc1,10.2,8.988094
189,O=C1OC(=O)c2ccccc12,14.4,17.228737
190,Cc1[nH]c(C)cc1,7.6,6.4451585
191,c1ccc2ccccc2c1,2.0,1.6460292
192,CC(C)CC(O)=O,4.1,3.2484438
193,Cc1cccc(O)c1,6.5,6.7057986
194,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,1.3,3.4643643
195,CC(N)=S,20.6,16.125086
196,OCCCCCCO,8.4,8.280082
