,smiles,exp,predict
86,Oc1ccc(cc1)N(=O)=O,-0.74,-2.0400155
87,Oc1ccccc1Cl,-1.06,-1.1053824
88,CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O ,-4.13,-4.8069186
89,Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl ,-7.43,-7.969381
90,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-2.93,-3.5709152
91,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-9.16,-8.270621
92,CCCCCO,-0.6,-0.6515597
93,CC(C)CC(C)O,-0.8,-0.6640679
94,Cc1cccc2ccccc12,-3.7,-4.743704
95,c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),-2.943,-1.4071721
96,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.37,-2.7497506
97,CC(O)c1ccccc1,-0.92,-0.7652944
98,c1ccccc1SC,-2.39,-2.914678
99,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,-4.575825
100,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.29,-7.350653
101,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,-1.708,-2.2530518
102,Clc1cc(Cl)cc(Cl)c1,-4.48,-4.6967816
103,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.26,-7.350653
104,Fc1cccc(Br)c1,-2.67,-2.6663473
105,Cc1cccc2c(C)cccc12,-4.679,-5.923309
106,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,-2.253,-2.5303087
107,CCCCCCCC(=O)OC,-3.17,-3.754416
108,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,-7.337,-7.078153
109,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.184,-5.1026053
110,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.468,-2.7981906
111,Clc1ccc(cc1)c2c(Cl)cccc2Cl ,-6.14,-7.458636
112,C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,-7.32,-6.0106273
113,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71,-4.818741
114,Nc1ccccc1O,-0.72,-0.7481959
115,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,-2.68,-3.6296277
116,CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42,-4.1881514
117,CC(C)CO,0.1,0.3357478
118,CCCCC(C)(O)CC,-1.6,-1.9605324
119,Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,-5.46,-5.009138
120,COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,-2.596,-3.2216423
121,CCC(C)CCO,-0.72,-1.1725875
122,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.79,-4.4091864
123,CCCCCCCCC(=O)OCC,-3.8,-4.581821
124,COc1ncnc2nccnc12 ,-1.11,-2.3091884
125,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-3.246,-4.480328
126,C=CC=C,-1.87,-1.1394787
127,ClCCl,-0.63,-1.5625285
128,CCCCCOC(=O)CC,-1.28,-2.746297
129,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456,-3.803607
130,OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,-1.23,-1.7922224
131,CCCO,0.62,0.8354325
132,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.284,-5.4542003
133,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,-1.8,-2.7179644
134,Cc1occc1C(=O)Nc2ccccc2,-3.3,-3.1343317
135,ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,-5.259,-6.7055597
136,OC1CCCCC1,-0.44,-0.3512776
137,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,-4.743,-4.6937733
138,CC1CCCC1,-3.3,-3.4988153
139,C,-0.9,-0.22531885
140,CSc1nnc(c(=O)n1N)C(C)(C)C,-2.253,-2.9203806
141,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09,-3.7564313
142,CC(C)Cl,-1.41,-1.9522921
143,CC#C,-0.41,-0.1857446
144,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85,-0.8700321
145,CCOCCOCC,-0.77,-0.7656486
146,CC1=C(CCCO1)C(=O)Nc2ccccc2 ,-2.56,-2.904683
147,CCCCCC(=O)C,-1.45,-2.1384034
148,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,-4.9,-4.942878
149,CCCCCCCC=C,-5.05,-5.935662
150,Brc1cccc2ccccc12,-4.35,-5.000872
151,Cn1ccc(=O)[nH]c1=O,-0.807,-0.4851454
152,C=Cc1ccccc1,-2.82,-2.6711488
153,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,-4.445,-5.707061
154,CC(C)c1ccccc1,-3.27,-3.9494061
155,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,-5.4,-6.1523967
156,CC(C)CBr,-2.43,-3.4132
157,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,-4.7,-5.4863286
158,C1CCOCC1,-0.03,-1.378675
159,Cc1cc(=O)[nH]c(=S)[nH]1,-2.436,-2.5143232
160,Oc1cccc2cccnc12 ,-2.42,-1.9128746
161,CCCC(=O)OCC,-1.36,-0.95018536
162,Clc1ccccc1,-2.38,-2.852038
163,CCCCCCCCC(=O)OC,-3.38,-4.3910184
164,CNC(=O)Oc1ccccc1OC(C)C,-2.05,-2.3709624
165,CCC(C)C,-3.18,-2.8488688
166,OCC(O)C(O)CO,0.7,1.1869067
167,O=C(Nc1ccccc1)Nc2ccccc2,-3.15,-4.283216
168,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176,-6.7430983
169,Cc1ccc(O)cc1,-0.73,-1.1913129
170,Clc2ccc1oc(=O)[nH]c1c2,-2.831,-1.9714035
171,CC(C)COC(=O)C,-1.21,-1.505387
172,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592,-4.219341
173,CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.8,-4.8487935
174,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35,-5.7671285
175,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796,-4.1836934
176,CCSC(=O)N(CC(C)C)CC(C)C,-3.68,-4.7025924
177,C/C1CCCCC1\C,-4.3,-4.2076817
178,Oc1c(Cl)ccc(Cl)c1Cl,-2.64,-3.1034021
179,CCC(C)CC,-3.68,-3.6349342
180,CCC(CC)CO,-1.17,-1.1440169
181,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8,-4.4678197
182,CCC(=O)CC,-0.28,-0.08590532
183,CC1=C(SCCO1)C(=O)Nc2ccccc2,-3.14,-3.1136231
184,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65,-6.3784003
185,Nc1nccs1 ,-0.36,-0.24512592
186,Brc1ccc(Br)cc1,-4.07,-4.362268
187,NC(=S)N,0.32,-0.045620203
188,CCCCCC1CCCC1,-6.08,-5.6712365
189,C1CCC2CCCCC2C1,-5.19,-4.8499856
