,smiles,exp,predict
122,ClC(Cl)(Cl)C=O,17.2,16.309198
123,O=[S]=O,15.8,16.766516
124,BrCCBr,19.2,19.037672
125,C=COCCOCCOC=C,16.0,15.527324
126,O=C1CCC(=O)O1,18.6,18.459951
127,Oc1c(Cl)cc(Cl)cc1Cl,20.3,19.840073
128,CCSC=C,16.4,16.403877
129,CC(=O)Nc1ccccc1,20.6,18.715206
130,CCCCOC=C,15.2,15.358758
131,C(OCc1ccccc1)c2ccccc2,19.6,18.96367
132,COC(=O)c1ccccc1C(=O)OC,18.6,18.363546
133,CC(Cl)CCl,17.3,16.071005
134,CC(=O)OCC=C,15.7,15.8517275
135,Brc1cccc2ccccc12,20.6,19.807379
136,CCC(O)=O,14.7,16.226725
137,s1cnc2ccccc12,20.6,19.834475
138,CC(C)[C@@H]1CC[C@@H](C)CC1=O,17.0,17.045858
139,CC1CCCCC1O,17.1,17.018152
140,ClC1(Cl)CCCC(Cl)(Cl)C1=O,19.5,17.106014
141,CS,16.6,16.21467
142,NNc1ccccc1,20.4,19.732306
143,CCSCC,16.8,16.638262
144,CNN,16.2,15.181883
145,CCCCCC(C)O,15.7,15.86084
146,CC(C)OC(C)C,15.1,15.343928
147,S=C=S,19.9,19.482439
148,CC(C)CC(O)CC(C)C,14.9,16.126684
149,C=CC[N+]#[C-],16.1,16.010921
150,NC(=O)C=C,15.8,18.32905
151,CCCCCCCCC(C)O,15.8,15.935339
152,CC1CCCC(O)C1,17.2,17.066174
153,Oc1ccccc1Cl,19.0,19.734346
154,CCCCOB(OCCCC)OCCCC,16.7,15.868114
155,CC(C)CCO,15.8,16.05461
156,COc1cc(/C=C/CO)ccc1O,19.0,19.490355
157,CC=CC(C)=O,16.2,16.588163
158,CC(C)(C)CO,15.6,16.321125
159,C=C1CO1,16.5,16.604296
160,ClC(Cl)=C,16.4,16.056288
161,CC(C)(C)O,15.2,16.228102
162,CC(=O)OC=CC=C,16.1,16.107512
163,CC(OCC=C)OCC=C,15.4,15.291477
164,Cc1ccc(Br)cc1,19.3,19.65521
165,NC(=O)c1ccccc1,21.2,19.797873
166,CCCCC(=O)COC,15.3,16.06259
167,CCCCC(CC)COC(C)=O,15.8,16.28015
168,Brc1ccccc1Br,20.7,19.806204
169,CCN(CC)CCO,15.7,16.298641
170,FC(Cl)(Cl)Cl,15.3,14.957831
171,ClCCl,17.0,15.589236
172,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,19.0,16.360865
173,CCCCOC(=O)C1CC=CCC1C,16.1,16.665161
174,FC(F)=C,15.0,14.272661
175,OCCOCCOC=C,16.3,16.291935
176,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,16.6,17.273428
177,CCCCN,16.2,15.70541
178,ClCC(=O)c1ccccc1,20.0,18.74291
179,C=CCCC#N,16.3,16.28293
180,C=COC=C,14.8,15.229944
181,Clc1cccc2ccccc12,20.5,19.701475
182,OC(=O)C=Cc1ccc(O)cc1,19.1,19.325708
183,ClC(Cl)C(Cl)Cl,18.8,16.402884
184,CCCCCC(=O)CC,16.2,16.346779
185,CCCCSC=C,16.0,16.499191
186,CCC(Cl)[N+]([O-])=O,16.8,16.359156
187,CCCCOC=O,15.7,15.78563
188,Oc1ccc(O)cc1,21.0,19.744938
189,O=C1OC(=O)c2ccccc12,20.0,19.686468
190,Cc1[nH]c(C)cc1,18.3,17.913027
191,c1ccc2ccccc2c1,19.2,19.647003
192,CC(C)CC(O)=O,16.4,16.158508
193,Cc1cccc(O)c1,18.5,19.554232
194,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,12.9,14.459898
195,CC(N)=S,17.5,18.747568
196,OCCCCCCO,15.7,16.667028
