,smiles,exp,predict
62,O=C(OCc1ccccc1)c2ccccc2,5.2,3.301414
63,CC12CCC(CC1)C(C)(C)O2,3.4,4.043041
64,CCCCC(CC)COC(=O)C=C,3.0,5.2740993
65,CCCO,17.4,17.205387
66,CCCCC=O,5.8,6.4280214
67,COC(=O)CCC(=O)OC,8.8,9.447644
68,CCCCCC=C,2.6,1.5097324
69,CCOC,6.0,5.038237
70,ClC1C(Cl)(Cl)C1(Cl)Cl,3.7,1.1644466
71,CCOCC,4.6,4.2556295
72,COc1ccc(N)cc1,11.3,11.738539
73,CN(C)C(=S)N(C)C,10.5,8.515859
74,N#CSC#N,0.0,-1.780608
75,C=O,15.4,5.288501
76,CC1CCCCC1=O,4.7,4.004186
77,COc1cc(C=O)ccc1O,11.2,13.2128525
78,C=COC=O,9.7,9.821118
79,C=CCOCC=C,5.3,5.7961655
80,CC(=O)CCl,5.5,5.1505456
81,CCC(C)=C,1.3,2.0730429
82,FC(F)Cl,5.7,1.4080725
83,OCCOc1ccccc1,14.3,13.857329
84,CCOc1ccccc1,4.0,4.7737765
85,COC(=O)CCCCC(=O)OC.COC(=O)CCCC(=O)OC.COC(=O)CCC(=O)OC,8.4,12.0324955
86,CSSC,6.5,6.417259
87,OCCCCCCCCCO,15.1,16.06506
88,C=CC1CO1,7.4,4.1328278
89,COC1OCCO1,7.7,7.3986683
90,CCCCCC,0.0,-0.043058477
91,COCBr,7.0,7.1526546
92,CC(=C)C(O)=O,12.0,10.456822
93,CN1CCCC1=O,7.2,7.159237
94,CCCCNCCCC,4.3,1.8697559
95,CCO,19.4,20.547682
96,OCCc1ccccc1,11.2,14.232923
97,C1CCc2ccccc2C1,2.9,2.1827404
98,CCCCCCCCCCCCC=C,1.9,-0.26766738
99,Clc1ccc(Cl)c(Cl)c1,3.2,1.3625447
100,FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.0,2.333425
101,O=CCCC=O,10.5,9.910016
102,Cl[S](Cl)=O,6.1,10.52145
103,CC(C)[N+]([O-])=O,4.1,4.5058737
104,OC(=O)c1ccccc1O,13.7,17.08468
105,C=C1CC(=O)O1,7.8,9.001877
106,CCSC,5.3,3.6848345
107,CC1(C)C2CC3C(C2)C13C,0.0,1.186186
108,C1CN1,9.8,10.138489
109,CCCCCC(=O)OC(C)C=C,5.8,5.903585
110,CN(C)N,11.0,12.761451
111,FC=C,1.0,1.6712449
112,CC(O)=O.OCC(O)CO.OC(O)=O,9.2,13.371026
113,CCCCCCCO,11.7,12.853884
114,CCC(C)CO,14.3,15.308534
115,C1CCOC1,8.0,5.736036
116,COC(C)CCO,13.6,14.227174
117,CC,0.0,0.67286044
118,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.053411245
119,CF,9.5,1.0239625
120,CCc1ccc(CC)cc1,0.6,1.8159081
121,CCCCC(CC)COC=C,4.2,4.015906
122,CCCCCCOCCO,11.4,10.869038
123,CCSC,2.5,3.6848345
124,C=CCC#N,5.6,5.5856156
125,CC(F)=O,5.7,6.2187185
126,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,9.0,10.48996
127,CCCCCCCCCCCC,0.0,-1.1082901
128,CCC(=O)OCCC(C)C,5.6,5.0759716
129,CCOC(=O)CC(C)=O,8.3,7.653895
130,C1CC[C@@H]2CCCC[C@H]2C1,0.0,0.13034858
131,COCC(C)O,11.6,13.855142
132,CC(Cl)(Cl)[N+]([O-])=O,4.3,3.8390484
133,CCCC(OCC)OCC,4.6,5.1970177
134,S=C1CCCO1,6.2,6.868084
135,CC#C,9.2,2.7370348
136,OCC1CCCO1,12.9,17.10803
137,CCCCOCCOCCCC,4.2,4.946583
138,COC1CCCC1,4.3,3.7765307
139,IC(=C)C=C,6.2,4.5461025
140,COC(C)OC,4.9,5.9321976
141,ClC=CCl,3.2,1.0998563
142,N#CC1CC1,5.7,5.1343584
143,CCOC(=O)CC,4.9,6.823532
144,CCSCCCl,6.1,2.3455646
145,o1cccc1,5.3,8.34661
146,[O-][N+](=O)c1ccc(Cl)c(Cl)c1,4.1,3.0931168
147,OCCOC(=O)C=C,13.4,15.975936
148,O=[S]1(=O)CCCO1,9.0,9.48528
149,COC(C)(C)CCO,12.9,12.937837
150,C1COCO1,9.3,9.210119
151,CC1(C)CO1,5.8,3.3913202
152,ClCCCCCl,2.8,-0.043058477
153,ClC(Cl)C=O,7.5,7.336663
154,ClC1CC1,2.2,0.028488198
155,Cc1ccc(Cl)cc1[N+]([O-])=O,3.8,2.3267093
156,CCOCCOC(=O)C=C,9.3,7.514764
157,Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2,16.3,12.7941065
158,CC1=CCC2CC1C2(C)C,3.1,0.44431943
159,CCCO[N+]([O-])=O,4.1,5.88566
160,ClC(Cl)(Cl)Br,6.0,1.9894366
161,C1CCOCC1,6.0,6.382671
162,O=C1OCCO1,5.1,7.988469
163,ClCCOCCCl,5.7,3.9458268
164,CC1OCCO1,5.8,6.9361043
165,CC(C)OCCO,13.1,12.513654
166,CC(=O)OC(C)(C)C,6.0,6.499901
167,N(c1ccccc1)c2ccccc2,5.9,6.8444405
168,CCCCOCCCC,3.2,3.5257053
169,C#Cc1ccccc1,4.0,7.014092
170,[O-][N+](=O)c1cc(F)ccc1F,3.7,3.4539475
171,CN(C)Cl,7.9,4.702142
172,CCC#N,5.5,2.6873589
173,CCCOC(=O)CC,5.7,6.1006956
174,CC(C)=CCl,4.2,0.9802225
175,CC(Br)Br,8.8,5.2595096
176,OCC(O)C1OC(=C(O)C1=O)O,25.5,20.372963
177,CCCCOC(=O)CCC,5.6,5.4356647
178,CCCCS,4.5,6.068204
179,CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,10.1,9.633094
180,[O-][N+](=O)c1ccc(Br)cc1C(F)(F)F,4.9,4.1650715
181,CCOC(=O)CC(=O)OCC,8.3,8.330699
182,OCCO.O[S](O)=O,5.1,18.415693
183,CCN,10.7,12.784
184,Clc1ccccc1C=C,3.9,2.5379367
185,CN=C=O,2.5,4.4713473
186,OC(=O)C(Cl)=C,12.4,12.044236
187,C\C=C(/C)C=O,6.8,6.336941
188,Nc1ccc(Cl)cc1Cl,10.0,8.306001
189,CCCCCO,13.9,14.509788
190,CCCOCCOCCO,11.3,10.94266
191,CC1(C)C2CCC1C(=C)C2,3.1,1.4653913
192,OC1CCOC1,16.3,17.23878
193,FC(F)(F)c1cc(Cl)ccc1Cl,2.4,3.0587769
194,CCCCOCCOCCO,6.0,10.31315
195,CCC(=O)C=C,4.5,4.9410496
196,CC1CN1,6.5,7.1736956
