,smiles,exp,predict
58,C1Oc2ccccc2O1,5.9,5.812286
59,IC(=C)C=C,6.1,4.9835534
60,CCCCCCCCOC(C)=O,5.1,4.802367
61,CC(=O)Nc1ccc(O)cc1,13.9,20.411549
62,CCCCCCC(C)O,11.0,11.33244
63,ClC(=O)C=C,5.4,4.7442727
64,C,0.0,2.5084622
65,OC(=O)CS,20.0,13.867423
66,CCCCN1CCCC1=O,5.8,5.5212374
67,COC(CC(OC)OC)OC,6.8,5.9373875
68,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,13.8,16.690742
69,ClCCCCCCl,1.5,-0.8127296
70,Oc1c(Br)cc(Br)cc1Br,14.1,15.184498
71,ClCC=O,9.0,6.721915
72,CCBr,2.3,3.5630617
73,CC(C)OCC=C,7.1,4.1278205
74,CC(C)C(C)O,13.4,15.76538
75,OCCN1CCCC1=O,15.7,11.000222
76,C[S](=O)(=O)C=C,4.8,7.414309
77,OCC(O)CO.OC(O)=O,17.4,12.288789
78,FC(F)=C(F)Cl,0.0,-0.38129592
79,BrC#N,0.0,3.103983
80,OCCN(CCO)CCO,21.0,20.649109
81,COC(C)(C)C.OCCOCCO,7.2,9.308763
82,C=C,3.8,3.1267664
83,CCC=O,6.9,6.721915
84,ICC=C,3.3,5.6382766
85,o1ncc2ccccc12,8.8,7.6990833
86,Nc1cccc(Cl)c1,9.8,10.674337
87,CC1CCCC(=O)C1,4.7,5.3808365
88,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,7.0,5.782843
89,CC(=O)CC(=O)OCC=C,8.6,7.676205
90,CCC,0.0,3.3935235
91,CC(=O)OCc1ccccc1,6.0,5.161839
92,COc1ccccc1O,12.0,15.435479
93,Nc1ccncc1,12.9,10.015931
94,s1ccnc1,10.8,10.47911
95,C=CCOC=C,5.3,6.0218167
96,CCC(C)C,0.0,2.6727934
97,Nc1cccc(c1)[N+]([O-])=O,10.6,9.534329
98,C[C@@H]1CCc2c(C)coc2C1,5.6,3.336478
99,CN(C)C(=O)N(C)C,11.0,9.083789
100,CC1=CC(=O)OC1=O,11.2,11.62698
101,CC=C,1.5,2.8575356
102,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,20.3,17.220228
103,CNC(C)=O,13.0,14.323522
104,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,3.0,5.3680634
105,C(c1ccccc1)c2ccccc2,1.0,0.8627609
106,O=C(C#N)C#N,8.0,6.4492116
107,C1CCCCCCCCCCC1,0.0,-0.24058321
108,[nH]1cccn1,12.4,13.465405
109,CC(C)COC=O,6.7,6.8252287
110,NCCCCNCCCN,12.0,11.344502
111,C=CN1CCCC1=O,5.9,7.33376
112,CC(Cl)=C(Cl)Cl,3.4,1.0687276
113,CC(C)COC=C,5.1,4.2826476
114,CCCCCCOCC.OCCO,10.5,7.0909047
115,OCCOCCOCCO,18.6,16.729973
116,COC(C)=O,7.6,8.717583
117,BrCCC=C,4.5,4.79914
118,CC(=O)c1ccc(cc1)C(F)(F)F,3.5,3.290781
119,C1C=Cc2ccccc12,9.0,3.1215248
120,BrC(Br)=C,7.0,5.719935
121,Clc1ccc(C=O)c(Cl)c1,5.4,5.0585704
122,BrCBr,7.0,6.4199805
123,CC=CC,4.1,2.447155
124,COCCOC=C,6.8,7.1533837
125,CCCCCCCCCCCCCCCC,0.0,-1.1257595
126,Nc1ccccc1,11.2,11.132267
127,O=Cc1occc1,5.1,7.8009715
128,O=C1CCC1,5.2,5.0127
129,O=C1CCCCCO1,7.4,7.1157956
130,CC(C)C(O)=O,10.5,11.014737
131,COCC=CC,5.0,5.126731
132,CCCCOC(O)(CC)OCC,10.2,9.586379
133,Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,14.4,11.267467
134,COC(C)COC(C)COC(C)CO,10.4,11.590998
135,CNC,11.2,7.1873174
136,CC(=C)c1ccccc1,2.4,1.8024298
137,OC\C=C\c1ccc(O)cc1,17.3,18.946827
138,CC=CBr,5.0,4.0567527
139,Clc1ccccc1Br,4.6,3.4825463
140,[O-][N+](=O)c1ccccc1,3.1,4.8364806
141,CC(=O)N1CCCCCC1=O,4.8,7.427195
142,BrC[CH]=[C]=[CH2],4.7,6.2797923
143,FC=O,8.6,5.9791737
144,O=C1CCCC1,5.2,5.181004
145,NCc1ccccc1,9.4,7.8033137
146,Cc1ccc(c(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,4.4,5.5843205
147,Oc1ccc(C=O)cc1,14.5,15.764491
148,ICI,5.5,7.822864
149,CCCCCCCl,1.7,-0.8127296
150,Clc1cccc(Cl)c1,2.7,1.6558356
151,O(c1ccccc1)c2cccc(Oc3cccc(Oc4ccccc4)c3)c2,5.1,7.722792
152,CC(C)=NO,10.9,11.095764
153,CCCCCCCCCC(C)(O)Oc1ccccc1,8.4,8.683429
154,CCCNCCC,4.1,3.5579724
155,CCCC(O)=O,12.0,11.461345
156,C1C=C1,2.0,3.7674668
157,ClC=C,2.4,2.8575356
158,[O-][N+](=O)c1sccc1,8.2,8.084859
159,OC(=O)C=C,10.0,12.634238
160,NC=C,11.8,12.616072
161,CC(C)COC(C)=O,6.3,6.387293
162,CC(=C)C=O,7.1,6.5851436
163,CCCOCC(C)O,9.2,11.023377
164,ClCCC=O,8.2,6.1396646
165,OCCCCO,20.9,22.11111
166,CCCCCCCC\C=C/CCCCCCCC(=O)OC,4.5,4.0933194
167,CCOC(Cl)=O,8.0,7.5992017
168,Fc1ccccc1F,1.0,0.044872805
169,CCOc1ccc(Cl)cc1,4.4,3.9811203
170,CC(C)OCC(C)O,11.0,11.091315
171,C1OC1c2ccccc2,6.6,4.008246
172,CCN=C=S,9.0,8.854118
173,CCCCOC(=O)c1ccccc1O,11.7,9.123113
174,CCCCC=C,3.0,1.661625
175,OCCOCCOCCOC=C,6.6,13.030194
176,ClC(=O)c1ccc(Br)cc1,5.5,5.590486
177,COC#CC,5.9,7.5457883
178,CCCCC(CC)CN,6.1,3.9890976
179,Clc1ccccc1Cl,3.3,1.7660912
180,ClC1CCCCC1=O,5.1,4.383641
181,CCOC(C)=C,5.1,4.444347
182,COc1ccccc1[N+]([O-])=O,5.5,4.8686595
183,CCCCOC.OCCO,4.9,8.384139
184,CC(C)C[S](=O)CC(C)C,6.1,6.757214
185,CC(C)CC(C)(C)C,0.0,2.3359268
186,CC(=O)OC(OC(C)=O)C(Cl)=C,8.8,5.993638
187,N#Cc1occc1,8.2,6.559839
188,CCOC=C,5.6,5.065097
189,CC(=O)C(Cl)Cl,5.4,4.6506543
190,O=C1OC(=O)C=C1,11.9,9.395519
191,[O-][N+](=O)c1ccccc1[N+]([O-])=O,3.9,4.607025
192,CC(=O)CC(C)(C)O,10.8,11.128813
193,c1ccc(cc1)c2ccccc2,2.0,0.95523286
194,COc1ccccc1,6.9,5.55885
195,CCN=[N+]=[N-],12.9,6.123982
196,CC=CCCl,2.0,2.3606453
197,CCCCOCCO,12.3,12.100951
