,smiles,exp,predict
79,Cc1cccc(C)c1O,19.1,19.356993
80,COCC=C,15.0,14.90414
81,C1CCCC1,16.4,17.08286
82,CCCCN(CCCC)C=O,15.5,15.835168
83,Brc1ccc(cc1)C#N,20.4,19.625086
84,Oc1c(Cl)cccc1Cl,20.1,20.108759
85,COC=CC,15.0,15.593718
86,CC[N+]([O-])=O,16.0,15.471443
87,C/C=C/C(=O)OC=C,15.9,15.896331
88,CO[P](C)(=O)OC,16.7,16.24237
89,O=C1Oc2ccccc2C=C1,20.0,20.05898
90,[SiH3]C=C,15.5,16.171072
91,Cc1ccc(O)cc1C,19.2,18.940298
92,CCCC(C)O,15.6,15.846654
93,OC(=O)c1[nH]c2cc(O)c(O)cc2c1,19.5,19.581364
94,Cc1ccc(O)c(c1)C(C)(C)C,17.3,18.677465
95,CC(=C)C(=O)OCC1CO1,16.3,15.924956
96,CCOC(=O)CCCCC(=O)OCC,16.4,16.31203
97,CC(C)(c1ccc(O)cc1)c2c(Br)cc(OBr)c(Br)c2Br,20.2,18.8896
98,OCC(Cl)CCl,17.5,16.844603
99,OCCNCCO,17.2,17.060835
100,CC(C)(O)CN,16.1,16.442007
101,COc1ccccc1Br,19.8,19.90751
102,Clc1ccc(C=C)cc1,18.7,18.29245
103,BrC(Br)Br,20.0,18.54502
104,CC(CCl)OC(C)CCl,19.0,14.579849
105,Fc1ccccc1Cl,19.4,18.89272
106,CC(C)CC(C)=O,15.3,15.652419
107,C=CSC=C,16.5,15.514663
108,Oc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,19.5,19.830698
109,CCOC(=O)C(=O)OCC,16.2,15.622651
110,Nc1ncnc2nc[nH]c12,20.0,19.84258
111,CCCC(N)=O,16.9,16.985138
112,CCCCCCCCC=C,15.6,15.54704
113,CCCCc1cccc(C)c1,17.4,17.694502
114,c1ccncc1,19.0,20.05974
115,OC(=O)c1ccccc1,20.0,19.980745
116,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,20.0,18.70682
117,CCCC(=O)OC(=O)CCC,15.8,15.97981
118,CCOc1ccc(Br)cc1,19.5,18.82007
119,CC(C)(C)Cl,15.6,17.846909
120,C1COCCO1,17.5,17.294165
121,N,13.7,15.494555
122,Cc1ccccc1Cl,19.0,18.829622
123,Clc1sccc1,19.2,18.590322
124,ClC(Cl)Cl,17.8,15.860042
125,CCCCCCCCCCC,16.0,15.989131
126,C1CCOC1,16.3,17.138811
127,CC(C)N,14.8,15.431918
128,Fc1c(F)c(F)c(F)c(F)c1F,16.0,16.100748
129,CCC(=C)C=C,15.3,15.505688
130,CCC(Cl)=O,16.1,16.268864
131,ClCC=CCCl,17.8,16.15019
132,CCCCc1ccccc1,17.4,17.218048
133,C1c2ccccc2c3ccccc13,21.3,19.893925
134,S=C=S,20.2,18.86632
135,s1cccc1,18.9,19.26102
136,COc1ccc(cc1)C(C)=O,18.9,19.367214
137,Oc1cccc(O)c1O,20.7,19.0729
138,C#C.C#C,14.4,15.97391
139,Nc1ccc(cc1)[S](N)(=O)=O,20.0,20.116982
140,NC(=O)CCl,17.6,18.934515
141,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,12.2,9.555378
142,CN(C)C,14.6,15.954864
143,N#CC#CC#N,15.2,16.729631
144,C1CCCCC1,16.8,16.863825
145,CCN(CC)C(C)=O,16.4,16.316683
146,CC(C)CC(=O)CC(C)C,16.0,15.599713
147,O=C1CCCN1Cc2ccccc2,18.2,19.71277
148,CCCCCCCC\C=C/CCCCCCCCOCCOCCOCCO,16.0,16.098763
149,BrCC#C,18.1,17.483662
150,CC(O)COc1ccccc1,17.4,17.656979
151,COCOC,15.0,15.149751
152,[O-][N+](=O)c1cc(c(Cl)cc1Cl)C(F)(F)F,19.9,19.893602
153,Cc1ccc(Cl)cc1,19.1,18.973299
154,CC(=O)N1CCOCC1,18.3,18.230219
155,CCC(=C)CC,14.9,16.004177
156,CCCCOC(=O)\C=C/C(=O)OCCCC,16.5,16.14254
157,Oc1cccc(O)c1,18.6,19.368223
158,CC1OC(=O)OC1C,18.0,17.954308
159,Oc1cccc2ccccc12,19.7,20.085457
160,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,12.8,11.510518
161,BrC#C,15.7,17.291883
162,Clc1ccc(Cl)cc1,19.7,18.973299
163,CCCCCCOC(C)=O,15.8,15.881025
164,NCCN,16.6,16.88621
165,CC=CC,14.6,15.74842
166,OC(=O)CCCCC(O)=O,17.1,17.530416
167,ClCC(Cl)=O,17.5,16.268864
168,OCC(O)CO,17.4,17.278032
169,C=Cc1ccccc1,18.6,17.909727
170,BrC=C,15.9,16.91808
171,CC(C)c1ccccc1,18.1,18.24711
172,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,20.0,20.047724
173,CCCCO,16.0,15.808952
174,O=C1CCCCC1,17.8,17.973454
175,C#N,12.3,14.581927
176,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,18.3,16.923128
177,ClC(Cl)(Cl)Cl,17.8,17.846909
178,CCc1ccccc1Cl,18.9,18.285559
179,CCCOC(C)=O,15.3,16.070562
180,CCCCOC(=O)CC,15.7,15.7657
181,CCF,15.2,14.619324
182,S1C=CSC1=C2SC=CS2,21.0,19.867504
183,ClCC#N,17.4,15.640264
184,N#CCc1ccccc1,19.5,19.254202
185,O=C=S,17.4,18.308725
186,CCCCCCC,15.3,16.075233
187,C1CCNC1,17.9,17.546656
188,CC(=O)OCC(COC(C)=O)OC(C)=O,16.5,16.774157
189,CO[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)OC,17.6,16.611998
190,OC[CH]=[C]=[CH2],16.2,16.468443
191,CCC(=O)OC,15.5,15.739703
192,CC=CCC#N,16.4,16.914076
193,CCCCOC(C)=O,15.8,15.843509
194,CC(C)=C=O,15.2,15.931561
195,Fc1cccc(F)c1C#N,18.8,18.9271
196,CCC(C)OC(C)=O,15.0,15.34843
