,smiles,exp,predict
79,C#CC#N,6.3,6.6673365
80,O=C1CCCN1,9.0,7.98046
81,[O-][N+](=O)c1ccc(Cl)c(F)c1Cl,4.2,3.636415
82,Fc1cc(F)cc(c1)C#N,3.2,2.2217805
83,CC(=O)Oc1ccccc1C(O)=O,9.7,9.991463
84,CCCC(=O)OCC,5.0,4.8219357
85,CC1CCC(O)CC1,12.5,11.73176
86,CCC(C)(C)O,13.3,14.418875
87,c1cncnc1,11.3,11.045767
88,CCCCOC(C)=C,5.0,4.3164325
89,CCCCCCl,1.9,-0.41656512
90,CCCCC#N,4.8,3.726346
91,Fc1c(F)c(F)c(c(F)c1F)C(=O)c2ccccc2,5.4,-0.6516854
92,CCCCl,2.0,1.2043711
93,NN,8.9,19.842743
94,CSCCl,2.0,3.9203103
95,ClCC1CO1,7.6,4.1287994
96,Oc1ccccc1,14.9,17.303013
97,CC(=O)C(C)=O,6.8,6.7818694
98,ClCCOCOCCCl,7.1,5.05151
99,o1cccn1,11.2,11.216348
100,CCCCCOC(C)=O,6.1,6.1938615
101,CCCCOCCOCCOCCCC,4.4,5.188853
102,ClCC(Cl)CCl,3.4,1.9778367
103,COc1ccc(cc1)C#N,5.4,6.633026
104,CO[S](=O)(=O)OC,7.0,5.2677155
105,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,10.9,6.4008174
106,OC1CCCCC1,13.5,13.256262
107,COC1CCC(OC)O1,8.2,8.325817
108,CN(C)C=O,11.3,12.701813
109,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,7.4,5.872822
110,CCCCOC(C)CCO,10.6,11.043031
111,CCCCCC(C)=O,4.1,3.5233715
112,O,42.3,22.781612
113,CCCN,8.6,11.020731
114,CC(O)C(O)=O,28.4,20.511524
115,C[S](O)(=O)=O.C=C,9.6,8.12415
116,CCCCOC(C)COC(C)CO,10.0,10.522726
117,CCCOCCC,3.2,4.714769
118,OC1CCCCC1O,18.3,19.718666
119,CC(C)C[S](=O)CC(C)C,6.1,6.7154026
120,Oc1ccc(cc1)[N+]([O-])=O,14.2,13.256989
121,ClCc1cccc(Cl)c1,2.6,1.2379178
122,C\C=C/C(O)=O,12.4,12.816979
123,FC(F)(F)C(=O)OC=C,7.6,4.6652684
124,CI,5.3,3.4577713
125,CN1CCCC1,6.7,2.4988434
126,COc1c(Cl)cccc1Cl,6.5,4.5967836
127,CCC[S](=O)CCC,7.4,6.8065605
128,[O-][N+](=O)c1ccc(Cl)cc1Cl,4.2,3.475362
129,O=C1CCCCCCC1,4.5,3.7270849
130,Clc1ccc(CC#N)cc1Cl,4.4,2.6739414
131,OC(=O)CCl,12.3,13.595463
132,O=CC#C,8.7,10.829365
133,CC(C)OC=C,5.2,4.1919928
134,O=CC=O,13.3,10.919075
135,CC(C)O,16.4,16.991306
136,CC(Cl)=C,2.2,1.1451043
137,COC(=O)c1ccccc1O,13.9,11.954771
138,CC(=O)C1CC1,4.6,4.9408374
139,CCCCCCOC(=O)c1ccccc1C(=O)OCC,6.8,3.1603012
140,CCOC(C)OC(=O)CC,8.8,5.56822
141,CC(C)COCCO,9.6,12.480469
142,OCC(O)C(O)C(O)CO,36.0,23.14967
143,C=C=O,5.8,6.217887
144,C=CC#N,6.8,4.70461
145,C=CCCC=O,6.8,6.0050554
146,CCCCOCC,4.7,3.9739056
147,c1ccc(cc1)C#Cc2ccccc2,3.2,2.2810981
148,ClCC(Cl)Cl,6.8,2.4013357
149,CC(C)=O,7.0,4.309891
150,CCN=C=O,2.5,1.2129216
151,NC(=O)NC(N)=O,18.8,12.746603
152,CCN(Cl)Cl,7.7,2.810899
153,ClC(=O)c1ccccc1,4.5,3.9220836
154,CNc1ccccc1,7.8,6.805182
155,CCC(CC)CO,13.5,14.012318
156,CN=C=S,10.1,9.105759
157,OC1CCC=C1,15.6,13.291055
158,Cl/C=C/C=C,2.0,3.776196
159,O=C1CCCCCN1,3.9,7.646776
160,CC=CCO,15.5,16.875793
161,O=[S](=O)(c1ccccc1)c2ccccc2,3.4,4.6152906
162,COc1cccc(OC)c1O,13.7,13.098617
163,CCOC(=C)CC,4.6,3.854603
164,O[N+]([O-])=O,18.6,8.277567
165,BrC=C(Br)Br,8.0,6.2233124
166,COc1cc(/C=C/CO)cc(OC)c1O,16.1,14.868458
167,CCOCC(C)O,10.5,11.526401
168,ClC(Cl)=C,3.3,1.1451043
169,ClCBr,3.5,4.1345463
170,CC(=C)C(N)=O,11.6,12.319847
171,SS,10.7,14.941854
172,[nH]1c2ccccc2c3ccccc13,6.2,4.691996
173,COC(=O)c1occc1,9.7,8.051497
174,COC(=O)CCCC(=O)OC,8.3,8.220902
175,CC(C)(C)OCCO,10.8,10.612503
176,CC(O)=O,13.5,14.386644
177,CCc1ccccc1CC,1.0,0.6799064
178,ClC(=C)C=O,8.1,6.46495
179,COC(=O)OC,9.7,5.1178913
180,COCCOC,6.0,7.39136
181,CC(CO)[N+]([O-])=O,15.4,10.816035
182,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,4.9,4.5451803
183,CC1(O)CCCCC1,12.0,10.588429
184,CC(C)CCC(C)=O,4.1,3.732601
185,CC(F)F,2.9,5.4437532
186,CCCCO[P](=O)(OCCCC)OCCCC,4.3,5.029094
187,OCC=C,16.8,18.500786
188,CC(Cl)(Cl)Cl,2.0,0.46140206
189,O=C1CCCO1,7.4,7.2093835
190,CCCCCCCCCCCCCCCCO,8.1,9.212798
191,Cc1ccccc1N,9.4,8.581644
192,COC=O,10.2,9.308594
193,S,10.2,17.584936
194,C=Cc1ccncc1,6.8,4.6874847
195,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,9.0,3.1773345
196,COCCOCCOCCO,12.5,11.862673
