,smiles,exp,predict
40,Cc1ccc(cc1N=C=O)N=C=O,19.3,19.4648
41,CCCCCC(CC)(CC)OC(=O)c1ccccc1C([O-])=O,16.6,17.044245
42,CCCCOC(=O)CC(C)=O,16.6,15.937481
43,CCOC(=O)c1ccccc1C(=O)OCC,17.6,18.453003
44,CCNC=O,16.2,15.849801
45,CCC1COC(=O)O1,17.5,17.694862
46,FC(F)(Cl)C(F)(Cl)Cl,14.7,13.266454
47,CC(=C)C#N,15.8,15.658715
48,CCCBr,16.4,16.898327
49,CC(F)(F)F,14.6,13.624813
50,CC(C)O[P](F)(=O)OC(C)C,15.7,15.630285
51,OCc1ccccc1,18.4,18.968992
52,CCCCOCCOC(C)=O,15.3,15.720031
53,C[SiH3],15.5,15.752566
54,CCI,17.5,16.5247
55,ClC(Cl)(Cl)Cl,16.1,17.172583
56,CCC(C)=O,16.0,16.279522
57,N#CCCC#N,18.2,16.621109
58,C1Oc2ccccc2O1,19.0,19.333082
59,IC(=C)C=C,19.9,16.667364
60,CCCCCCCCOC(C)=O,15.8,15.637431
61,CC(=O)Nc1ccc(O)cc1,17.8,19.640953
62,CCCCCCC(C)O,16.1,15.5322695
63,ClC(=O)C=C,16.2,15.5463085
64,C,14.0,15.361347
65,OC(=O)CS,16.0,18.63462
66,CCCCN1CCCC1=O,17.5,17.1948
67,COC(CC(OC)OC)OC,15.0,15.050864
68,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,19.2,19.3934
69,ClCCCCCCl,18.0,15.995353
70,Oc1c(Br)cc(Br)cc1Br,20.6,19.99114
71,ClCC=O,16.2,15.822058
72,CCBr,16.5,17.065636
73,CC(C)OCC=C,15.0,14.761641
74,CC(C)C(C)O,15.6,16.197691
75,OCCN1CCCC1=O,18.0,18.350565
76,C[S](=O)(=O)C=C,16.8,17.121832
77,OCC(O)CO.OC(O)=O,17.9,16.5757
78,FC(F)=C(F)Cl,15.3,15.611035
79,BrC#N,18.3,15.950647
80,OCCN(CCO)CCO,17.3,16.949373
81,COC(C)(C)C.OCCOCCO,16.0,15.637463
82,C=C,15.0,15.018407
83,CCC=O,15.3,15.822058
84,ICC=C,18.3,16.612604
85,o1ncc2ccccc12,20.6,19.579142
86,Nc1cccc(Cl)c1,20.2,19.941631
87,CC1CCCC(=O)C1,17.7,17.451365
88,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,16.3,16.363474
89,CC(=O)CC(=O)OCC=C,15.9,16.134188
90,CCC,13.1,16.025822
91,CC(=O)OCc1ccccc1,18.3,18.647202
92,COc1ccccc1O,18.0,19.293749
93,Nc1ccncc1,20.4,19.696247
94,s1ccnc1,20.5,19.944155
95,C=CCOC=C,14.9,15.164328
96,CCC(C)C,13.8,16.20571
97,Nc1cccc(c1)[N+]([O-])=O,21.4,20.004301
98,C[C@@H]1CCc2c(C)coc2C1,17.2,18.27214
99,CN(C)C(=O)N(C)C,16.7,15.974218
100,CC1=CC(=O)OC1=O,19.2,19.869003
101,CC=C,13.3,14.920244
102,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,18.0,18.054163
103,CNC(C)=O,16.9,16.088537
104,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,18.3,16.393938
105,C(c1ccccc1)c2ccccc2,19.5,19.407663
106,O=C(C#N)C#N,15.0,16.37178
107,C1CCCCCCCCCCC1,16.4,16.64116
108,[nH]1cccn1,20.2,19.814417
109,CC(C)COC=O,15.5,15.701538
110,NCCCCNCCCN,16.7,16.11563
111,C=CN1CCCC1=O,16.4,18.09685
112,CC(Cl)=C(Cl)Cl,17.7,17.128477
113,CC(C)COC=C,15.1,15.250227
114,CCCCCCOCC.OCCO,16.0,15.790743
115,OCCOCCOCCO,16.0,16.47524
116,COC(C)=O,15.5,15.773968
117,BrCCC=C,16.5,16.395613
118,CC(=O)c1ccc(cc1)C(F)(F)F,18.8,19.94385
119,C1C=Cc2ccccc12,18.7,19.691357
120,BrC(Br)=C,16.2,17.93067
121,Clc1ccc(C=O)c(Cl)c1,19.7,19.442373
122,BrCBr,19.0,18.323536
123,CC=CC,14.7,15.618829
124,COCCOC=C,15.9,15.359281
125,CCCCCCCCCCCCCCCC,16.3,16.015287
126,Nc1ccccc1,20.1,19.966166
127,O=Cc1occc1,18.6,17.788404
128,O=C1CCC1,18.3,17.028671
129,O=C1CCCCCO1,18.0,17.325678
130,CC(C)C(O)=O,15.7,16.102144
131,COCC=CC,15.2,15.730766
132,CCCCOC(O)(CC)OCC,15.5,15.2548275
133,Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,19.5,19.866024
134,COC(C)COC(C)COC(C)CO,15.3,15.34175
135,CNC,15.3,15.544963
136,CC(=C)c1ccccc1,18.5,18.596956
137,OC\C=C\c1ccc(O)cc1,19.1,18.66585
138,CC=CBr,16.3,16.120268
139,Clc1ccccc1Br,20.3,19.853174
140,[O-][N+](=O)c1ccccc1,20.0,20.009085
141,CC(=O)N1CCCCCC1=O,18.9,18.219543
142,BrC[CH]=[C]=[CH2],17.0,16.910894
143,FC=O,15.0,14.853556
144,O=C1CCCC1,17.9,17.289814
145,NCc1ccccc1,19.0,18.968693
146,Cc1ccc(c(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,19.5,19.615952
147,Oc1ccc(C=O)cc1,19.4,19.983622
148,ICI,22.0,17.778116
149,CCCCCCCl,16.1,15.995353
150,Clc1cccc(Cl)c1,19.2,18.971079
151,O(c1ccccc1)c2cccc(Oc3cccc(Oc4ccccc4)c3)c2,19.6,19.718163
152,CC(C)=NO,16.3,15.634403
153,CCCCCCCCCC(C)(O)Oc1ccccc1,16.7,16.265282
154,CCCNCCC,15.3,16.094942
155,CCCC(O)=O,15.7,15.808967
156,C1C=C1,17.2,16.937384
157,ClC=C,16.0,14.920244
158,[O-][N+](=O)c1sccc1,19.7,20.000143
159,OC(=O)C=C,16.6,17.222605
160,NC=C,15.7,15.4018955
161,CC(C)COC(C)=O,15.1,15.567524
162,CC(=C)C=O,15.0,15.609858
163,CCCOCC(C)O,15.8,15.4945545
164,ClCCC=O,17.0,15.747688
165,OCCCCO,16.6,16.606974
166,CCCCCCCC\C=C/CCCCCCCC(=O)OC,16.2,16.16179
167,CCOC(Cl)=O,16.4,16.000307
168,Fc1ccccc1F,18.0,17.405924
169,CCOc1ccc(Cl)cc1,19.3,18.46892
170,CC(C)OCC(C)O,15.5,15.297707
171,C1OC1c2ccccc2,19.4,19.351847
172,CCN=C=S,17.2,12.749339
173,CCCCOC(=O)c1ccccc1O,17.9,17.318941
174,CCCCC=C,14.7,15.10631
175,OCCOCCOCCOC=C,15.9,15.949829
176,ClC(=O)c1ccc(Br)cc1,20.2,19.995787
177,COC#CC,15.7,15.382331
178,CCCCC(CC)CN,15.7,15.661869
179,Clc1ccccc1Cl,19.2,18.81062
180,ClC1CCCCC1=O,18.5,17.5852
181,CCOC(C)=C,14.8,15.461478
182,COc1ccccc1[N+]([O-])=O,19.6,19.876453
183,CCCCOC.OCCO,15.5,15.651659
184,CC(C)C[S](=O)CC(C)C,16.3,16.240318
185,CC(C)CC(C)(C)C,14.1,15.86746
186,CC(=O)OC(OC(C)=O)C(Cl)=C,16.7,15.627317
187,N#Cc1occc1,18.4,17.38795
188,CCOC=C,14.9,14.781582
189,CC(=O)C(Cl)Cl,17.1,17.44847
190,O=C1OC(=O)C=C1,19.5,18.76424
191,[O-][N+](=O)c1ccccc1[N+]([O-])=O,20.6,19.9584
192,CC(=O)CC(C)(C)O,15.8,16.215965
193,c1ccc(cc1)c2ccccc2,19.7,19.457445
194,COc1ccccc1,17.8,18.723038
195,CCN=[N+]=[N-],15.9,14.679162
196,CC=CCCl,16.2,16.025717
197,CCCCOCCO,16.0,15.863796
