,smiles,exp,predict
45,CCc1ccc(O)cc1,18.3,18.318523
46,OCC(F)(F)F,15.4,14.847072
47,C=CCN=[N+]=[N-],16.8,15.607173
48,Sc1cc(Cl)c(Cl)cc1Cl,21.0,20.005287
49,C1CSC1,18.8,18.956615
50,CC1OC(C)OC(C)O1,16.0,16.686502
51,COC(=O)C=C,15.3,15.396354
52,CCCOC=C,14.9,14.945545
53,CCCCCCCCO,16.0,15.815112
54,CC(C)CO,15.1,15.768056
55,CCCCC(=O)CCCC,16.0,16.10268
56,CCOCl,15.7,15.227516
57,CCOC(=O)C=C,15.5,15.397357
58,C1C=CC=C1,17.0,17.445387
59,ClC(Cl)C#N,17.4,15.92456
60,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,16.7,16.313068
61,CCCCCCC=C,15.3,15.234372
62,IC=C,18.0,15.982085
63,[nH]1cnc2ncncc12,20.5,20.0061
64,OCCSCCO,17.3,17.839682
65,CCCCCC(O)=O,16.3,15.532554
66,[Cl],17.3,15.277861
67,Oc1cc(Cl)ccc1Cl,20.0,19.984015
68,CCCCCCCC\C=C/CCCCCCCC(=O)OCC,16.2,16.16343
69,CC(O)CCO,16.5,16.377846
70,N#C/C=C/C#N,16.7,17.06809
71,ClCC(Cl)(Cl)Cl,18.0,17.011154
72,CCCC#N,15.3,16.103716
73,CC\C(=C/C)C=O,16.1,16.11218
74,Cn1ccnc1,19.7,19.69113
75,CC(C)(C)OCCOC(C)(C)C,14.7,15.073951
76,OCC=CCl,17.2,16.526993
77,CCSSCC,17.0,18.066212
78,CCCCC1CCCCC1,16.2,16.183353
79,C#CC#N,15.5,15.159684
80,O=C1CCCN1,18.2,17.264956
81,[O-][N+](=O)c1ccc(Cl)c(F)c1Cl,19.9,19.972832
82,Fc1cc(F)cc(c1)C#N,18.8,18.64775
83,CC(=O)Oc1ccccc1C(O)=O,19.0,19.562174
84,CCCC(=O)OCC,15.5,15.749917
85,CC1CCC(O)CC1,17.2,17.208801
86,CCC(C)(C)O,15.3,15.503055
87,c1cncnc1,20.5,19.552908
88,CCCCOC(C)=C,14.8,15.292749
89,CCCCCCl,16.0,15.892809
90,CCCCC#N,15.3,15.945528
91,Fc1c(F)c(F)c(c(F)c1F)C(=O)c2ccccc2,19.3,17.916288
92,CCCCl,16.0,15.985995
93,NN,14.2,15.063194
94,CSCCl,16.6,16.521463
95,ClCC1CO1,17.5,15.581096
96,Oc1ccccc1,18.5,19.803635
97,CC(=O)C(C)=O,15.7,17.3017
98,ClCCOCOCCCl,17.1,15.898416
99,o1cccn1,18.8,17.732754
100,CCCCCOC(C)=O,15.8,15.6769705
101,CCCCOCCOCCOCCCC,15.8,15.886041
102,ClCC(Cl)CCl,17.8,16.559711
103,COc1ccc(cc1)C#N,19.4,19.495981
104,CO[S](=O)(=O)OC,16.5,16.022688
105,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,16.9,15.716355
106,OC1CCCCC1,17.4,17.696308
107,COC1CCC(OC)O1,16.8,16.83946
108,CN(C)C=O,17.4,16.036245
109,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,16.7,16.584269
110,CCCCOC(C)CCO,15.9,15.5324335
111,CCCCCC(C)=O,16.2,15.940431
112,O,15.5,14.990907
113,CCCN,16.0,16.069935
114,CC(O)C(O)=O,17.0,16.288357
115,C[S](O)(=O)=O.C=C,16.9,16.652422
116,CCCCOC(C)COC(C)CO,15.7,15.294557
117,CCCOCCC,15.1,16.365229
118,OC1CCCCC1O,17.4,17.655052
119,CC(C)C[S](=O)CC(C)C,16.3,16.11982
120,Oc1ccc(cc1)[N+]([O-])=O,20.0,19.99143
121,ClCc1cccc(Cl)c1,19.9,18.05124
122,C\C=C/C(O)=O,16.8,16.550808
123,FC(F)(F)C(=O)OC=C,13.9,14.214168
124,CI,17.5,15.866774
125,CN1CCCC1,16.8,17.390446
126,COc1c(Cl)cccc1Cl,19.8,19.61008
127,CCC[S](=O)CCC,17.0,17.484396
128,[O-][N+](=O)c1ccc(Cl)cc1Cl,20.4,20.02661
129,O=C1CCCCCCC1,17.0,17.351154
130,Clc1ccc(CC#N)cc1Cl,20.5,19.343708
131,OC(=O)CCl,17.7,18.649828
132,O=CC#C,16.2,15.981624
133,CC(C)OC=C,14.7,14.415393
134,O=CC=O,15.0,15.897843
135,CC(C)O,15.8,15.10634
136,CC(Cl)=C,15.5,16.014032
137,COC(=O)c1ccccc1O,18.1,19.30463
138,CC(=O)C1CC1,17.0,17.23663
139,CCCCCCOC(=O)c1ccccc1C(=O)OCC,17.3,16.980137
140,CCOC(C)OC(=O)CC,16.2,15.37092
141,CC(C)COCCO,15.2,15.807379
142,OCC(O)C(O)C(O)CO,18.0,16.90601
143,C=C=O,15.4,15.149053
144,C=CC#N,16.0,15.723316
145,C=CCCC=O,15.5,15.744936
146,CCCCOCC,14.5,15.9218855
147,c1ccc(cc1)C#Cc2ccccc2,18.0,18.58905
148,ClCC(Cl)Cl,18.2,16.283484
149,CC(C)=O,15.5,16.255396
150,CCN=C=O,15.4,15.042906
151,NC(=O)NC(N)=O,20.0,17.0159
152,CCN(Cl)Cl,16.8,15.686248
153,ClC(=O)c1ccccc1,19.3,19.854664
154,CNc1ccccc1,19.5,19.173647
155,CCC(CC)CO,15.8,15.936473
156,CN=C=S,17.3,13.931469
157,OC1CCC=C1,18.1,18.028412
158,Cl/C=C/C=C,15.6,15.720652
159,O=C1CCCCCN1,19.4,17.588364
160,CC=CCO,16.0,15.6861315
161,O=[S](=O)(c1ccccc1)c2ccccc2,21.1,20.023262
162,COc1cccc(OC)c1O,19.3,19.113802
163,CCOC(=C)CC,15.3,15.057221
164,O[N+]([O-])=O,13.5,16.24179
165,BrC=C(Br)Br,18.3,19.10354
166,COc1cc(/C=C/CO)cc(OC)c1O,19.2,18.975761
167,CCOCC(C)O,15.7,15.4005575
168,ClC(Cl)=C,16.7,16.014032
169,ClCBr,17.3,17.281677
170,CC(=C)C(N)=O,15.8,16.40279
171,SS,17.3,16.205048
172,[nH]1c2ccccc2c3ccccc13,21.7,19.983448
173,COC(=O)c1occc1,17.4,17.433971
174,COC(=O)CCCC(=O)OC,16.1,16.210163
175,CC(C)(C)OCCO,15.3,15.234992
176,CC(O)=O,14.5,16.1623
177,CCc1ccccc1CC,17.7,18.22752
178,ClC(=C)C=O,17.1,15.49237
179,COC(=O)OC,15.5,15.46811
180,COCCOC,15.4,15.633906
181,CC(CO)[N+]([O-])=O,16.1,16.249115
182,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,16.7,16.017162
183,CC1(O)CCCCC1,17.1,17.167324
184,CC(C)CCC(C)=O,16.0,16.380096
185,CC(F)F,14.9,13.923652
186,CCCCO[P](=O)(OCCCC)OCCCC,16.3,15.772206
187,OCC=C,16.2,15.664685
188,CC(Cl)(Cl)Cl,16.8,17.66224
189,O=C1CCCO1,18.0,17.359224
190,CCCCCCCCCCCCCCCCO,16.4,15.928874
191,Cc1ccccc1N,19.4,19.733541
192,COC=O,15.3,15.7158575
193,S,17.9,15.346541
194,C=Cc1ccncc1,18.1,18.607822
195,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,16.2,15.853129
196,COCCOCCOCCO,16.2,16.102839
