,number,actual,predict
114,828,9.4,6.672274112701416
115,751,0.0,2.677638292312622
116,902,1.0,3.971193790435791
117,166,13.7,11.116166114807129
118,98,4.4,3.8856403827667236
119,236,16.4,11.194785118103027
120,654,5.8,5.686896324157715
121,588,7.5,9.353479385375977
122,146,10.8,9.869829177856445
123,562,8.7,5.96595573425293
124,87,3.9,3.4166855812072754
125,170,12.2,11.813775062561035
126,712,9.8,10.292618751525879
127,750,0.0,1.7214105129241943
128,271,15.5,12.840968132019043
129,926,0.0,2.5684266090393066
130,879,7.1,4.631954669952393
131,669,7.5,5.051235675811768
132,48,6.7,5.200489044189453
133,392,9.4,9.276455879211426
134,734,9.2,24.969303131103516
135,892,6.5,4.996002197265625
136,521,4.9,5.332627296447754
137,20,4.6,4.399721145629883
138,799,20.3,21.014591217041016
139,535,11.3,10.525371551513672
140,126,17.4,13.256802558898926
141,1072,7.9,5.901079177856445
142,256,10.6,9.615856170654297
143,835,3.9,3.2072672843933105
144,454,2.5,6.398786544799805
145,971,4.1,4.69195032119751
146,760,5.9,4.969727993011475
147,122,2.4,3.300935983657837
148,978,2.7,3.5728840827941895
149,770,10.6,9.778050422668457
150,258,14.7,13.47668743133545
151,989,12.8,6.870270729064941
152,247,2.5,3.96748685836792
153,870,6.3,6.403003692626953
154,866,13.9,11.861207962036133
155,706,11.6,7.475214004516602
156,47,3.9,6.54686164855957
157,909,6.5,4.747978687286377
158,643,5.5,5.428422927856445
159,718,15.1,14.642884254455566
160,480,1.9,3.379563570022583
161,51,6.8,3.907133102416992
162,656,8.0,4.803964138031006
163,223,13.3,9.897194862365723
164,620,17.7,16.961549758911133
165,559,8.3,6.182158470153809
166,966,0.0,4.655425548553467
167,665,2.5,5.437976837158203
168,289,5.6,6.767848968505859
169,1074,8.7,7.052391052246094
170,508,5.1,7.1657867431640625
171,922,5.7,4.207880020141602
172,859,4.8,9.238181114196777
173,381,11.0,8.94599723815918
174,608,12.3,5.209090232849121
175,1088,8.9,5.822395324707031
176,38,3.0,8.039586067199707
177,618,4.1,4.267348289489746
178,792,2.0,2.7310595512390137
179,816,11.6,10.426578521728516
180,501,5.2,4.762455463409424
181,221,7.3,4.651497840881348
182,61,2.7,3.948516845703125
183,753,0.0,2.8265645503997803
184,1147,4.8,4.07560396194458
185,579,3.1,8.019371032714844
186,430,12.0,12.421780586242676
187,322,13.5,16.697057723999023
188,1131,8.4,6.920534610748291
189,165,3.2,4.371372222900391
190,504,1.0,1.7960448265075684
191,716,13.0,10.94992446899414
192,554,6.1,6.867963790893555
193,125,5.7,8.698389053344727
194,478,4.1,4.11671257019043
195,506,6.7,6.041159152984619
196,899,8.0,9.126496315002441
197,615,3.4,4.585187911987305
198,882,10.5,6.358965873718262
199,749,14.7,4.505909442901611
