0,1,2,3,4,5,6
583,583,583,C1COC=CC1,583,17.5,18.358145
590,590,590,CC#CC,590,15.1,16.411613
598,598,598,CN(C)C=O,598,17.4,16.143597
599,599,599,COC(=O)CCCC(=O)OC,599,16.1,16.344381
605,605,605,COC(=O)CCC(=O)OC,605,16.1,16.278835
613,613,613,c1ccc(cc1)C#Cc2ccccc2,613,18.0,18.000303
615,615,615,O=[S](=O)(c1ccccc1)c2ccccc2,615,21.1,19.737223
621,621,621,COC(C)COC(C)CO,621,15.5,15.192345
629,630,629,CNC(C)Cc1ccc2OCOc2c1,629,18.0,18.275293
650,651,650,CCCC(=O)OCC,650,15.5,15.412308
654,655,654,CCCl,654,15.7,15.856307
660,661,660,CCF,660,15.2,14.925901
670,671,670,CCCCCCCC\C=C/CCCCCCCC(=O)OCC,670,16.2,16.286882
673,674,673,CCOC=C,673,14.9,14.817855
675,676,675,CCOC#CC,675,15.9,16.257671
676,677,676,C=C,676,15.0,14.935659
694,695,694,OCCOCc1ccccc1,694,17.8,17.958801
700,701,700,CCOCCO,700,15.9,15.93624
708,709,708,C1CO1,708,15.6,17.324492
711,712,711,C1CN1,711,17.7,17.143059
713,714,713,COC#C,713,15.8,15.740563
715,716,715,COc1cc(CC=C)ccc1O,715,19.0,18.301912
716,717,716,CC1(C)C2CCC1C(=C)C2,716,16.9,17.261078
717,718,717,COc1cc(\C=C\C(O)=O)ccc1O,717,19.0,19.096174
720,721,720,FC=C,720,15.2,14.953878
724,725,724,NC=O,724,17.2,16.593094
727,728,727,N#C/C=C/C#N,727,16.7,16.084314
730,731,730,OCc1occc1,730,17.4,17.776764
731,732,731,OCC(O)CO,731,17.4,17.374792
760,762,760,NN,760,14.2,16.44474
762,764,762,OO,762,15.5,14.805803
764,766,764,OCCOC(=O)C=C,764,16.0,15.918431
767,769,767,IC(=C)C=C,767,19.9,17.199713
768,770,768,IC(I)I,768,20.2,19.549412
781,783,781,CC(C)C(O)=O,781,15.7,15.7210865
789,791,789,CC(C)c1ccccc1,789,18.1,18.44111
798,800,798,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,798,16.0,16.551104
818,820,818,CO,818,14.7,14.700831
820,822,820,COCO,820,16.0,15.431896
824,826,824,COC(=O)CC(C)=O,824,16.4,15.956086
825,827,825,CC#C,825,15.1,14.545278
826,828,826,COC(=O)C=C,826,15.3,16.065899
832,834,832,CCCCC(C)=O,832,15.3,15.6971655
838,840,838,CCOC,838,14.0,14.984503
847,849,847,CC(C)CCC(C)=O,847,16.0,15.552251
848,850,848,CC(C)CC(C)O,848,15.4,15.413874
864,866,864,COC(=O)c1ccccc1O,864,18.1,19.18129
865,867,865,C[SiH3],865,15.5,14.637615
869,871,869,CC(=O)C=C,869,15.6,15.3065405
875,877,875,COC(C)(C)C,875,14.8,15.212585
876,878,876,COCOC,876,15.0,14.999359
886,888,886,CN(C)C(C)=O,886,16.8,15.714405
888,890,888,OCCN1CCCC1=O,888,18.0,17.886322
889,891,889,CC(=O)N1CCCCCC1=O,889,18.9,17.812866
900,902,900,CCCCC1CCCC1,900,16.4,15.806917
903,905,903,CCCCOC(=O)c1ccccc1O,903,17.9,18.085459
904,906,904,CCCCc1ccccc1,904,17.4,17.873034
907,909,907,O=C1CCCN1C2CCCCC2,907,18.2,17.822903
912,914,912,CCCCCCCOC(C)=O,912,15.8,15.885969
914,916,914,CNC=O,914,17.4,16.077002
916,918,916,CN1CCCC1,916,16.8,16.29775
921,923,921,CCCOC(C)=O,921,15.3,15.711021
925,927,925,c1ccc2ccccc2c1,925,19.2,19.835693
936,938,936,CCCCCCCCCC(C)(O)Oc1ccccc1,936,16.7,16.808441
953,955,953,CCCCCCCC,953,15.5,15.575816
964,966,964,[O-][O+]=O,964,19.8,15.305203
966,968,966,Brc1ccc(cc1)C#N,966,20.4,19.785769
969,971,969,Cc1ccc(Br)cc1,969,19.3,19.727016
977,979,977,CCc1ccc(CC)cc1,977,18.0,17.424707
980,982,980,CCCCc1ccc(C)cc1,980,17.4,17.581062
982,984,982,CC(=O)Nc1ccc(O)cc1,982,17.8,19.530684
985,987,985,ClC(Cl)C(Cl)(Cl)Cl,985,18.2,17.038662
990,992,990,CCCCC,990,14.5,14.846799
993,995,993,FC(F)=C(F)F,993,15.1,16.114668
1008,1010,1008,ClP(Cl)Cl,1008,18.4,17.67308
1009,1011,1009,O=C1OC(=O)c2ccccc12,1009,20.0,19.160984
1014,1016,1014,CC(=O)OCC#C,1014,16.3,15.2959795
1018,1020,1018,CCC(N)=O,1018,16.7,16.814783
1032,1034,1032,CCCCOCC(C)O,1032,15.3,15.678659
1036,1038,1036,CC(C)OCC(C)O,1036,15.5,15.627517
1042,1044,1042,CC1CO1,1042,15.2,17.268919
1053,1055,1053,CC(=O)C#N,1053,15.9,15.808041
1057,1059,1057,Oc1ccccc1C=O,1057,19.0,19.64114
1058,1060,1058,OC(=O)c1ccccc1O,1058,19.0,19.607744
1059,1061,1059,OC(=O)CCCCCCCCC(O)=O,1059,17.1,16.132795
1060,1062,1060,CCC(C)OC(C)=O,1060,15.0,15.061551
1062,1064,1062,COc1cc(/C=C/CO)cc(OC)c1O,1062,19.2,18.462847
1074,1076,1074,O=[S]=O,1074,15.8,15.805863
1097,1099,1097,Cl[S](Cl)=O,1097,16.9,18.325588
1099,1101,1099,Sc1ccccc1,1099,20.0,19.862823
1102,1104,1102,CC(C)c1ccc(C)cc1O,1102,19.0,18.858612
1112,1114,1112,CCCCO[P](=O)(OCCCC)OCCCC,1112,16.3,15.986787
1141,1145,1141,COC(C)COC(C)COC(C)CO,1141,15.3,15.637054
1178,1182,1178,O=C1CCO1,1178,17.0,17.897701
1180,1184,1180,COC(=O)C(Cl)=C,1180,15.9,16.862118
