0,1,2,3,4,5,6
682,683,682,[O-][N+](=O)OCCO[N+]([O-])=O,682,16.2,16.266655
692,693,692,COC(C)(C)C.OCCO,692,15.3,15.52002
693,694,693,CCCCCCOCC.OCCO,693,16.0,15.762535
701,702,701,CCOCCOC(C)=O,701,15.9,15.603063
704,705,704,COCCO,704,16.0,16.126707
722,723,722,FC(=C)C=C,722,14.2,15.676479
728,729,728,o1cccc1,728,17.0,18.527145
735,736,735,CC(O)=O.CC(O)=O.OCC(O)CO,735,16.4,16.921717
737,738,737,CC(=O)OCC(COC(C)=O)OC(C)=O,737,16.5,16.18241
739,741,739,OCC1CO1,739,18.2,17.15655
743,745,743,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,743,18.3,16.03222
745,747,745,ClC(Cl)(Cl)C(Cl)(Cl)Cl,745,18.6,18.417057
752,754,752,C1N2CN3CN1CN(C2)C3,752,19.4,17.68753
755,757,755,CCCCCC,755,14.9,15.424588
759,761,759,CC(O)=O.CC(O)=O.OCCCCCCO,759,15.3,16.883572
761,763,761,C#N,761,12.3,16.076033
765,767,765,C1C=Cc2ccccc12,765,18.7,19.756027
785,787,785,CC1=CC(=O)CC(C)(C)C1,785,17.0,17.887945
787,789,787,CC(C)OC(C)=O,787,14.9,15.313095
788,790,788,CC(C)N,788,14.8,15.763206
796,798,796,C=C=O,796,15.4,15.741403
806,808,806,Clc1cccc(Cl)c1,806,19.2,19.61638
811,813,811,CC(C)=CC(C)=O,811,16.4,15.152497
812,814,812,Cc1cc(C)cc(C)c1,812,18.0,18.59516
813,815,813,CC(=C)C=O,813,15.0,15.678693
816,818,816,CC(=C)C#N,816,15.8,15.780738
823,825,823,COC(C)=O,823,15.5,15.627851
841,843,841,COC=O,841,15.3,14.838932
849,851,849,CC(C)CC(C)=O,849,15.3,15.302535
853,855,853,CS,853,16.6,15.36598
858,860,858,CCCCCCCC\C=C/CCCCCCCC(=O)OC,858,16.2,16.282864
892,894,892,CC(=O)N1CCOCC1,892,18.3,18.375816
894,896,894,CCCCOC(C)=O,894,15.8,15.64178
905,907,905,CCCC(N)=O,905,16.9,16.555193
911,913,911,O=CN1CCCCC1,911,18.7,17.765282
922,924,922,CCCO[N+]([O-])=O,922,15.8,16.329819
938,940,938,COc1ccccc1Br,938,19.8,19.1281
939,941,939,Clc1ccccc1Br,939,20.3,20.334929
967,969,967,ClC(=O)c1ccc(Br)cc1,967,20.2,20.382282
976,978,976,Clc1ccc(Cl)cc1,976,19.7,19.544394
978,980,978,C=Cc1ccc(C=C)cc1,978,18.6,18.078642
992,994,992,FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,992,12.4,12.574307
1004,1006,1004,NNc1ccccc1,1004,20.4,19.649948
1007,1009,1007,Cl[P](Cl)(Cl)=O,1007,18.1,15.841274
1011,1013,1011,C1CNCCN1,1011,17.3,17.24299
1023,1025,1023,CCCN,1023,16.0,16.202866
1027,1029,1027,CC=C,1027,13.3,14.323182
1031,1033,1031,CC(O)COC(C)(C)C,1031,15.3,15.3577175
1037,1039,1037,COCC(C)O,1037,15.6,15.707109
1055,1057,1055,c1ccc2ncccc2c1,1055,20.5,20.25434
1068,1070,1068,O=CCCC=O,1068,16.8,15.554485
1075,1077,1075,Cl[S](Cl)(=O)=O,1075,17.6,17.255222
1083,1085,1083,OCC1CCCO1,1083,17.8,17.830757
1085,1087,1085,C1CCOCC1,1085,16.4,16.883972
1087,1089,1087,C1CCSC1,1087,18.6,18.505526
1091,1093,1091,s1ccnc1,1091,20.5,19.042862
1092,1094,1092,CC(N)=S,1092,17.5,18.209974
1103,1105,1103,C\C=C(/C)C=O,1103,16.2,16.34976
1105,1107,1105,Cc1ccc(cc1N=C=O)N=C=O,1105,19.3,17.407398
1118,1120,1118,[SiH3]C(Cl)(Cl)Cl,1118,16.5,16.550331
1122,1124,1122,CC1(C)C2CC3C(C2)C13C,1122,16.9,16.483225
1125,1127,1125,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,1125,16.5,16.491648
1134,1138,1134,Cc1cccc(C)c1C,1134,18.0,18.566212
1139,1143,1139,CCCCCCCCO[P](=O)(OCCCCCCCC)OCCCCCCCC,1139,16.2,15.258945
1140,1144,1140,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,1140,20.1,19.034101
1142,1146,1142,CCCCCCCCCCC,1142,16.0,15.773183
1144,1148,1144,COc1cc(C=O)ccc1O,1144,19.4,19.342163
1145,1149,1145,ClCCOC=C,1145,16.3,16.216932
1148,1152,1148,CC(=O)OC=C,1148,16.0,15.303773
1152,1156,1152,CCCCOCCOCCO,1152,16.0,15.929329
1158,1162,1158,C/C=C/C(=O)OC=C,1158,15.9,15.670117
1160,1164,1160,OCCOCCOCCOC=C,1160,15.9,16.241123
1173,1177,1173,C[Si](C)(C)C=C,1173,14.5,15.822307
1176,1180,1176,O,1176,15.5,15.149956
1177,1181,1177,Cc1ccccc1C,1177,17.8,19.178246
1179,1183,1179,ClCC(=O)c1ccccc1,1179,20.0,19.899143
