0,1,2,3,4,5,6
278,278,278,COC(C)(C)CCOC(C)=O,278,15.3,15.686003
284,284,284,BrC[CH]=[C]=[CH2],284,17.0,16.401932
300,300,300,Oc1ccc(C=O)cc1,300,19.4,19.596033
324,324,324,CC(C)=O,324,15.5,15.674701
326,326,326,CON=C(C)C,326,14.7,14.684636
335,335,335,C#C.C#C,335,14.4,14.152761
338,338,338,C=CC=O,338,15.5,15.825625
340,340,340,OC(=O)C=C,340,16.6,15.4850445
349,349,349,CC(=O)CC(=O)OCC=C,349,15.9,16.41042
356,356,356,FCC=C,356,14.9,15.873184
366,366,366,Cc1ccc(F)c(F)c1F,366,17.5,17.938023
368,368,368,CC(N)Cc1ccccc1,368,17.5,18.542397
369,369,369,CCCCCOC(C)=O,369,15.8,15.6149435
375,375,375,OCC(O)C1OC(=C(O)C1=O)O,375,18.0,17.482187
383,383,383,OC(=O)c1ccccc1,383,20.0,19.624958
393,393,393,O=C(OCc1ccccc1)c2ccccc2,393,20.0,20.254257
395,395,395,ClCc1ccccc1,395,18.8,19.672247
396,396,396,CCOCc1ccccc1,396,18.4,17.65416
412,412,412,COCBr,412,16.9,16.033026
416,416,416,C=C\C=C/C#N,416,16.2,16.04874
417,417,417,C1OC1C2CO2,417,18.3,17.157433
426,426,426,CCCCCCCCCCCCCCCCCC(=O)OCCCC,426,14.5,16.548584
431,431,431,CCCC(=O)OC(=O)CCC,431,15.8,16.205887
434,434,434,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,434,19.5,19.572844
444,444,444,O=C=S,444,17.4,16.443846
446,446,446,ClC(Cl)(Cl)C=O,446,17.2,17.720566
454,454,454,ClC#C,454,16.2,14.5791025
456,456,456,ClC1CC1,456,17.6,18.01414
468,468,468,COc1cc(/C=C/CO)ccc1O,468,19.0,19.354218
473,473,473,[Ca++].NC#N,473,15.5,16.268948
483,483,483,CC(C)CCCCCCOCCCCCCC(C)C.OC(=O)C1CCCCC1C(O)=O,483,16.4,16.488785
487,487,487,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,487,18.3,17.206905
491,491,491,O=C1CCCCCCC1,491,17.0,17.449276
495,495,495,C1CC=CC1,495,16.7,17.396166
498,498,498,C1C=C1,498,17.2,14.12636
499,499,499,CC(=O)C1CC1,499,17.0,16.907688
500,500,500,N#CC1CC1,500,18.6,16.465353
512,512,512,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,512,16.2,16.223806
516,516,516,CC(C)CC(O)CC(C)C,516,14.9,15.531095
518,518,518,CC(C)C[S](=O)CC(C)C,518,16.3,16.300901
521,521,521,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,521,16.7,16.023624
544,544,544,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,544,16.7,16.503067
547,547,547,ClC(Cl)C#N,547,17.4,17.102097
555,555,555,CCOC(=O)OCC,555,15.1,15.741155
559,559,559,CCOC(=O)CC(=O)OCC,559,16.1,16.189241
568,568,568,CCCCOCCOCCOCCCC,568,15.8,15.830426
576,576,576,COCCOCCO,576,16.2,16.08444
580,580,580,CCCCCCOCCCCCC,580,16.0,15.864717
587,587,587,COCOC,587,15.0,15.001345
595,595,595,CSSC,595,17.6,15.177429
601,601,601,COC(=O)\C=C/C(=O)OC,601,16.3,16.845633
603,603,603,COC(=O)c1ccccc1C(=O)OC,603,18.6,18.726738
604,604,604,COC(=O)CCCCCCCCC(=O)OC,604,16.6,16.38857
607,607,607,CSC,607,16.1,16.796816
611,611,611,CC(=C)C1CCC(=CC1)C,611,17.2,17.199299
616,616,616,N(c1ccccc1)c2ccccc2,616,20.0,19.580349
619,619,619,CCCC(=O)CCC,619,15.8,15.706601
633,634,633,CC,633,15.5,13.571379
635,636,635,CCS,635,15.7,16.3074
637,638,637,NCCO,637,17.0,16.961836
652,653,652,CCOC(N)=O,652,16.8,16.008135
655,656,655,CCOC(Cl)=O,655,16.4,16.163887
656,657,656,CCOC(=O)C=Cc1ccccc1,656,18.4,18.923744
666,667,666,CCN=C=S,666,17.2,17.45665
674,675,674,CCC(=O)C=C,674,15.8,15.250024
689,690,689,CCCCOCCOCCCC,689,15.7,15.615015
690,691,690,CCOCCOCC,690,15.4,14.972947
695,696,695,CCOCCOC(=O)C=C,695,15.9,15.815565
696,697,696,CCCCCCOCCO,696,16.0,15.861399
703,704,703,CC(C)OCCO,703,16.0,15.630368
706,707,706,OCCO.O[S](O)=O,706,20.0,18.501348
718,719,718,C1c2ccccc2c3ccccc13,718,21.3,20.055426
736,737,736,OCC1COCO1.OC2COCOC2,736,18.4,17.691458
738,739,738,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,738,16.3,16.30646
740,742,740,CC(=C)C(=O)OCC1CO1,740,16.3,15.366376
750,752,750,CCCC(F)(F)C(F)(F)C(O)(F)F,750,15.1,14.018249
756,758,756,OCCCCCCO,756,15.7,16.272003
757,759,757,CCCCCC(O)=O,757,16.3,15.568188
772,774,772,CCC(=O)OCCC(C)C,772,15.7,15.640348
773,775,773,CC(C)COC(C)=O,773,15.1,15.199456
780,782,780,CC1(C)CO1,780,16.1,16.390863
783,785,783,CC(C)CCCCCO,783,14.4,15.7899885
790,792,790,CC(C)Cl,790,15.0,15.951117
793,795,793,CC(C)CC=O,793,14.7,15.17808
802,804,802,CC(O)C(O)=O,802,17.0,15.773691
807,809,807,O=C1OC(=O)C=C1,807,19.5,18.584646
822,824,822,COC=CC,822,15.0,15.13145
829,831,829,CC(C)CC(C)OC(C)=O,829,15.2,15.577957
833,835,833,CCl,833,15.3,15.84625
842,844,842,COC(=O)c1occc1,842,17.4,18.306915
855,857,855,CCCCCC(C)=O,855,16.2,15.491971
859,861,859,CSc1ccccc1,859,19.6,18.023592
862,864,862,CCC(=O)OC,862,15.5,15.491308
866,868,866,CC1CCC[S]1(=O)=O,866,19.0,17.635693
867,869,867,CSC#N,867,17.3,15.682714
874,876,874,COC(=O)c1ccc(C)cc1,874,19.0,18.145401
879,881,879,C1COCCN1,879,18.0,18.255548
881,883,881,CCCCN(CCCC)C=O,881,15.5,15.771667
885,887,885,CCN(CC)C=O,885,16.4,15.459059
890,892,890,CC(=O)N1CCCCC1,890,18.5,18.217022
898,900,898,CCCCOC(=O)CCC,898,15.6,15.4566145
899,901,899,CCCCC1CCCCC1,899,16.2,16.866577
901,903,901,CCCCOC(=O)C(C)=C,901,15.4,15.724759
908,910,908,CCNC=O,908,16.2,16.061022
920,922,920,CCCCCOC(=O)CC,920,15.8,15.77923
926,928,926,CN1CCCC1c2cccnc2,926,18.5,19.211645
927,929,927,O[N+]([O-])=O,927,13.5,17.308863
933,935,933,O=Nc1ccccc1,933,20.0,19.905252
940,942,940,Brc1ccccc1C=C,940,19.5,19.355686
943,945,943,Clc1ccccc1C=C,943,18.7,18.789202
944,946,944,Sc1ccccc1Cl,944,20.2,20.261173
950,952,950,CCCCc1ccccc1C,950,17.6,17.67782
959,961,959,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,959,12.2,12.32874
961,963,961,OC(=O)C(O)=O,961,17.0,16.606594
970,972,970,CC(=O)c1ccc(Cl)cc1,970,19.6,19.968233
973,975,973,Clc1ccc(C=C)cc1,973,18.7,18.932667
974,976,974,Cc1ccc(Cl)cc1,974,19.1,18.6816
979,981,979,COc1ccc(F)cc1,979,18.7,19.42731
984,986,984,C[n+]1ccc(cc1)c2cc[n+](C)cc2,984,19.5,19.39491
987,989,987,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,987,21.5,20.085863
994,996,994,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,994,10.6,14.134444
997,999,997,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,997,12.4,12.457153
1024,1026,1024,CCCCl,1024,16.0,16.31092
1029,1031,1029,CC(O)CCl,1029,16.8,16.691677
1039,1041,1039,CC(O)COc1ccccc1,1039,17.4,18.158556
1040,1042,1040,CCCOCC(C)O,1040,15.8,15.401197
1041,1043,1041,CC1CN1,1041,17.8,16.480621
1046,1048,1046,[nH]1cccn1,1046,20.2,19.806751
1050,1052,1050,Oc1cccc(O)c1O,1050,20.7,18.965857
1061,1063,1061,NCCc1c[nH]c2ccc(O)cc12,1061,18.0,19.320513
1066,1068,1066,C=Cc1ccccc1,1066,18.6,18.837063
1078,1080,1078,OC(=O)c1ccc(cc1)C(O)=O,1078,20.0,18.988297
1088,1090,1088,O=[S]1CCCC1,1088,18.2,16.101759
1096,1098,1096,OC(=O)CS,1096,16.0,16.56336
1101,1103,1101,CC1=CNC(=O)NC1=O,1101,19.0,20.04385
1106,1108,1106,O=C\C=C\c1ccccc1,1106,19.4,18.748877
1107,1109,1107,C/C=C/C#N,1107,16.4,15.838635
1110,1112,1110,CCCCOB(OCCCC)OCCCC,1110,16.7,15.8296
1117,1119,1117,FC(Cl)(Cl)Cl,1117,15.3,16.898796
1132,1134,1132,FC(F)F,1132,14.4,13.194587
1138,1142,1138,Cc1ccc(c(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1138,19.5,19.042324
1143,1147,1143,CCCCC#N,1143,15.3,15.795899
1146,1150,1146,CCCCC(CC)COC=C,1146,15.6,15.493714
1159,1163,1159,C=COC=C,1159,14.8,15.162156
1170,1174,1170,CCO[S](CC)C=C,1170,16.4,16.239231
