,number,actual,predict,SMILES
63,535,-0.44,-2.1745986938476562,OC1CCCCC1
64,579,-0.63,-0.5786404013633728,ClCCl
65,284,-1.99,-0.9869377017021179,CCC#CCC
66,710,1.12,0.2669072151184082,OCC(O)CO
67,711,-0.6,-0.8349141478538513,CC(=O)OCC(COC(=O)C)OC(=O)C
68,259,-2.94,-4.4499640464782715,CCCCCCCCCC(C)O
69,1090,-2.523,-1.3799097537994385,Cn1cnc2n(C)c(=O)[nH]c(=O)c12 
70,1029,-4.376,-4.106706142425537,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2
71,586,-2.35,-2.2756080627441406,CCOC(=O)c1ccccc1C(=O)OCC
72,727,-0.4,-0.5187973380088806,O=C1CNC(=O)N1 
73,890,-3.54,-4.729006767272949,Clc1ccccc1I
74,639,-6.124,-4.4926581382751465,CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O
75,231,-0.49,-0.7640969753265381,CCCC(C)(C)O
76,241,-5.84,-5.7201104164123535,Cc1ccc2c(ccc3ccccc32)c1
77,123,-8.94,-7.393189430236816,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl
78,1100,-2.273,-1.5058430433273315,Sc1nccc(=O)[nH]1 
79,373,-3.85,-3.6113994121551514,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O 
80,283,-5.886,-5.055544853210449,O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
81,288,-0.72,-0.8288195133209229,CCC(C)CCO
82,236,-0.47,-0.4606435298919678,CCC(C)CO
83,576,-3.896,-4.552201271057129,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
84,89,-2.96,-2.500232696533203,CCCCI
85,111,-2.68,-2.116877555847168,CCCC=C
86,100,-3.54,-4.4098334312438965,O=N(=O)c1cccc2ccccc12
87,870,-3.561,-4.325501918792725,CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O
88,519,-9.332,-7.662328243255615,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67
89,414,-4.2,-4.744767189025879,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1
90,172,-3.22,-3.1874446868896484,Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
91,477,-1.83,-3.162760019302368,c1c(NC(=O)OC(C)C(=O)NCC)cccc1
92,130,-8.56,-6.572294235229492,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl 
93,702,-1.995,-1.8624684810638428,COP(=S)(OC)SCC(=O)N(C)C=O
94,709,-2.337,-3.223875045776367,CCC1(CCC(=O)NC1=O)c2ccccc2 
95,222,-2.09,-2.7797465324401855,CC(C)I
96,833,-2.436,-2.8021442890167236,Cc1cc(=O)[nH]c(=S)[nH]1
97,355,-4.73,-4.061678409576416,c3ccc2c(O)c1ccccc1cc2c3 
98,248,-2.28,-2.2483925819396973,Oc1ccc2ccccc2c1
99,943,-2.78,-4.650012493133545,c1ccc2c(c1)cnc3ccccc23 
100,117,-9.16,-7.5561652183532715,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl
101,174,-0.92,-2.0792768001556396,CC(C)CC(C)(C)O
102,108,-3.66,-3.617032766342163,CCCCCCC#C
103,327,-2.593,-1.5761644840240479,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C
104,209,-1.17,-0.7754748463630676,CCC(CC)CO
105,656,0.15,-0.36142754554748535,CCOC=O
106,406,0.651,-0.8866284489631653,CNC(=O)C=C(C)OP(=O)(OC)OC
107,140,-1.52,-1.465135097503662,CCCC(C)(C)CO
108,1041,-5.153,-3.9532718658447266,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 
109,381,-3.04,-2.52662992477417,CCNc1nc(NC(C)C)nc(SC)n1
110,10,-4.63,-5.700185298919678,Clc1cc(Cl)c(Cl)c(Cl)c1
111,282,-0.83,-1.0991785526275635,CCCC(=O)CC
112,211,-2.46,-1.2221812009811401,CCCC=C(CC)C=O
113,1024,-1.77,-1.2488062381744385,C1SC(=S)NC1(=O)
114,154,-4.8,-2.4817750453948975,CC(C)C(C)C(C)C
115,853,-3.03,-3.62890625,CCN(CC)c1ccccc1
116,722,-8.4,-6.762248992919922,CCCCCCCCCCCCCCCC
117,634,0.7,0.25446781516075134,OCC(O)C(O)CO
118,96,-5.85,-5.686809539794922,Cc1cccc2c1ccc3ccccc32
119,662,-0.66,-0.6581327319145203,CCOC(=O)CC
120,612,-7.32,-4.62437629699707,C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21
121,244,-2.55,-2.875912666320801,CC(C)C
122,821,-0.46,-0.9889621138572693,COC(=O)c1cccnc1 
123,49,-4.14,-4.849774360656738,Cc1ccc(C)c2ccccc12
124,1046,-3.535,-5.049964904785156,C2c1ccccc1N(CCF)C(=O)c3ccccc23 
125,895,-1.82,-0.41833704710006714,NC(=O)c1ccccc1O
126,788,-2.518,-3.551849365234375,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
127,415,-1.19,-2.2772085666656494,O=Cc1ccccc1
128,137,-1.04,-1.1404447555541992,CCC(C)(C)CO
129,270,-1.4,-1.0475434064865112,Cc1cc(C)cc(O)c1
130,153,-2.67,-3.756098747253418,Oc1ccc(Cl)c(Cl)c1Cl
131,1082,-4.02,-4.144233703613281,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl 
132,652,-2.32,-2.485410213470459,CCOC(=O)c1ccccc1
133,103,-5.05,-5.04625129699707,CCCCCCCC=C
134,572,-4.6,-5.5070037841796875,o1c2ccccc2c3ccccc13
135,84,-7.0,-5.9907026290893555,CCCCCCCCCCCCCCCCO
136,499,-3.38,-4.561271667480469,CC(C)OC(=O)Nc1cccc(Cl)c1
137,671,-8.6,-5.232529640197754,CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3
138,286,-0.18,-0.9348204731941223,CC(C)C(C)O
139,877,-2.22,-0.8116971254348755,O=N(=O)OCC(CON(=O)=O)ON(=O)=O 
140,707,-4.571,-3.518540382385254,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23
141,176,-1.3,-1.8950843811035156,CC(C)C(=O)C(C)C
142,106,-2.39,-3.3662548065185547,CCCCCCCCO
143,369,0.15,-1.3701187372207642,C=CC#N
144,352,-0.854,-0.9774064421653748,Cc2cnc1cncnc1n2
145,697,-4.445,-4.751520156860352,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F
146,956,-5.233,-5.93405294418335,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12
147,958,-2.932,-3.055983066558838,c1cC2C(=O)NC(=O)C2cc1
148,1025,-3.685,-1.417959451675415,Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C
149,539,-3.06,-2.181318759918213,O=C2NC(=O)C1(CCCCC1)C(=O)N2
150,1030,-3.672,-3.9074206352233887,O2c1ccccc1N(C)C(=O)c3cccnc23 
151,981,-2.21,-1.8881926536560059,CCC1(C(C)C)C(=O)NC(=O)NC1=O 
152,497,-1.06,-0.9340954422950745,ClCC
153,0,-2.18,-1.9154331684112549,ClCC(Cl)(Cl)Cl
154,583,-4.95,-2.0418541431427,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2
155,680,-4.7,-4.374797821044922,CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2
156,838,-1.26,-1.0303173065185547,Cc1ncc(N(=O)=O)n1CCO 
157,945,-4.805,-4.254518032073975,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
158,797,-1.807,-1.0038138628005981,CCCC(C)(COC(N)=O)COC(N)=O 
159,1022,-2.696,-3.345233917236328,CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3
160,1140,-4.925,-4.207486629486084,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C
161,524,-5.382,-6.4026970863342285,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2
162,989,-4.43,-3.226743698120117,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
163,187,-3.0,-3.2678170204162598,Cc1c(cccc1N(=O)=O)N(=O)=O
164,887,-0.72,-0.5336683392524719,Nc1ccccc1O
165,424,-7.8,-6.87973690032959,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43
166,470,-0.876,-1.05191969871521,Cn1cnc2n(C)c(=O)n(C)c(=O)c12
167,770,-3.021,-4.186681270599365,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 
168,1137,-3.93,-2.406226396560669,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 
169,761,-6.49,-5.0622968673706055,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O
170,718,-4.53,-4.2978997230529785,CCCCCCC
171,157,-2.67,-3.3831140995025635,Oc1cc(Cl)cc(Cl)c1Cl
172,468,-4.06,-4.172447204589844,CCCCc1ccccc1
173,237,-5.08,-4.549135684967041,CCCCCC(C)C
174,26,-0.77,-1.2528061866760254,CCOCCOCC
175,194,-2.23,-3.5700879096984863,Cc1ccccc1Br
176,923,-2.92,-3.345094919204712,Clc1ccc(cc1)N(=O)=O
177,129,-4.36,-3.076641321182251,CC(C)C(C)(C)C
178,105,-8.4,-6.26204776763916,CCCCCCCCCCCCCCCCCCO
179,775,-4.64,-1.5385394096374512,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
180,664,-0.85,-1.6498838663101196,CCOC=C
181,591,-6.02,-4.85963249206543,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2
182,313,-1.4,-1.1699539422988892,CCCC(O)CCC
183,1034,-4.554,-3.364851474761963,CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 
184,249,-0.62,-1.2392921447753906,CC(C)N(=O)=O
185,811,-0.22,-0.757636308670044,COC(=O)C=C
186,428,-2.616,-2.433579444885254,CCOC(=O)c1ccc(N)cc1
187,1109,-2.54,-2.1473848819732666,CC/C=C/C
188,819,1.34,0.18497586250305176,CNN
189,768,-3.27,-2.9237968921661377,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3
190,1062,-2.82,-2.9716410636901855,C=Cc1ccccc1
191,874,-0.22,-0.39509299397468567,CCN(=O)=O
192,837,-2.564,-2.896604537963867,COc1ccc(NC(=O)N(C)C)cc1Cl
193,240,-1.11,-0.8002040982246399,CCCC(C)CO
194,897,-1.96,-2.397352933883667,Nc1ccccc1N(=O)=O
195,360,0.54,-0.8640665411949158,COP(=O)(NC(C)=O)SC 
196,417,-1.64,-0.8498339056968689,c1ccccc1
197,11,-4.0,-5.240816116333008,Clc1cccc(Cl)c1Cl
198,609,0.35,0.15003059804439545,OC1C(O)C(O)C(O)C(O)C1O
199,444,-4.445,-5.117404460906982,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 
