,number,actual,predict,SMILES
72,439,-4.62,-3.779264211654663,C(Cc1ccccc1)c2ccccc2
73,233,-6.96,-5.6256208419799805,Cc1ccc2cc3ccccc3cc2c1
74,1039,-4.799,-4.819246292114258,C2c1ccccc1N(CCF)C(=O)c3ccccc23 
75,1063,-1.6,-4.18430233001709,C1OC1c2ccccc2 
76,1051,-3.09,-3.4416446685791016,CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C
77,372,-3.26,-2.4653334617614746,CCc1cccc(CC)c1N(COC)C(=O)CCl 
78,972,-2.41,-2.8880484104156494,COc1ccc(cc1)N(=O)=O
79,171,-2.05,-1.8612958192825317,Cc1cc(C)c(O)c(C)c1
80,529,-1.655,-1.7783969640731812,O=C2NC(=O)C1(CCC1)C(=O)N2
81,316,1.02,0.256412535905838,Oc1ccncc1
82,30,-5.6,-3.510129451751709,Brc1cc(Br)cc(Br)c1
83,208,0.51,-0.3484227955341339,CCc1ccccn1
84,457,-4.19,-3.4158453941345215,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC 
85,699,-3.37,-2.7458057403564453,OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F
86,719,-4.92,-4.167477130889893,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl
87,390,-2.596,-3.546466827392578,COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 
88,1002,-1.34,-2.7500674724578857,CCCOC(C)C
89,906,-3.952,-3.0850918292999268,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O 
90,590,-4.16,-4.068493366241455,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2
91,461,-2.57,-1.2343825101852417,CCCC
92,23,-1.06,-0.03525923937559128,ClCCCl
93,836,-1.803,-1.5544846057891846,c1ccccc1(OC(=O)NC)
94,829,-3.3,-2.6202940940856934,CC1CCCC1
95,1142,-3.79,-3.0608153343200684,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O
96,526,-3.15,-4.349941730499268,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1
97,624,-1.456,-2.5636186599731445,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O
98,726,-5.21,-5.406043529510498,CCCCCCc1ccccc1
99,1088,0.94,-0.04418858885765076,CN(C)C(=O)N(C)C 
100,443,-2.523,-2.6521410942077637,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O 
101,589,-4.07,-2.5329833030700684,CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 
102,596,-6.637,-4.894032001495361,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1
103,1096,-3.091,-2.767258882522583,CCSCCSP(=S)(OC)OC
104,936,-6.08,-5.359560966491699,CCCCCC1CCCC1
105,7,-0.43,-1.792105793952942,CCOC(C)OCC
106,620,-4.23,-3.79683780670166,CCOP(=S)(OCC)SCCSCC
107,1020,-5.82,-6.839504241943359,Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl
108,577,-4.4,-3.4547805786132812,CCCCOC(=O)c1ccccc1C(=O)OCCCC 
109,8,-4.57,-6.385064601898193,Clc1ccc(Cl)c(Cl)c1Cl
110,1134,-1.95,-0.43835514783859253,Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O 
111,277,-4.47,-3.7768714427948,O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3
112,67,-1.94,-2.296330213546753,CCC=C
113,857,-3.57,-4.239227771759033,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 
114,9,-4.37,-4.385520935058594,C1CCc2ccccc2C1
115,938,-6.291,-6.653428554534912,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2
116,807,-2.928,-3.681640863418579,COCCCNc1nc(NC(C)C)nc(SC)n1
117,297,-2.42,-3.121692180633545,Cc1c[nH]c2ccccc12 
118,939,-8.804,-7.194692611694336,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
119,834,-2.73,-2.3827779293060303,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl 
120,800,-0.9,-2.1243515014648438,C
121,551,-1.155,-0.7146341800689697,Nc1cc[nH]c(=O)n1 
122,700,-8.003,-5.394371032714844,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
123,743,-1.6,-2.0128486156463623,CCI
124,802,-2.925,-3.1557021141052246,Cc1ccccc1n3c(C)nc2ccccc2c3=O
125,74,-3.93,-4.799131393432617,Clc1cccc2ccccc12
126,29,-0.59,-0.6607227325439453,CC1CO1
127,672,-4.735,-2.178182363510132,CCOC(=O)c1cncn1C(C)c2ccccc2
128,507,-5.43,-5.600288391113281,c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) 
129,598,-2.24,-2.9153575897216797,CC(C)SC(C)C
130,805,-0.985,-1.191853642463684,COc1ccccc1OCC(O)COC(N)=O
131,324,-2.692,-2.9737157821655273,CC(=O)Nc1ccc(cc1)N(=O)=O
132,295,-7.92,-7.3334150314331055,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2
133,935,-4.64,-4.835829257965088,CCCCCc1ccccc1
134,151,-6.29,-6.283098220825195,Clc1ccc(cc1)c2cccc(Cl)c2Cl 
135,1011,-2.878,-2.351608991622925,Nc2cnn(c1ccccc1)c(=O)c2Cl
136,556,-7.15,-6.827026844024658,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
137,1136,0.96,0.17962658405303955,NC(=O)N
138,645,-5.54,-3.733356237411499,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
139,485,-2.111,-2.1801700592041016,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O
140,957,-4.862,-3.4712095260620117,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1
141,79,-4.8,-5.197354316711426,CCCCCCCCCCCCO
142,922,-4.03,-4.010427951812744,Clc1ccc(I)cc1
143,496,-1.9,-2.061466693878174,ClC(Br)Br
144,550,-8.017,-6.6337432861328125,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
145,118,-8.01,-8.100031852722168,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl 
146,216,-1.55,-1.7693569660186768,CCCCCC(C)O
147,421,-8.699,-7.220822811126709,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
148,1095,-1.62,-0.8509814739227295,CNC(=O)ON=C(CSC)C(C)(C)C 
149,575,-1.85,-3.426781177520752,CCCCOCCCC
150,434,-1.16,-2.6113929748535156,c2ccc1ocnc1c2
151,587,-1.34,-2.086667776107788,CCSCC
152,98,-2.22,-2.8654913902282715,Oc1cccc2ccccc12
153,893,0.85,0.05040469765663147,CCOC(=O)N
154,736,-3.04,-4.449577331542969,C1Cc2ccccc2C1
155,976,-4.12,-4.2548089027404785,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O
156,1102,-3.9,-2.3130252361297607,CN(C)C(=S)SSC(=S)N(C)C 
157,694,-1.8,-1.3324189186096191,Fc1ccccc1
158,185,-1.29,-1.2015354633331299,Cc1cccc(C)c1O
159,272,-5.071,-4.271287441253662,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
160,494,-0.092,-0.019664734601974487,ClCC#N
161,737,-3.586,-3.9913721084594727,CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O 
162,478,-2.8,-3.131265640258789,CNC(=O)Oc1cccc2CC(C)(C)Oc12
163,119,-9.15,-7.78474235534668,Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl 
164,633,-3.62,-2.062527656555176,Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3
165,1084,-7.96,-6.818764686584473,CCCCCCCCCCCCCC
166,689,-5.613,-3.9893953800201416,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
167,979,-4.65,-4.421611309051514,CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C 
168,1111,-4.88,-4.013020038604736,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl
169,358,-4.63,-6.134828567504883,C1Cc2cccc3cccc1c23
170,331,-1.99,-3.157747745513916,Oc2ccc1CCCCc1c2 
171,292,-0.98,-0.9236655235290527,CCCC(C)(O)CC
172,779,-3.37,-1.3169952630996704,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
173,856,-2.28,-2.342851161956787,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
174,271,0.38,-0.41780218482017517,Cc1cncc(C)c1
175,677,-3.3,-3.2531344890594482,Cc1occc1C(=O)Nc2ccccc2
176,274,-4.88,-4.473790168762207,c1c(Cl)cccc1c2ccccc2
177,622,-3.8,-3.3171544075012207,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
178,1110,-3.61,-3.071603775024414,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2
179,655,-4.1,-4.3630218505859375,CCCCCCCCCC(=O)OCC
180,135,-5.05,-3.772143840789795,CC(C)CCC(C)(C)C
181,451,-4.93,-4.263993263244629,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 
182,61,-3.81,-4.298050880432129,CCCCCCBr
183,50,-3.39,-2.534419536590576,O=N(=O)c1ccc(cc1)N(=O)=O
184,879,-1.28,-0.8876291513442993,CNc1ccccc1
185,362,-1.33,-2.0054397583007812,CC(=O)Nc1ccccc1
186,738,-2.16,-2.8855297565460205,c2ccc1[nH]ncc1c2 
187,1010,-0.667,0.22939589619636536,NC(=O)c1cnccn1
188,5,-1.29,-1.971434473991394,CC(Cl)Cl
189,366,-3.59,-2.7155425548553467,CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C 
190,898,-1.96,-2.6627607345581055,COc1ccccc1N(=O)=O
191,582,-6.29,-6.524257659912109,ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl
192,467,-3.68,-3.700272798538208,CCSC(=O)N(CC(C)C)CC(C)C
193,886,-6.51,-6.096888065338135,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl 
194,161,-2.4,-2.421236753463745,CC(=C)C(=C)C
195,1124,-5.752,-6.016937255859375,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl
196,500,-2.0,-2.211277484893799,ClC(Cl)(Cl)N(=O)=O
197,692,-6.0,-6.986110687255859,c1ccc2c(c1)c3cccc4cccc2c34
198,250,-2.74,-3.269273281097412,CCCCCCCC(C)O
199,199,-2.46,-2.742947816848755,COc1ccccc1Cl
