,smiles,actual,predict
115,C1CCOC1,8.0,6.2876782
116,COC(C)CCO,13.6,12.101593
117,CC,0.0,1.4625568
118,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.315778
119,CF,9.5,2.7760077
120,CCc1ccc(CC)cc1,0.6,2.1424663
121,CCCCC(CC)COC=C,4.2,4.277992
122,CCCCCCOCCO,11.4,11.349874
123,CCSC,2.5,5.908054
124,C=CCC#N,5.6,6.101416
125,CC(F)=O,5.7,7.0268097
126,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,9.0,12.166033
127,CCCCCCCCCCCC,0.0,0.74240774
128,CCC(=O)OCCC(C)C,5.6,4.666508
129,CCOC(=O)CC(C)=O,8.3,8.230031
130,C1CC[C@@H]2CCCC[C@H]2C1,0.0,4.1065006
131,COCC(C)O,11.6,11.935007
132,CC(Cl)(Cl)[N+]([O-])=O,4.3,5.2638855
133,CCCC(OCC)OCC,4.6,6.3738494
134,S=C1CCCO1,6.2,6.63087
135,CC#C,9.2,4.1771297
136,OCC1CCCO1,12.9,15.342147
137,CCCCOCCOCCCC,4.2,6.1590657
138,COC1CCCC1,4.3,3.673497
139,IC(=C)C=C,6.2,6.2775664
140,COC(C)OC,4.9,6.70414
141,ClC=CCl,3.2,4.442981
142,N#CC1CC1,5.7,5.4175987
143,CCOC(=O)CC,4.9,6.268617
144,CCSCCCl,6.1,4.7267356
145,o1cccc1,5.3,9.536687
146,[O-][N+](=O)c1ccc(Cl)c(Cl)c1,4.1,4.2871614
147,OCCOC(=O)C=C,13.4,6.381241
148,O=[S]1(=O)CCCO1,9.0,11.740978
149,COC(C)(C)CCO,12.9,10.961364
150,C1COCO1,9.3,9.760463
151,CC1(C)CO1,5.8,8.750953
152,ClCCCCCl,2.8,1.8332453
153,ClC(Cl)C=O,7.5,7.332665
154,ClC1CC1,2.2,1.9551313
155,Cc1ccc(Cl)cc1[N+]([O-])=O,3.8,3.377591
156,CCOCCOC(=O)C=C,9.3,6.818731
157,Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2,16.3,14.621956
158,CC1=CCC2CC1C2(C)C,3.1,3.2748427
159,CCCO[N+]([O-])=O,4.1,7.4221797
160,ClC(Cl)(Cl)Br,6.0,0.616288
161,C1CCOCC1,6.0,5.5023565
162,O=C1OCCO1,5.1,8.0725565
163,ClCCOCCCl,5.7,5.0256376
164,CC1OCCO1,5.8,9.42241
165,CC(C)OCCO,13.1,12.071021
166,CC(=O)OC(C)(C)C,6.0,5.797189
167,N(c1ccccc1)c2ccccc2,5.9,3.7390292
168,CCCCOCCCC,3.2,5.6170635
169,C#Cc1ccccc1,4.0,4.6784635
170,[O-][N+](=O)c1cc(F)ccc1F,3.7,3.9555886
171,CN(C)Cl,7.9,4.7638583
172,CCC#N,5.5,5.512735
173,CCCOC(=O)CC,5.7,6.6044416
174,CC(C)=CCl,4.2,5.893164
175,CC(Br)Br,8.8,9.740759
176,OCC(O)C1OC(=C(O)C1=O)O,25.5,19.32226
177,CCCCOC(=O)CCC,5.6,6.343702
178,CCCCS,4.5,7.692615
179,CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,10.1,10.680177
180,[O-][N+](=O)c1ccc(Br)cc1C(F)(F)F,4.9,5.012376
181,CCOC(=O)CC(=O)OCC,8.3,8.171302
182,OCCO.O[S](O)=O,5.1,15.750282
183,CCN,10.7,10.624918
184,Clc1ccccc1C=C,3.9,3.8506148
185,CN=C=O,2.5,9.67039
186,OC(=O)C(Cl)=C,12.4,13.167467
187,C\C=C(/C)C=O,6.8,5.808914
188,Nc1ccc(Cl)cc1Cl,10.0,11.012744
189,CCCCCO,13.9,11.509916
190,CCCOCCOCCO,11.3,8.81318
191,CC1(C)C2CCC1C(=C)C2,3.1,3.685117
192,OC1CCOC1,16.3,15.773868
193,FC(F)(F)c1cc(Cl)ccc1Cl,2.4,3.9395697
194,CCCCOCCOCCO,6.0,11.658571
195,CCC(=O)C=C,4.5,4.8059907
196,CC1CN1,6.5,7.242825
