,smiles,actual,predict
48,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,20.1,19.522272
49,CCCOC=O,15.5,15.536691
50,ClC1CCCCC1,17.3,17.417807
51,[O-][O+]=O,19.8,16.645884
52,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,12.4,14.168857
53,C[C](C)=[C]=[CH2],15.1,15.856753
54,COc1ccc(N)cc1,19.5,19.48054
55,ClCNCCl,16.5,17.818407
56,CBr,17.0,16.2106
57,CCCCCCOCCCCCC,16.0,16.540098
58,C[S](C)(=O)=O,19.0,17.851505
59,CCCCc1ccc(C)cc1,17.4,18.037453
60,CCCCCCCCCCCCCO,16.2,16.658278
61,CCCCOC(=O)c1ccccc1,18.3,18.72211
62,CC(Cl)Cl,16.5,17.093056
63,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.0,12.326987
64,CCOC(=O)CCC(=O)OCC,16.2,16.653734
65,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,19.5,19.057812
66,SCC=C,16.4,16.255325
67,ClC(=O)c1ccc(Cl)cc1,19.9,20.345682
68,CCOCC(C)OC(C)=O,15.6,16.053457
69,CC(C)=CC(C)=O,16.4,15.685157
70,O=[S]1CCCC1,18.2,17.359024
71,CCCC(C)=O,16.0,16.055162
72,Cl[S](Cl)(=O)=O,17.6,18.116964
73,COC(C)COC(C)COC(C)=O,16.3,15.504382
74,CC(=C)C1CCC(=CC1)C,17.2,17.479303
75,C1CCC=CC1,17.2,17.117525
76,OCCO,17.0,16.110836
77,CCCC(=O)N(C)C,16.4,16.095201
78,Fc1ccccc1,18.1,18.669828
79,CCCCCCCC,15.5,16.124949
80,C1CC[C@@H]2CCCC[C@@H]2C1,17.6,18.024
81,N#Cc1ccccc1,18.8,19.410679
82,OCC(Br)=C,17.1,16.92692
83,C=CCC#N,16.2,16.544777
84,OCCOCc1ccccc1,17.8,18.918875
85,CC(C)C=C,14.0,14.939229
86,O=C1C=C2NC=CC2=CC1=O,19.5,18.84825
87,C1COC=CC1,17.5,17.03704
88,O=C=O,15.7,15.682734
89,Cc1ccc(F)c(F)c1F,17.5,18.010462
90,CCOC(Cl)=C,16.8,15.990903
91,CC(=O)N1CCCC1=O,17.8,17.844292
92,COC(=O)CCCCCCCCC(=O)OC,16.6,16.597555
93,C1CSCCO1,19.0,17.966469
94,O=Nc1ccccc1,20.0,20.0249
95,NCCNCCN,16.7,17.262308
96,ClCc1ccccc1,18.8,19.396177
97,COC=C,14.9,15.27188
98,Cc1ccc(N)c(Cl)c1,19.7,19.736506
99,COC(C)(C)C.OCCO,15.3,16.329195
100,CC(C)CCCCCCOCCCCCCC(C)C.OC(=O)C1CCCCC1C(O)=O,16.4,16.561865
101,CC(C)CCCCCO,14.4,15.674825
102,C1COCCO1,17.1,17.77696
103,CN(C)CCOC(=O)COc1ccc(Cl)cc1,16.0,19.050335
104,C1CC1,17.3,16.921814
105,CCCC=C,13.9,15.133392
106,CC(=O)C=O,15.5,15.93313
107,CCOC1CCC(OCC)O1,16.6,17.129332
108,CCN(CC)C=O,16.4,16.512812
109,CCCCCCCCCCCCOC(=O)C(C)=C,14.4,16.554096
110,Cc1ccc(Cl)c(Cl)c1,19.8,19.762646
111,CCCOC(C)COC(C)CO,15.6,15.797447
112,[O-][N+](=O)C(Cl)(Cl)Cl,17.6,18.54769
113,COc1ccc(C=CC)cc1,18.5,18.729609
114,CSC#N,17.3,16.708708
115,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,21.5,20.562706
116,COC(=O)\C=C/C(=O)OC,16.3,16.76382
117,COC(C)=C,14.8,15.0570755
118,OCCCCO.OC(=O)C=C.OC(=O)C=C,16.8,16.742891
119,CO,14.7,15.082921
120,CCOC(=O)C(C)O,16.0,15.953055
121,CCOC(=O)OCC,15.1,15.811936
122,CC(=O)OCC#C,16.3,15.97453
123,CC1CCC[S]1(=O)=O,19.0,18.552572
124,ClB(Cl)Cl,16.6,18.320116
125,CC(N)=O,17.3,16.861565
126,CC[S](Cl)(=O)=O,17.7,17.571884
127,CCOC=O,15.5,15.773849
128,SCCS,17.9,16.265928
129,CCOCC=C,15.0,15.812264
130,IC(I)I,20.2,19.374039
131,ClCC(Cl)=CCl,17.8,17.993603
132,COCCC(C)OC,15.6,15.729592
133,CC(Br)=O,16.7,17.088303
134,O=C(c1ccccc1)c2ccccc2,19.5,19.691256
135,C1CNCCN1,17.3,18.579607
136,CCCC(=O)OC=C,15.6,16.026443
137,CCN(CC)CC,15.5,15.451655
138,COCCC#N,16.6,16.065924
139,CC(=O)C#N,15.9,16.389
140,OC(=O)C(Cl)Cl,18.2,18.213694
141,Cc1ccccc1,18.0,18.472948
142,ClCOCCl,17.2,17.938398
143,CC(C)COC(=O)C=C,15.5,15.599966
144,[O-][N+](=O)C([N+]([O-])=O)[N+]([O-])=O,15.5,16.868017
145,CCC(=O)OC(=O)CC,15.8,16.393995
146,N[C@@H](Cc1ccc(O)cc1)C(O)=O,17.5,18.414993
147,c1ccc(cc1)C#Cc2ccccc2,18.0,18.114723
148,CC(C)CCOC(C)=O,15.3,15.602786
149,ClP(Cl)Cl,18.4,18.295275
150,CCCC[S](=O)CCCC,16.4,17.04637
151,CC(=O)N1CCCCC1,18.5,17.993887
152,CC#N,15.3,14.3030405
153,Oc1ccc(Cl)cc1Cl,20.0,20.488174
154,COc1ccc(C=O)cc1,19.4,19.142223
155,CCCCCCCCCCO,16.0,16.528072
156,C[C@@H]1CCC(=C(C)C)C(=O)C1,17.5,17.84531
157,N#CC#N,15.1,16.877419
158,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,20.0,20.5677
159,CC(C)c1ccc(C)cc1O,19.0,19.01055
160,C1CO1,15.6,16.906542
161,CCCCOCCOCCO,16.0,16.280933
162,CCC(=O)OC=C,15.6,15.940721
163,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,19.2,19.557302
164,C=CCOC=O,15.7,15.440932
165,CC(C)(O)C#N,16.6,15.675057
166,ClC=C(Cl)Cl,18.0,17.322723
167,Brc1ccccc1C=C,19.5,19.387197
168,CC(=O)OC(C)=O,16.0,16.380674
169,CCOCCOCCOCC,15.8,16.374542
170,COc1ccc(F)cc1,18.7,18.689213
171,CC(=C)C=C,14.7,15.353044
172,CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C,16.8,18.031729
173,BrCC=C,16.5,18.189505
174,CC(C)Br,15.5,16.585142
175,C=CC=C,14.8,15.5096245
176,Cl[P](Cl)(Cl)=O,18.1,17.152378
177,CCCC(Cl)=O,16.8,16.632662
178,CCC(=O)CC,15.8,15.880556
179,CCCOC#C,15.4,15.663579
180,CC(Cl)=CCl,17.0,17.26098
181,NC=O,17.2,16.239439
182,O=C1CCCCCC1,17.2,18.293674
183,Nc1ccccn1,20.4,20.539923
184,CCO[S](CC)C=C,16.4,16.206673
185,NC(N)=S,20.0,18.95149
186,C[Si](C)(C)O[Si](C)(C)C,12.6,12.692405
187,CCOc1ccccc1Cl,19.2,19.048418
188,N#CCC#N,17.0,17.93756
189,CCCC[S](OCC)C=C,16.5,16.148901
190,CC(Cl)[N+]([O-])=O,16.8,17.112415
191,C=C\C=C/C#N,16.2,16.084826
192,CC(O)COC(C)CO,16.5,16.41065
193,c1ccc2nc3ccccc3cc2c1,20.0,20.5588
194,ClCCOC=C,16.3,16.479723
195,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,16.7,16.58502
196,CCN1CCOCC1,17.7,17.458345
