,smiles,actual,predict
63,ClC(Cl)c1ccccc1,19.0,19.09824
64,O=C1CCCCCCCCC1,16.8,17.487051
65,CC(O)=O.CC(O)=O.OCC(O)CO,16.4,17.009233
66,CCCCC,14.5,14.920382
67,O=CN1CCCCC1,18.7,18.375633
68,C1OCOCO1,18.7,17.627642
69,COc1cc(CC=C)ccc1O,19.0,19.157906
70,CC=NO,16.3,16.235682
71,CCC#C,15.1,15.710062
72,C/C=C/C(O)=O,16.8,16.822336
73,c1ccnnc1,20.2,19.239054
74,FC(F)(Cl)Cl,14.9,14.785106
75,O=C1CCCN1C2CCCCC2,18.2,18.438587
76,c1ccc2ncccc2c1,20.5,20.081144
77,NCCc1ccc(O)c(O)c1,18.2,19.450945
78,OC=O,14.6,16.86992
79,Cc1cccc(C)c1O,19.1,18.08214
80,COCC=C,15.0,15.028394
81,C1CCCC1,16.4,16.747135
82,CCCCN(CCCC)C=O,15.5,16.55285
83,Brc1ccc(cc1)C#N,20.4,19.43632
84,Oc1c(Cl)cccc1Cl,20.1,19.838377
85,COC=CC,15.0,15.643305
86,CC[N+]([O-])=O,16.0,15.446886
87,C/C=C/C(=O)OC=C,15.9,15.907921
88,CO[P](C)(=O)OC,16.7,16.571062
89,O=C1Oc2ccccc2C=C1,20.0,19.892246
90,[SiH3]C=C,15.5,17.706339
91,Cc1ccc(O)cc1C,19.2,18.400011
92,CCCC(C)O,15.6,15.932501
93,OC(=O)c1[nH]c2cc(O)c(O)cc2c1,19.5,20.105688
94,Cc1ccc(O)c(c1)C(C)(C)C,17.3,18.26281
95,CC(=C)C(=O)OCC1CO1,16.3,16.966223
96,CCOC(=O)CCCCC(=O)OCC,16.4,16.467657
97,CC(C)(c1ccc(O)cc1)c2c(Br)cc(OBr)c(Br)c2Br,20.2,19.785467
98,OCC(Cl)CCl,17.5,17.991625
99,OCCNCCO,17.2,16.564642
100,CC(C)(O)CN,16.1,15.697566
101,COc1ccccc1Br,19.8,19.547815
102,Clc1ccc(C=C)cc1,18.7,19.135704
103,BrC(Br)Br,20.0,17.902636
104,CC(CCl)OC(C)CCl,19.0,16.174423
105,Fc1ccccc1Cl,19.4,18.800402
106,CC(C)CC(C)=O,15.3,15.936503
107,C=CSC=C,16.5,16.445822
108,Oc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,19.5,19.650148
109,CCOC(=O)C(=O)OCC,16.2,16.28206
110,Nc1ncnc2nc[nH]c12,20.0,20.068886
111,CCCC(N)=O,16.9,17.378185
112,CCCCCCCCC=C,15.6,15.841112
113,CCCCc1cccc(C)c1,17.4,17.528973
114,c1ccncc1,19.0,19.97209
115,OC(=O)c1ccccc1,20.0,19.410675
116,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,20.0,19.048351
117,CCCC(=O)OC(=O)CCC,15.8,16.088373
118,CCOc1ccc(Br)cc1,19.5,19.581673
119,CC(C)(C)Cl,15.6,15.8620205
120,C1COCCO1,17.5,17.156734
121,N,13.7,15.630639
122,Cc1ccccc1Cl,19.0,18.758057
123,Clc1sccc1,19.2,19.260025
124,ClC(Cl)Cl,17.8,17.53928
125,CCCCCCCCCCC,16.0,15.968955
126,C1CCOC1,16.3,17.095652
127,CC(C)N,14.8,14.788238
128,Fc1c(F)c(F)c(F)c(F)c1F,16.0,18.088228
129,CCC(=C)C=C,15.3,14.974534
130,CCC(Cl)=O,16.1,16.699266
131,ClCC=CCCl,17.8,18.802141
132,CCCCc1ccccc1,17.4,17.944376
133,C1c2ccccc2c3ccccc13,21.3,20.18617
134,S=C=S,20.2,18.731604
135,s1cccc1,18.9,18.265776
136,COc1ccc(cc1)C(C)=O,18.9,18.924936
137,Oc1cccc(O)c1O,20.7,18.947874
138,C#C.C#C,14.4,15.905837
139,Nc1ccc(cc1)[S](N)(=O)=O,20.0,20.436993
140,NC(=O)CCl,17.6,18.10396
141,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,12.2,12.426704
142,CN(C)C,14.6,15.311715
143,N#CC#CC#N,15.2,16.337198
144,C1CCCCC1,16.8,16.42246
145,CCN(CC)C(C)=O,16.4,16.562086
146,CC(C)CC(=O)CC(C)C,16.0,15.81913
147,O=C1CCCN1Cc2ccccc2,18.2,19.026737
148,CCCCCCCC\C=C/CCCCCCCCOCCOCCOCCO,16.0,16.750696
149,BrCC#C,18.1,16.841455
150,CC(O)COc1ccccc1,17.4,18.01555
151,COCOC,15.0,15.264266
152,[O-][N+](=O)c1cc(c(Cl)cc1Cl)C(F)(F)F,19.9,19.92722
153,Cc1ccc(Cl)cc1,19.1,18.971283
154,CC(=O)N1CCOCC1,18.3,18.055346
155,CCC(=C)CC,14.9,15.518041
156,CCCCOC(=O)\C=C/C(=O)OCCCC,16.5,16.442173
157,Oc1cccc(O)c1,18.6,18.851046
158,CC1OC(=O)OC1C,18.0,17.139952
159,Oc1cccc2ccccc12,19.7,20.165106
160,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,12.8,13.903264
161,BrC#C,15.7,17.910387
162,Clc1ccc(Cl)cc1,19.7,19.485947
163,CCCCCCOC(C)=O,15.8,15.583159
164,NCCN,16.6,16.647215
165,CC=CC,14.6,14.896317
166,OC(=O)CCCCC(O)=O,17.1,17.536873
167,ClCC(Cl)=O,17.5,17.042524
168,OCC(O)CO,17.4,17.656849
169,C=Cc1ccccc1,18.6,18.53249
170,BrC=C,15.9,17.75097
171,CC(C)c1ccccc1,18.1,18.205135
172,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,20.0,19.708166
173,CCCCO,16.0,15.88408
174,O=C1CCCCC1,17.8,18.126091
175,C#N,12.3,15.372493
176,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,18.3,16.208965
177,ClC(Cl)(Cl)Cl,17.8,17.133749
178,CCc1ccccc1Cl,18.9,18.648315
179,CCCOC(C)=O,15.3,16.03572
180,CCCCOC(=O)CC,15.7,15.908124
181,CCF,15.2,14.512736
182,S1C=CSC1=C2SC=CS2,21.0,19.403837
183,ClCC#N,17.4,16.756838
184,N#CCc1ccccc1,19.5,19.577127
185,O=C=S,17.4,17.85063
186,CCCCCCC,15.3,15.334722
187,C1CCNC1,17.9,17.792727
188,CC(=O)OCC(COC(C)=O)OC(C)=O,16.5,16.85724
189,CO[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)OC,17.6,17.014837
190,OC[CH]=[C]=[CH2],16.2,16.62425
191,CCC(=O)OC,15.5,15.523074
192,CC=CCC#N,16.4,16.336565
193,CCCCOC(C)=O,15.8,16.131983
194,CC(C)=C=O,15.2,15.892619
195,Fc1cccc(F)c1C#N,18.8,18.636156
196,CCC(C)OC(C)=O,15.0,15.7441635
