,smiles,actual,predict
179,CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,3.8,4.95482
180,[O-][N+](=O)c1ccc(Br)cc1C(F)(F)F,6.0,8.943171
181,CCOC(=O)CC(=O)OCC,7.7,7.252865
182,OCCO.O[S](O)=O,15.9,15.535666
183,CCN,5.6,8.079
184,Clc1ccccc1C=C,4.7,5.7288136
185,CN=C=O,11.5,14.942249
186,OC(=O)C(Cl)=C,9.4,7.4142942
187,C\C=C(/C)C=O,12.9,8.496692
188,Nc1ccc(Cl)cc1Cl,6.2,9.09809
189,CCCCCO,5.9,7.555866
190,CCCOCCOCCO,7.2,7.223705
191,CC1(C)C2CCC1C(=C)C2,1.5,2.5463352
192,OC1CCOC1,9.4,9.215305
193,FC(F)(F)c1cc(Cl)ccc1Cl,4.7,5.771353
194,CCCCOCCOCCO,5.0,6.1964593
195,CCC(=O)C=C,11.3,11.843959
196,CC1CN1,8.4,6.328406
