,smiles,actual,predict
108,BrC=CBr,3.0,5.221481
109,CCCCCCCCO[P](=O)(OCCCCCCCC)OCCCCCCCC,4.2,5.467852
110,CC(C)CC(C)O,12.3,13.296145
111,COC1CCCCO1,6.0,8.654658
112,CCN=[CH+],5.8,8.070248
113,ClCC#C,2.3,7.6193047
114,COC(Cl)Cl,6.5,7.184096
115,OCC1CCC(CO)O1,18.9,17.587852
116,OC(=O)c1ccc(cc1)C(O)=O,12.8,13.156066
117,CC(C)CC(C)OC(C)=O,6.8,7.044371
118,CCC=COC,5.2,7.085852
119,CCCCCCCCCCCCCCCCCC(O)=O,5.5,10.299278
120,CC1CCCO1,4.3,6.8002076
121,[O-][N+](=O)C=C,5.0,5.3492823
122,ClC(Cl)(Cl)C=O,7.6,6.4927773
123,O=[S]=O,10.0,12.477266
124,BrCCBr,8.6,6.0925364
125,C=COCCOCCOC=C,7.9,7.0540185
126,O=C1CCC(=O)O1,16.0,9.450681
127,Oc1c(Cl)cc(Cl)cc1Cl,10.8,12.728365
128,CCSC=C,6.3,4.38053
129,CC(=O)Nc1ccccc1,13.5,6.46789
130,CCCCOC=C,5.1,3.977448
131,C(OCc1ccccc1)c2ccccc2,5.2,3.3240583
132,COC(=O)c1ccccc1C(=O)OC,4.9,5.232347
133,CC(Cl)CCl,2.9,2.318221
134,CC(=O)OCC=C,8.0,6.715051
135,Brc1cccc2ccccc12,4.1,5.7157483
136,CCC(O)=O,12.4,12.44303
137,s1cnc2ccccc12,8.4,9.490663
138,CC(C)[C@@H]1CC[C@@H](C)CC1=O,4.4,4.466155
139,CC1CCCCC1O,12.5,14.138215
140,ClC1(Cl)CCCC(Cl)(Cl)C1=O,6.3,5.345005
141,CS,8.6,8.274421
142,NNc1ccccc1,14.0,6.633933
143,CCSCC,2.0,7.362282
144,CNN,14.8,6.366395
145,CCCCCC(C)O,11.7,11.812778
146,CC(C)OC(C)C,3.2,3.4739037
147,S=C=S,0.6,9.866473
148,CC(C)CC(O)CC(C)C,10.8,10.025661
149,C=CC[N+]#[C-],5.4,8.084301
150,NC(=O)C=C,12.8,11.8399315
151,CCCCCCCCC(C)O,10.0,11.609826
152,CC1CCCC(O)C1,12.5,14.228969
153,Oc1ccccc1Cl,13.9,13.012594
154,CCCCOB(OCCCC)OCCCC,4.6,6.575121
155,CC(C)CCO,13.3,14.328059
156,COc1cc(/C=C/CO)ccc1O,16.3,14.913702
157,CC=CC(C)=O,4.5,7.4243135
158,CC(C)(C)CO,13.5,13.727478
159,C=C1CO1,6.7,8.352544
160,ClC(Cl)=C,2.4,3.2683797
161,CC(C)(C)O,14.7,15.494191
162,CC(=O)OC=CC=C,8.3,6.687601
163,CC(OCC=C)OCC=C,4.8,7.7553225
164,Cc1ccc(Br)cc1,4.1,3.733604
165,NC(=O)c1ccccc1,11.2,8.732345
166,CCCCC(=O)COC,5.9,5.430189
167,CCCCC(CC)COC(C)=O,5.1,5.930113
168,Brc1ccccc1Br,5.3,5.6093326
169,CCN(CC)CCO,12.0,14.258855
170,FC(Cl)(Cl)Cl,0.0,0.14414808
171,ClCCl,7.1,4.152511
172,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,11.0,8.604382
173,CCCCOC(=O)C1CC=CCC1C,5.7,5.6375947
174,FC(F)=C,3.6,1.7211522
175,OCCOCCOC=C,13.8,7.7051353
176,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,8.6,7.9889197
177,CCCCN,8.0,7.0788918
178,ClCC(=O)c1ccccc1,5.7,4.672484
179,C=CCCC#N,5.0,6.565823
180,C=COC=C,5.8,7.3245673
181,Clc1cccc2ccccc12,2.5,4.870849
182,OC(=O)C=Cc1ccc(O)cc1,15.9,17.542027
183,ClC(Cl)C(Cl)Cl,5.3,2.4359803
184,CCCCCC(=O)CC,4.1,4.8950057
185,CCCCSC=C,5.4,5.0346932
186,CCC(Cl)[N+]([O-])=O,4.5,4.897068
187,CCCCOC=O,9.2,8.20259
188,Oc1ccc(O)cc1,27.2,18.167723
189,O=C1OC(=O)c2ccccc12,4.1,11.417941
190,Cc1[nH]c(C)cc1,6.8,7.3972116
191,c1ccc2ccccc2c1,5.9,2.6431396
192,CC(C)CC(O)=O,10.7,10.259505
193,Cc1cccc(O)c1,13.7,13.672721
194,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,1.0,4.177168
195,CC(N)=S,20.2,12.411517
196,OCCCCCCO,17.8,18.53391
