,smiles,actual,predict
125,CCCCCCCCCCCCCCCC,0.0,1.0077003
126,Nc1ccccc1,5.8,5.7443867
127,O=Cc1occc1,14.9,8.998567
128,O=C1CCC1,11.4,14.156089
129,O=C1CCCCCO1,15.0,17.08804
130,CC(C)C(O)=O,5.4,3.0059636
131,COCC=CC,3.4,5.0527906
132,CCCCOC(O)(CC)OCC,6.5,4.5533776
133,Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,12.9,12.376932
134,COC(C)COC(C)COC(C)CO,5.5,5.9436436
135,CNC,4.8,5.8004894
136,CC(=C)c1ccccc1,2.4,1.4543176
137,OC\C=C\c1ccc(O)cc1,7.0,6.8125224
138,CC=CBr,6.4,5.7663083
139,Clc1ccccc1Br,7.7,7.2544665
140,[O-][N+](=O)c1ccccc1,10.6,13.897147
141,CC(=O)N1CCCCCC1=O,8.7,13.168948
142,BrC[CH]=[C]=[CH2],6.5,6.5070004
143,FC=O,10.1,9.806177
144,O=C1CCCC1,11.9,11.559479
145,NCc1ccccc1,4.6,4.0660944
146,Cc1ccc(c(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,3.5,9.112997
147,Oc1ccc(C=O)cc1,15.2,12.146699
148,ICI,3.9,7.030167
149,CCCCCCCl,6.2,5.634745
150,Clc1cccc(Cl)c1,5.1,5.1906447
151,O(c1ccccc1)c2cccc(Oc3cccc(Oc4ccccc4)c3)c2,3.1,5.4309354
152,CC(C)=NO,3.7,6.4776683
153,CCCCCCCCCC(C)(O)Oc1ccccc1,10.2,4.259024
154,CCCNCCC,1.4,2.869043
155,CCCC(O)=O,4.8,6.062313
156,C1C=C1,2.4,4.182944
157,ClC=C,6.5,4.9079967
158,[O-][N+](=O)c1sccc1,16.2,14.401836
159,OC(=O)C=C,6.4,9.238056
160,NC=C,7.2,6.2261486
161,CC(C)COC(C)=O,3.7,4.094752
162,CC(=C)C=O,10.3,12.108446
163,CCCOCC(C)O,7.0,5.9466796
164,ClCCC=O,13.3,9.249536
165,OCCCCO,11.0,9.012702
166,CCCCCCCC\C=C/CCCCCCCC(=O)OC,3.8,3.9021451
167,CCOC(Cl)=O,11.0,9.190568
168,Fc1ccccc1F,9.0,8.334907
169,CCOc1ccc(Cl)cc1,6.3,8.529529
170,CC(C)OCC(C)O,6.1,5.620876
171,C1OC1c2ccccc2,5.8,8.407221
172,CCN=C=S,14.7,4.4766545
173,CCCCOC(=O)c1ccccc1O,4.8,7.322005
174,CCCCC=C,1.1,1.2779652
175,OCCOCCOCCOC=C,6.0,8.939969
176,ClC(=O)c1ccc(Br)cc1,6.5,6.955792
177,COC#CC,6.3,7.701305
178,CCCCC(CC)CN,4.2,3.7884839
179,Clc1ccccc1Cl,6.3,7.0486403
180,ClC1CCCCC1=O,13.0,10.342636
181,CCOC(C)=C,3.5,4.3719487
182,COc1ccccc1[N+]([O-])=O,12.7,12.766583
183,CCCCOC.OCCO,5.2,4.686281
184,CC(C)C[S](=O)CC(C)C,10.5,10.034925
185,CC(C)CC(C)(C)C,0.0,1.8333553
186,CC(=O)OC(OC(C)=O)C(Cl)=C,7.3,5.5705414
187,N#Cc1occc1,15.0,13.378127
188,CCOC=C,4.9,5.54786
189,CC(=O)C(Cl)Cl,7.6,8.207895
190,O=C1OC(=O)C=C1,13.3,18.189384
191,[O-][N+](=O)c1ccccc1[N+]([O-])=O,11.6,13.643628
192,CC(=O)CC(C)(C)O,8.2,6.4932337
193,c1ccc(cc1)c2ccccc2,1.0,1.1101359
194,COc1ccccc1,4.4,6.2323866
195,CCN=[N+]=[N-],8.9,8.323411
196,CC=CCCl,7.7,5.6633143
197,CCCCOCCO,5.1,5.9603186
